chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr01	chr05	0.085408	-10.084	0	0	True
chr02	chr04	0.085440	-10.076	0	0	True
chr09	chr10	0.086911	-9.702	0	0	True
chr06	chr14	0.087491	-9.555	0	0	True
chr21	chr24	0.088268	-9.358	0	0	True
chr18	chr23	0.089324	-9.090	0	0	True
chr08	chr20	0.093634	-7.996	6.66134e-16	3.09276e-14	True
chr12	chr16	0.094442	-7.791	3.33067e-15	1.35308e-13	True
chr13	chr15	0.095425	-7.541	2.32592e-14	8.39915e-13	True
chr11	chr19	0.102952	-5.631	8.95764e-09	2.91123e-07	True
chr08	chr17	0.103663	-5.450	2.51251e-08	7.19388e-07	False
chr03	chr17	0.103702	-5.441	2.6562e-08	7.19388e-07	True
chr12	chr26	0.104032	-5.357	4.23479e-08	1.0587e-06	False
chr07	chr25	0.105899	-4.883	5.2272e-07	1.21346e-05	True
chr16	chr22	0.109116	-4.066	2.38771e-05	0.000517337	False
chr03	chr11	0.110456	-3.726	9.72279e-05	0.00197494	False
chr22	chr26	0.110641	-3.679	0.000116945	0.00223572	True
chr03	chr07	0.111246	-3.526	0.000211164	0.00381268	False
chr03	chr19	0.113486	-2.957	0.00155174	0.0265429	False
chr01	chr02	0.117139	-2.030	0.0211795	0.344167	False
chr02	chr11	0.117991	-1.814	0.0348553	0.539427	False
chr01	chr11	0.118662	-1.644	0.0501358	0.699533	False
chr02	chr03	0.119253	-1.493	0.0676822	0.699533	False
chr01	chr03	0.119301	-1.481	0.0692822	0.699533	False
chr11	chr14	0.119397	-1.457	0.0725869	0.699533	False
chr02	chr09	0.119600	-1.405	0.0799804	0.699533	False
chr02	chr12	0.119670	-1.388	0.0826351	0.699533	False
chr07	chr11	0.119707	-1.378	0.0840751	0.699533	False
chr01	chr04	0.119725	-1.374	0.0847923	0.699533	False
chr08	chr15	0.119816	-1.351	0.0884269	0.699533	False
chr03	chr04	0.119913	-1.326	0.0924283	0.699533	False
chr07	chr20	0.120002	-1.303	0.0962478	0.699533	False
chr15	chr18	0.120047	-1.292	0.0982114	0.699533	False
chr07	chr17	0.120078	-1.284	0.0995478	0.699533	False
chr02	chr07	0.120222	-1.248	0.106104	0.699533	False
chr07	chr18	0.120253	-1.240	0.107564	0.699533	False
chr02	chr17	0.120264	-1.237	0.108093	0.699533	False
chr11	chr12	0.120312	-1.225	0.110337	0.699533	False
chr04	chr15	0.120356	-1.214	0.112456	0.699533	False
chr01	chr09	0.120390	-1.205	0.114162	0.699533	False
chr07	chr15	0.120426	-1.196	0.115899	0.699533	False
chr11	chr17	0.120431	-1.194	0.116184	0.699533	False
chr18	chr20	0.120455	-1.188	0.117354	0.699533	False
chr08	chr18	0.120479	-1.182	0.118571	0.699533	False
chr02	chr14	0.120485	-1.181	0.118886	0.699533	False
chr02	chr08	0.120531	-1.169	0.121222	0.699533	False
chr07	chr13	0.120569	-1.159	0.12315	0.699533	False
chr13	chr17	0.120572	-1.159	0.123306	0.699533	False
chr07	chr09	0.120579	-1.157	0.123668	0.699533	False
chr09	chr11	0.120648	-1.139	0.127296	0.699533	False
chr01	chr12	0.120702	-1.126	0.130149	0.699533	False
chr09	chr17	0.120704	-1.125	0.13027	0.699533	False
chr11	chr25	0.120720	-1.121	0.131132	0.699533	False
chr02	chr13	0.120741	-1.116	0.132243	0.699533	False
chr12	chr17	0.120755	-1.112	0.133032	0.699533	False
chr06	chr15	0.120761	-1.111	0.133374	0.699533	False
chr08	chr11	0.120840	-1.091	0.137697	0.699533	False
chr04	chr11	0.120900	-1.075	0.141119	0.699533	False
chr15	chr17	0.120944	-1.064	0.143648	0.699533	False
chr17	chr18	0.120957	-1.061	0.144397	0.699533	False
chr04	chr12	0.120967	-1.058	0.144916	0.699533	False
chr07	chr23	0.120999	-1.050	0.146775	0.699533	False
chr14	chr17	0.121085	-1.028	0.151893	0.699533	False
chr09	chr13	0.121137	-1.015	0.155017	0.699533	False
chr11	chr13	0.121164	-1.008	0.156641	0.699533	False
chr04	chr08	0.121188	-1.002	0.158107	0.699533	False
chr01	chr14	0.121295	-0.975	0.164769	0.699533	False
chr04	chr10	0.121333	-0.965	0.167156	0.699533	False
chr11	chr15	0.121437	-0.939	0.173864	0.699533	False
chr08	chr13	0.121465	-0.932	0.175662	0.699533	False
chr01	chr17	0.121469	-0.931	0.175925	0.699533	False
chr09	chr12	0.121510	-0.921	0.178646	0.699533	False
chr15	chr19	0.121519	-0.918	0.17926	0.699533	False
chr04	chr17	0.121553	-0.910	0.18151	0.699533	False
chr03	chr09	0.121591	-0.900	0.184032	0.699533	False
chr06	chr08	0.121596	-0.899	0.18442	0.699533	False
chr08	chr14	0.121633	-0.889	0.186899	0.699533	False
chr17	chr20	0.121642	-0.887	0.187547	0.699533	False
chr03	chr12	0.121681	-0.877	0.190189	0.699533	False
chr02	chr15	0.121702	-0.872	0.191657	0.699533	False
chr03	chr15	0.121738	-0.863	0.194195	0.699533	False
chr06	chr18	0.121741	-0.862	0.194335	0.699533	False
chr04	chr09	0.121752	-0.859	0.195174	0.699533	False
chr12	chr14	0.121763	-0.856	0.195945	0.699533	False
chr07	chr22	0.121775	-0.853	0.196771	0.699533	False
chr07	chr19	0.121777	-0.853	0.196929	0.699533	False
chr02	chr10	0.121844	-0.836	0.201644	0.699533	False
chr07	chr14	0.121850	-0.834	0.202073	0.699533	False
chr06	chr17	0.121850	-0.834	0.202091	0.699533	False
chr03	chr10	0.121874	-0.828	0.203811	0.699533	False
chr08	chr10	0.121912	-0.819	0.206499	0.699533	False
chr14	chr15	0.121914	-0.818	0.206698	0.699533	False
chr02	chr06	0.121930	-0.814	0.207859	0.699533	False
chr01	chr15	0.121967	-0.805	0.210523	0.699533	False
chr03	chr06	0.122000	-0.796	0.212967	0.699533	False
chr20	chr22	0.122007	-0.794	0.213484	0.699533	False
chr13	chr14	0.122035	-0.787	0.215558	0.699533	False
chr15	chr20	0.122052	-0.783	0.216785	0.699533	False
chr11	chr18	0.122059	-0.781	0.217326	0.699533	False
chr08	chr09	0.122068	-0.779	0.218017	0.699533	False
chr07	chr08	0.122086	-0.774	0.219384	0.699533	False
chr06	chr11	0.122089	-0.774	0.219571	0.699533	False
chr09	chr15	0.122117	-0.766	0.221698	0.699533	False
chr10	chr15	0.122162	-0.755	0.225072	0.700823	False
chr04	chr06	0.122201	-0.745	0.22809	0.700823	False
chr01	chr08	0.122230	-0.738	0.230321	0.700823	False
chr03	chr14	0.122306	-0.719	0.236205	0.700823	False
chr03	chr13	0.122312	-0.717	0.236655	0.700823	False
chr01	chr13	0.122330	-0.712	0.238126	0.700823	False
chr04	chr14	0.122353	-0.707	0.239877	0.700823	False
chr12	chr13	0.122447	-0.683	0.247415	0.700823	False
chr04	chr13	0.122475	-0.676	0.249646	0.700823	False
chr03	chr08	0.122487	-0.672	0.250655	0.700823	False
chr18	chr19	0.122494	-0.671	0.25118	0.700823	False
chr12	chr15	0.122496	-0.670	0.251342	0.700823	False
