unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	15692584	17254021	1438224	31508381	0.045646	0.091650	0.106014	0.098688	False	0.114573
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	15692584	17137447	1836476	30993555	0.059253	0.117028	0.095233	0.089058	False	0.104598
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	15692584	16465494	1616129	30541949	0.052915	0.102987	0.099891	0.094106	False	0.107777
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	15692584	18405543	1484449	32613678	0.045516	0.094596	0.106133	0.097447	False	0.116084
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	15692584	12855099	1549995	26997688	0.057412	0.120574	0.096529	0.087875	False	0.106411
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	15692584	15443122	1360862	29774844	0.045705	0.088121	0.105960	0.100225	False	0.115053
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	15692584	14203707	1580545	28315746	0.055819	0.111277	0.097688	0.091051	False	0.106414
HAP1_chr01	HAP1_chr09	11,13,15,17,19,23	23	15692584	16898433	1535140	31055877	0.049432	0.097826	0.102707	0.096129	False	0.112405
HAP1_chr01	HAP1_chr10	11,13,15,17,19,23	23	15692584	15570964	1789071	29474477	0.060699	0.114898	0.094244	0.089785	False	0.103528
HAP1_chr01	HAP1_chr11	11,13,15,17,19,23	23	15692584	16299040	1823180	30168444	0.060433	0.116181	0.094424	0.089345	False	0.094742
HAP1_chr01	HAP1_chr12	11,13,15,17,19,23	23	15692584	21629986	1841187	35481383	0.051892	0.117328	0.100697	0.088956	False	0.112156
HAP1_chr01	HAP1_chr13	11,13,15,17,19,23	23	15692584	18440066	1641264	32491386	0.050514	0.104589	0.101810	0.093498	False	0.111794
HAP1_chr01	HAP1_chr14	11,13,15,17,19,23	23	15692584	18749193	1631310	32810467	0.049719	0.103954	0.102467	0.093738	False	0.112504
HAP1_chr01	HAP1_chr15	11,13,15,17,19,23	23	15692584	18681787	1553296	32821075	0.047326	0.098983	0.104512	0.095666	False	0.112552
HAP1_chr01	HAP1_chr16	11,13,15,17,19,23	23	15692584	20632339	1648517	34676406	0.047540	0.105051	0.104325	0.093324	False	0.114559
HAP1_chr01	HAP1_chr17	11,13,15,17,19,23	23	15692584	16956397	1447962	31201019	0.046408	0.092270	0.105326	0.098423	False	0.116010
HAP1_chr01	HAP1_chr18	11,13,15,17,19,23	23	15692584	17743969	1490686	31945867	0.046663	0.094993	0.105099	0.097283	False	0.115472
HAP1_chr01	HAP1_chr19	11,13,15,17,19,23	23	15692584	15730146	1624419	29798311	0.054514	0.103515	0.098662	0.093904	False	0.108117
HAP1_chr01	HAP1_chr20	11,13,15,17,19,23	23	15692584	20860599	1489176	35064007	0.042470	0.094897	0.109017	0.097322	False	0.118257
HAP1_chr01	HAP1_chr21	11,13,15,17,19,23	23	15692584	17574516	1295716	31971384	0.040527	0.082569	0.110972	0.102767	False	0.119402
HAP1_chr01	HAP2_chr01	11,13,15,17,19,23	23	15692584	15217215	13256631	17653168	0.750949	0.871160	0.006671	0.005979	False	0.005597
HAP1_chr01	HAP2_chr02	11,13,15,17,19,23	23	15692584	17212117	1430237	31474464	0.045441	0.091141	0.106201	0.098906	False	0.114665
HAP1_chr01	HAP2_chr03	11,13,15,17,19,23	23	15692584	15276534	1547030	29422088	0.052581	0.101268	0.100152	0.094768	False	0.108792
HAP1_chr01	HAP2_chr04	11,13,15,17,19,23	23	15692584	15171067	1464218	29399433	0.049804	0.096514	0.102396	0.096659	False	0.109936
HAP1_chr01	HAP2_chr05	11,13,15,17,19,23	23	15692584	18489956	1495895	32686645	0.045765	0.095325	0.105906	0.097146	False	0.115897
HAP1_chr01	HAP2_chr06	11,13,15,17,19,23	23	15692584	12447116	1485473	26654227	0.055731	0.119343	0.097752	0.088282	False	0.107378
HAP1_chr01	HAP2_chr07	11,13,15,17,19,23	23	15692584	15137113	1313308	29516389	0.044494	0.086761	0.107077	0.100833	False	0.115984
HAP1_chr01	HAP2_chr08	11,13,15,17,19,23	23	15692584	12400397	1325190	26767791	0.049507	0.106867	0.102644	0.092648	False	0.110855
HAP1_chr01	HAP2_chr09	11,13,15,17,19,23	23	15692584	16717081	1507463	30902202	0.048782	0.096062	0.103256	0.096843	False	0.112833
HAP1_chr01	HAP2_chr10	11,13,15,17,19,23	23	15692584	14016487	1518604	28190467	0.053869	0.108344	0.099153	0.092106	False	0.107466
HAP1_chr01	HAP2_chr11	11,13,15,17,19,23	23	15692584	16002837	1802663	29892758	0.060304	0.114874	0.094511	0.089793	False	0.094858
HAP1_chr01	HAP2_chr12	11,13,15,17,19,23	23	15692584	20177810	1552443	34317951	0.045237	0.098928	0.106388	0.095688	False	0.116558
HAP1_chr01	HAP2_chr13	11,13,15,17,19,23	23	15692584	18509396	1657632	32544348	0.050935	0.105632	0.101467	0.093107	False	0.111630
HAP1_chr01	HAP2_chr14	11,13,15,17,19,23	23	15692584	18252379	1581172	32363791	0.048856	0.100759	0.103192	0.094967	False	0.113359
HAP1_chr01	HAP2_chr15	11,13,15,17,19,23	23	15692584	17251235	1372966	31570853	0.043488	0.087491	0.108030	0.100506	False	0.115660
HAP1_chr01	HAP2_chr16	11,13,15,17,19,23	23	15692584	20341455	1578332	34455707	0.045808	0.100578	0.105867	0.095037	False	0.115715
HAP1_chr01	HAP2_chr17	11,13,15,17,19,23	23	15692584	15674106	1248642	30118048	0.041458	0.079663	0.110024	0.104164	False	0.119817
HAP1_chr01	HAP2_chr18	11,13,15,17,19,23	23	15692584	16971540	1333197	31330927	0.042552	0.084957	0.108937	0.101654	False	0.118258
HAP1_chr01	HAP2_chr19	11,13,15,17,19,23	23	15692584	14487821	1326675	28853730	0.045979	0.091572	0.105712	0.098721	False	0.113918
HAP1_chr01	HAP2_chr20	11,13,15,17,19,23	23	15692584	20769008	1477182	34984410	0.042224	0.094132	0.109260	0.097640	False	0.118462
HAP1_chr01	HAP2_chr21	11,13,15,17,19,23	23	15692584	17436867	1282713	31846738	0.040278	0.081740	0.111230	0.103161	False	0.119610
HAP1_chr02	HAP1_chr03	11,13,15,17,19,23	23	17254021	17137447	1488111	32903357	0.045227	0.086834	0.106398	0.100801	False	0.114120
HAP1_chr02	HAP1_chr04	11,13,15,17,19,23	23	17254021	16465494	1371950	32347565	0.042413	0.083323	0.109074	0.102413	False	0.118376
HAP1_chr02	HAP1_chr05	11,13,15,17,19,23	23	17254021	18405543	1353081	34306483	0.039441	0.078421	0.112108	0.104776	False	0.120773
HAP1_chr02	HAP1_chr06	11,13,15,17,19,23	23	17254021	12855099	1245083	28864037	0.043136	0.096855	0.108369	0.096520	False	0.117934
HAP1_chr02	HAP1_chr07	11,13,15,17,19,23	23	17254021	15443122	1288151	31408992	0.041012	0.083413	0.110475	0.102371	False	0.119451
HAP1_chr02	HAP1_chr08	11,13,15,17,19,23	23	17254021	14203707	1340916	30116812	0.044524	0.094406	0.107050	0.097526	False	0.115269
HAP1_chr02	HAP1_chr09	11,13,15,17,19,23	23	17254021	16898433	1434890	32717564	0.043857	0.084913	0.107678	0.101675	False	0.116922
HAP1_chr02	HAP1_chr10	11,13,15,17,19,23	23	17254021	15570964	1422198	31402787	0.045289	0.091337	0.106341	0.098822	False	0.114605
HAP1_chr02	HAP1_chr11	11,13,15,17,19,23	23	17254021	16299040	1645298	31907763	0.051564	0.100944	0.100959	0.094894	False	0.112010
HAP1_chr02	HAP1_chr12	11,13,15,17,19,23	23	17254021	21629986	1582869	37301138	0.042435	0.091739	0.109052	0.098650	False	0.119484
HAP1_chr02	HAP1_chr13	11,13,15,17,19,23	23	17254021	18440066	1582860	34111227	0.046403	0.091739	0.105331	0.098650	False	0.115746
HAP1_chr02	HAP1_chr14	11,13,15,17,19,23	23	17254021	18749193	1481389	34521825	0.042912	0.085858	0.108586	0.101242	False	0.118242
HAP1_chr02	HAP1_chr15	11,13,15,17,19,23	23	17254021	18681787	1499281	34436527	0.043538	0.086895	0.107983	0.100773	False	0.115950
HAP1_chr02	HAP1_chr16	11,13,15,17,19,23	23	17254021	20632339	1574884	36311476	0.043372	0.091276	0.108142	0.098848	False	0.117707
HAP1_chr02	HAP1_chr17	11,13,15,17,19,23	23	17254021	16956397	1374968	32835450	0.041874	0.081088	0.109607	0.103473	False	0.119747
HAP1_chr02	HAP1_chr18	11,13,15,17,19,23	23	17254021	17743969	1380736	33617254	0.041072	0.080024	0.110414	0.103988	False	0.118645
HAP1_chr02	HAP1_chr19	11,13,15,17,19,23	23	17254021	15730146	2063570	30920597	0.066738	0.131186	0.090367	0.084523	False	0.091940
HAP1_chr02	HAP1_chr20	11,13,15,17,19,23	23	17254021	20860599	1467935	36646685	0.040056	0.085078	0.111461	0.101599	False	0.120753
HAP1_chr02	HAP1_chr21	11,13,15,17,19,23	23	17254021	17574516	1308667	33519870	0.039042	0.075847	0.112534	0.106074	False	0.121998
HAP1_chr02	HAP2_chr01	11,13,15,17,19,23	23	17254021	15217215	1420360	31050876	0.045743	0.093339	0.105926	0.097972	False	0.114803
HAP1_chr02	HAP2_chr02	11,13,15,17,19,23	23	17254021	17212117	16095474	18370664	0.876151	0.935125	0.002969	0.002912	False	0.002632
HAP1_chr02	HAP2_chr03	11,13,15,17,19,23	23	17254021	15276534	1371831	31158724	0.044027	0.089800	0.107517	0.099486	False	0.115644
HAP1_chr02	HAP2_chr04	11,13,15,17,19,23	23	17254021	15171067	1290348	31134740	0.041444	0.085053	0.110038	0.101610	False	0.119414
HAP1_chr02	HAP2_chr05	11,13,15,17,19,23	23	17254021	18489956	1366508	34377469	0.039750	0.079199	0.111782	0.104391	False	0.120506
HAP1_chr02	HAP2_chr06	11,13,15,17,19,23	23	17254021	12447116	1201195	28499942	0.042147	0.096504	0.109336	0.096663	False	0.118827
HAP1_chr02	HAP2_chr07	11,13,15,17,19,23	23	17254021	15137113	1236669	31154465	0.039695	0.081698	0.111840	0.103181	False	0.120468
HAP1_chr02	HAP2_chr08	11,13,15,17,19,23	23	17254021	12400397	1209204	28445214	0.042510	0.097513	0.108978	0.096254	False	0.117434
HAP1_chr02	HAP2_chr09	11,13,15,17,19,23	23	17254021	16717081	1414057	32557045	0.043433	0.084588	0.108083	0.101825	False	0.117205
HAP1_chr02	HAP2_chr10	11,13,15,17,19,23	23	17254021	14016487	1291856	29978652	0.043093	0.092167	0.108411	0.098467	False	0.116806
HAP1_chr02	HAP2_chr11	11,13,15,17,19,23	23	17254021	16002837	1607965	31648893	0.050806	0.100480	0.101571	0.095076	False	0.112550
HAP1_chr02	HAP2_chr12	11,13,15,17,19,23	23	17254021	20177810	1431123	36000708	0.039753	0.082944	0.111779	0.102590	False	0.121942
HAP1_chr02	HAP2_chr13	11,13,15,17,19,23	23	17254021	18509396	1592489	34170928	0.046604	0.092297	0.105151	0.098412	False	0.115644
HAP1_chr02	HAP2_chr14	11,13,15,17,19,23	23	17254021	18252379	1446656	34059744	0.042474	0.083845	0.109014	0.102169	False	0.118783
HAP1_chr02	HAP2_chr15	11,13,15,17,19,23	23	17254021	17251235	1366521	33138735	0.041236	0.079213	0.110248	0.104385	False	0.117892
HAP1_chr02	HAP2_chr16	11,13,15,17,19,23	23	17254021	20341455	1539663	36055813	0.042702	0.089235	0.108790	0.099733	False	0.118237
HAP1_chr02	HAP2_chr17	11,13,15,17,19,23	23	17254021	15674106	1246289	31681838	0.039338	0.079513	0.112218	0.104238	False	0.122094
HAP1_chr02	HAP2_chr18	11,13,15,17,19,23	23	17254021	16971540	1298087	32927474	0.039423	0.076486	0.112128	0.105748	False	0.119967
HAP1_chr02	HAP2_chr19	11,13,15,17,19,23	23	17254021	14487821	1900597	29841245	0.063690	0.131186	0.092275	0.084523	False	0.093236
HAP1_chr02	HAP2_chr20	11,13,15,17,19,23	23	17254021	20769008	1460625	36562404	0.039949	0.084654	0.111573	0.101794	False	0.120851
