chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
3	1	250000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	238272	201607	7549	432330	0.982539
3	250001	500000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	190326	226080	3205	413201	0.992243
3	500001	750000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	218579	182034	6573	394040	0.983319
3	750001	1000000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	230579	234602	47318	417863	0.886762
3	1000001	1250000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	234112	232249	34518	431843	0.920068
3	1250001	1500000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	226709	229393	35623	420479	0.915280
3	1500001	1750000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	214762	217132	2166	429728	0.994960
3	1750001	2000000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	231170	234270	13865	451575	0.969296
3	2000001	2250000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	236253	242094	13610	464737	0.970715
3	2250001	2500000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	242285	239772	4676	477381	0.990205
3	2500001	2750000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	239404	241061	3084	477381	0.993540
3	2750001	3000000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	239560	243964	3293	480231	0.993143
3	3000001	3250000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	243544	236985	2906	477623	0.993916
3	3250001	3500000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	241976	215504	7708	449772	0.982862
3	3500001	3750000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	243412	232987	43957	432442	0.898352
3	3750001	4000000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	239034	240050	50578	428506	0.881967
3	4000001	4250000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	240230	245858	29009	457079	0.936534
3	4250001	4500000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	242936	240820	53042	430714	0.876851
3	4500001	4750000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	238803	241805	16976	463632	0.963385
3	4750001	5000000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	244542	245001	95490	394053	0.757672
3	5000001	5250000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	240210	234960	93620	381550	0.754632
3	5250001	5500000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	238772	240884	90869	388787	0.766276
3	5500001	5750000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	244400	245224	144643	344981	0.580722
3	5750001	6000000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	241360	241237	121101	361496	0.665000
3	6000001	6250000	HAP1_chr03	HAP2_chr03	HAP1	HAP2	241041	234166	107767	367440	0.706709
