unit_id	hap	chrom	seq_id	length	source	desc
HAP1_chr01	HAP1	1	OZ297760.1	31374496	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 1
HAP1_chr02	HAP1	2	OZ297761.1	26600467	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 2
HAP1_chr03	HAP1	3	OZ297762.1	24366917	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 3
HAP1_chr04	HAP1	4	OZ297763.1	23985764	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 4
HAP1_chr05	HAP1	5	OZ297764.1	23791307	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 5
HAP1_chr06	HAP1	6	OZ297765.1	23702317	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 6
HAP1_chr07	HAP1	7	OZ297766.1	22773710	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 7
HAP1_chr08	HAP1	8	OZ297767.1	21313637	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 8
HAP1_chr09	HAP1	9	OZ297768.1	21078903	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 9
HAP1_chr10	HAP1	10	OZ297769.1	20767266	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 10
HAP1_chr11	HAP1	11	OZ297770.1	19926051	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 11
HAP1_chr12	HAP1	12	OZ297771.1	19793101	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 12
HAP1_chr13	HAP1	13	OZ297772.1	19266889	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 13
HAP1_chr14	HAP1	14	OZ297773.1	17733274	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 14
HAP1_chr15	HAP1	15	OZ297774.1	17466013	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 15
HAP1_chr16	HAP1	16	OZ297775.1	16563194	/lustre/scratch122/tol/data/b/f/b/c/a/0/Potamogeton_crispus/assembly/release/laPotCris1.hap1.2/insdc/GCA_965783375.2.fa.gz	Potamogeton crispus genome assembly, chromosome: 16
