unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	2766	6231	23696	26939	0.177683	0.125756
HAP1_chr02	HAP2_chr02	chr02	2796	1998	21233	20797	0.114061	0.180765
HAP1_chr03	HAP2_chr03	chr03	3217	1061	28577	26429	0.077773	0.146943
HAP1_chr04	HAP2_chr04	chr04	4985	1339	27689	24242	0.121777	0.176851
HAP1_chr05	HAP2_chr05	chr05	1934	1705	17221	16992	0.106363	0.190183
HAP1_chr06	HAP2_chr06	chr06	2329	2767	14049	14489	0.178569	0.008694
HAP1_chr07	HAP2_chr07	chr07	2233	4009	15543	17316	0.189963	0.013156
HAP1_chr08	HAP2_chr08	chr08	3080	1751	15472	14193	0.162852	0.131861
HAP1_chr09	HAP2_chr09	chr09	3030	939	21761	19952	0.095150	0.256802
HAP1_chr10	HAP2_chr10	chr10	1149	1177	19920	19712	0.058690	0.009749
HAP1_chr11	HAP2_chr11	chr11	1823	1493	20639	20310	0.080979	0.009956
HAP1_chr12	HAP2_chr12	chr12	1474	1020	17873	17355	0.070796	0.212959
HAP1_chr13	HAP2_chr13	chr13	2908	1633	10523	9435	0.227528	0.126378
HAP1_chr14	HAP2_chr14	chr14	850	450	16729	16329	0.039325	0.355823
