chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr02	chr03	0.089567	-12.396	0	0	True
chr13	chr14	0.094393	-10.763	0	0	True
chr11	chr15	0.096758	-9.963	0	0	True
chr01	chr02	0.099260	-9.117	0	0	False
chr01	chr03	0.099268	-9.114	0	0	False
chr04	chr07	0.101272	-8.436	0	0	True
chr05	chr10	0.101597	-8.326	5.55112e-17	8.32667e-16	True
chr05	chr06	0.102429	-8.045	4.44089e-16	5.82867e-15	False
chr07	chr08	0.103647	-7.633	1.14908e-14	1.34059e-13	False
chr09	chr11	0.104526	-7.335	1.10856e-13	1.16399e-12	False
chr09	chr15	0.104992	-7.177	3.55049e-13	3.38911e-12	False
chr12	chr13	0.105566	-6.983	1.44224e-12	1.26196e-11	False
chr04	chr05	0.106696	-6.601	2.04259e-11	1.64978e-10	False
chr12	chr14	0.106741	-6.586	2.26036e-11	1.69527e-10	False
chr04	chr08	0.108058	-6.140	4.11967e-10	2.88377e-09	False
chr06	chr10	0.108121	-6.119	4.70581e-10	3.08819e-09	False
chr07	chr10	0.113012	-4.464	4.01648e-06	2.48077e-05	False
chr04	chr06	0.114438	-3.982	3.42013e-05	0.000199508	False
chr08	chr10	0.115134	-3.746	8.96957e-05	0.000495687	False
chr03	chr09	0.119696	-2.203	0.0137897	0.0700431	False
chr09	chr10	0.119714	-2.197	0.0140086	0.0700431	False
chr04	chr09	0.119881	-2.140	0.0161587	0.0771209	False
chr01	chr09	0.120370	-1.975	0.0241215	0.11012	False
chr09	chr14	0.120930	-1.786	0.0370801	0.153676	False
chr08	chr09	0.120961	-1.775	0.0379325	0.153676	False
chr03	chr04	0.120965	-1.774	0.038053	0.153676	False
chr06	chr09	0.121065	-1.740	0.0409393	0.159208	False
chr04	chr10	0.121268	-1.671	0.0473398	0.177524	False
chr03	chr10	0.122101	-1.389	0.0823549	0.290611	False
chr01	chr04	0.122114	-1.385	0.0830317	0.290611	False
chr04	chr14	0.122792	-1.156	0.123881	0.406511	False
chr10	chr14	0.122792	-1.156	0.123889	0.406511	False
chr03	chr06	0.122891	-1.122	0.130865	0.416388	False
chr01	chr06	0.123028	-1.076	0.140972	0.435353	False
chr03	chr08	0.123193	-1.020	0.153885	0.461655	False
chr01	chr10	0.123262	-0.997	0.159492	0.465185	False
chr02	chr09	0.123865	-0.793	0.213959	0.602305	False
chr05	chr08	0.123959	-0.761	0.223404	0.602305	False
chr01	chr08	0.123963	-0.760	0.223713	0.602305	False
chr03	chr14	0.124063	-0.726	0.233981	0.614201	False
chr06	chr14	0.124239	-0.666	0.252691	0.647136	False
chr10	chr15	0.124346	-0.630	0.264335	0.660839	False
chr06	chr08	0.124413	-0.607	0.271859	0.661375	False
chr01	chr14	0.124514	-0.573	0.283304	0.661375	False
chr04	chr15	0.124532	-0.567	0.285283	0.661375	False
chr14	chr15	0.124570	-0.554	0.289745	0.661375	False
chr07	chr09	0.124792	-0.479	0.3159	0.703168	False
chr09	chr12	0.124838	-0.464	0.321448	0.703168	False
chr08	chr14	0.124949	-0.426	0.335002	0.717861	False
chr04	chr12	0.125153	-0.357	0.3606	0.757261	False
chr02	chr04	0.125339	-0.294	0.384357	0.791324	False
chr03	chr15	0.125485	-0.244	0.403424	0.814606	False
chr06	chr15	0.125623	-0.198	0.421531	0.835109	False
chr05	chr09	0.125864	-0.117	0.453624	0.882047	False
chr02	chr10	0.126318	0.037	0.514857	0.93272	False
chr08	chr15	0.126358	0.051	0.520175	0.93272	False
chr02	chr05	0.126449	0.081	0.532438	0.93272	False
chr01	chr15	0.126461	0.086	0.534077	0.93272	False
chr06	chr07	0.126462	0.086	0.534169	0.93272	False
chr03	chr05	0.126570	0.122	0.548733	0.93272	False
chr03	chr12	0.126575	0.124	0.549327	0.93272	False
chr10	chr12	0.126687	0.162	0.56433	0.93272	False
chr11	chr14	0.126860	0.221	0.587294	0.93272	False
chr03	chr07	0.126986	0.263	0.603743	0.93272	False
chr02	chr06	0.127028	0.277	0.609298	0.93272	False
chr01	chr05	0.127115	0.307	0.620452	0.93272	False
chr09	chr13	0.127229	0.345	0.635081	0.93272	False
chr02	chr14	0.127285	0.364	0.642154	0.93272	False
chr02	chr07	0.127309	0.372	0.645181	0.93272	False
chr06	chr12	0.127309	0.372	0.645189	0.93272	False
chr10	chr11	0.127311	0.373	0.645464	0.93272	False
chr02	chr11	0.127330	0.379	0.647822	0.93272	False
chr02	chr08	0.127349	0.386	0.650174	0.93272	False
chr04	chr11	0.127476	0.429	0.66598	0.93272	False
chr05	chr14	0.127652	0.488	0.687382	0.93272	False
chr03	chr11	0.127752	0.522	0.69926	0.93272	False
chr07	chr14	0.127938	0.585	0.7208	0.93272	False
chr12	chr15	0.128044	0.621	0.732754	0.93272	False
chr01	chr12	0.128119	0.646	0.741007	0.93272	False
chr01	chr07	0.128139	0.653	0.743145	0.93272	False
chr08	chr12	0.128144	0.655	0.743771	0.93272	False
chr05	chr07	0.128208	0.676	0.750604	0.93272	False
chr07	chr11	0.128221	0.681	0.752025	0.93272	False
chr05	chr11	0.128283	0.702	0.758634	0.93272	False
chr06	chr11	0.128324	0.716	0.76299	0.93272	False
chr01	chr11	0.128334	0.719	0.763942	0.93272	False
chr07	chr12	0.128554	0.794	0.786327	0.945688	False
chr08	chr11	0.128618	0.815	0.792577	0.945688	False
chr04	chr13	0.129174	1.004	0.842193	0.952563	False
chr02	chr15	0.129256	1.031	0.848755	0.952563	False
chr10	chr13	0.129258	1.032	0.848913	0.952563	False
chr03	chr13	0.129341	1.060	0.855367	0.952563	False
chr05	chr15	0.129525	1.122	0.869097	0.952563	False
chr11	chr13	0.129542	1.128	0.870306	0.952563	False
chr07	chr15	0.129606	1.149	0.874823	0.952563	False
chr06	chr13	0.129693	1.179	0.880782	0.952563	False
chr02	chr13	0.129760	1.202	0.885247	0.952563	False
chr07	chr13	0.130081	1.310	0.904941	0.952563	False
chr05	chr13	0.130133	1.328	0.907878	0.952563	False
chr13	chr15	0.130270	1.374	0.915289	0.952563	False
chr11	chr12	0.130351	1.401	0.919453	0.952563	False
chr01	chr13	0.130567	1.475	0.929855	0.952563	False
chr08	chr13	0.130896	1.586	0.943608	0.952563	False
chr02	chr12	0.130980	1.614	0.946781	0.952563	False
chr05	chr12	0.131145	1.670	0.952563	0.952563	False
