unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	26386	28606	669417	671663	0.041006	0.009931
HAP1_chr02	HAP2_chr02	chr02	22563	22828	614860	615124	0.036904	0.026683
HAP1_chr03	HAP2_chr03	chr03	18511	21757	471885	474306	0.042558	0.190485
HAP1_chr04	HAP2_chr04	chr04	23655	29570	356202	361494	0.074161	0.050786
HAP1_chr05	HAP2_chr05	chr05	21909	24685	345732	348578	0.067108	0.100362
HAP1_chr06	HAP2_chr06	chr06	15957	8950	305042	298035	0.041300	0.132684
HAP1_chr07	HAP2_chr07	chr07	25989	9233	345218	328476	0.052282	0.073251
HAP1_chr08	HAP2_chr08	chr08	16285	34333	322124	340194	0.076426	0.043079
HAP1_chr09	HAP2_chr09	chr09	17340	19394	189929	192730	0.095997	0.008379
HAP1_chr10	HAP2_chr10	chr10	12141	25354	185739	199175	0.097411	0.023221
HAP1_chr11	HAP2_chr11	chr11	17914	20504	177218	179005	0.107848	0.085238
HAP1_chr12	HAP2_chr12	chr12	20376	10614	171076	161229	0.093258	0.059173
HAP1_chr13	HAP2_chr13	chr13	30514	2858	153151	125773	0.119645	0.015030
HAP1_chr14	HAP2_chr14	chr14	19038	8314	150867	139855	0.094083	0.026425
HAP1_chr15	HAP2_chr15	chr15	5779	30774	138492	163683	0.120966	0.008499
HAP1_chr16	HAP2_chr16	chr16	10096	18389	135857	144220	0.101704	0.077188
HAP1_chr17	HAP2_chr17	chr17	6652	28569	132787	154759	0.122488	0.017953
HAP1_chr18	HAP2_chr18	chr18	5673	18118	125791	138225	0.090112	0.125268
HAP1_chr19	HAP2_chr19	chr19	10831	15525	127610	132275	0.101414	0.009271
