chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr02	chr04	0.076356	-12.813	0	0	True
chr11	chr14	0.085424	-11.030	0	0	True
chr01	chr08	0.088839	-10.359	0	0	True
chr05	chr16	0.097749	-8.607	0	0	True
chr03	chr06	0.098806	-8.399	0	0	True
chr05	chr10	0.100747	-8.018	5.55112e-16	1.11022e-14	False
chr10	chr12	0.102268	-7.719	5.88418e-15	1.00872e-13	True
chr07	chr15	0.103544	-7.468	4.07452e-14	6.11178e-13	True
chr09	chr13	0.105879	-7.009	1.20104e-12	1.60139e-11	True
chr10	chr16	0.112040	-5.798	3.36107e-09	4.03329e-08	False
chr03	chr05	0.113004	-5.608	1.02259e-08	1.11555e-07	False
chr02	chr13	0.116802	-4.862	5.82226e-07	5.82226e-06	False
chr01	chr09	0.117354	-4.753	1.00265e-06	9.25521e-06	False
chr06	chr09	0.117782	-4.669	1.51511e-06	1.29866e-05	False
chr12	chr15	0.118876	-4.454	4.21865e-06	3.37492e-05	False
chr04	chr14	0.119513	-4.328	7.5073e-06	5.63047e-05	False
chr06	chr08	0.120072	-4.219	1.22856e-05	8.6722e-05	False
chr08	chr09	0.120431	-4.148	1.67694e-05	0.000111796	False
chr06	chr07	0.123265	-3.591	0.000164745	0.0010405	False
chr09	chr15	0.123594	-3.526	0.000210786	0.00126472	False
chr13	chr15	0.124190	-3.409	0.000325796	0.00179678	False
chr07	chr14	0.124205	-3.406	0.00032941	0.00179678	False
chr03	chr07	0.124467	-3.355	0.000397401	0.0020734	False
chr12	chr16	0.124976	-3.255	0.000567648	0.00283824	False
chr14	chr15	0.125823	-3.088	0.00100714	0.00483427	False
chr07	chr12	0.127661	-2.727	0.00319869	0.0147632	False
chr06	chr13	0.127830	-2.694	0.00353466	0.0157096	False
chr04	chr11	0.128576	-2.547	0.00543532	0.0232942	False
chr05	chr12	0.128779	-2.507	0.00608832	0.0251931	False
chr04	chr13	0.130834	-2.103	0.0177388	0.070955	False
chr03	chr10	0.131119	-2.047	0.0203298	0.0784463	False
chr03	chr08	0.131179	-2.035	0.020919	0.0784463	False
chr03	chr16	0.133328	-1.613	0.0534166	0.194242	False
chr05	chr09	0.135274	-1.230	0.109328	0.385862	False
chr09	chr10	0.135614	-1.163	0.122352	0.419494	False
chr03	chr09	0.135789	-1.129	0.129493	0.431642	False
chr01	chr05	0.136166	-1.055	0.145775	0.472784	False
chr06	chr15	0.136312	-1.026	0.152422	0.481334	False
chr01	chr03	0.136723	-0.945	0.172297	0.522593	False
chr01	chr10	0.136761	-0.938	0.174198	0.522593	False
chr12	chr14	0.137182	-0.855	0.196268	0.574443	False
chr05	chr15	0.137282	-0.835	0.201765	0.576473	False
chr03	chr15	0.137390	-0.814	0.207776	0.579841	False
chr10	chr15	0.137621	-0.769	0.221018	0.602775	False
chr07	chr08	0.138169	-0.661	0.254344	0.662649	False
chr03	chr04	0.138416	-0.612	0.270166	0.662649	False
chr01	chr15	0.138446	-0.606	0.272096	0.662649	False
chr09	chr14	0.138454	-0.605	0.272614	0.662649	False
chr10	chr14	0.138577	-0.581	0.280718	0.662649	False
chr04	chr09	0.138589	-0.578	0.281506	0.662649	False
chr03	chr14	0.138591	-0.578	0.281626	0.662649	False
chr04	chr05	0.138770	-0.543	0.293675	0.671937	False
chr05	chr14	0.138870	-0.523	0.300437	0.671937	False
chr01	chr04	0.138898	-0.518	0.302372	0.671937	False
chr04	chr10	0.139374	-0.424	0.335751	0.732547	False
chr07	chr16	0.139486	-0.402	0.343835	0.736788	False
chr01	chr14	0.139633	-0.373	0.354556	0.744955	False
chr04	chr15	0.139763	-0.348	0.364065	0.744955	False
chr06	chr10	0.139880	-0.324	0.372788	0.744955	False
chr12	chr13	0.139883	-0.324	0.372988	0.744955	False
chr09	chr12	0.139960	-0.309	0.378686	0.744955	False
chr06	chr12	0.140155	-0.271	0.393383	0.761386	False
chr01	chr06	0.141034	-0.098	0.461116	0.875017	False
chr05	chr06	0.141106	-0.084	0.466676	0.875017	False
chr07	chr13	0.141220	-0.061	0.475662	0.878144	False
chr11	chr12	0.141537	0.001	0.500459	0.890996	False
chr01	chr12	0.141696	0.032	0.512908	0.890996	False
chr07	chr10	0.141701	0.034	0.513363	0.890996	False
chr08	chr13	0.141708	0.035	0.513887	0.890996	False
chr11	chr13	0.141831	0.059	0.523548	0.890996	False
chr03	chr12	0.141878	0.068	0.527173	0.890996	False
chr08	chr12	0.142262	0.144	0.557138	0.921381	False
chr06	chr14	0.142305	0.152	0.560508	0.921381	False
chr06	chr11	0.142498	0.190	0.575361	0.921381	False
chr07	chr11	0.142672	0.224	0.588717	0.921381	False
chr10	chr13	0.142695	0.229	0.590537	0.921381	False
chr05	chr07	0.142704	0.231	0.59122	0.921381	False
chr07	chr09	0.142980	0.285	0.6121	0.935051	False
chr10	chr11	0.143062	0.301	0.618261	0.935051	False
chr13	chr16	0.143189	0.326	0.627748	0.935051	False
chr04	chr06	0.143652	0.417	0.66168	0.935051	False
