unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	1754391	1930180	1842279	0.869342	0.952294	0.006587	False	45.1494
HAP1_chr01	HAP1_chr02	13	5769986	11663426	9391429	0.377497	0.614389	0.046255	False	1386.7540
HAP1_chr01	HAP1_chr02	15	3523830	21629174	15440229	0.105046	0.228224	0.110673	False	3679.1958
HAP1_chr01	HAP1_chr02	17	1684350	25127818	17270843	0.041370	0.097526	0.148976	False	7268.8745
HAP1_chr01	HAP1_chr02	19	1137764	26353002	17869511	0.026408	0.063671	0.156159	False	19378.7554
HAP1_chr01	HAP1_chr02	23	813524	27380463	18337246	0.018117	0.044365	0.145031	False	215352.6422
HAP1_chr01	HAP1_chr03	11	1697557	1930180	1774861	0.845614	0.956445	0.007942	False	50.0802
HAP1_chr01	HAP1_chr03	13	5095099	11663426	8112178	0.347066	0.628080	0.051002	False	1354.9938
HAP1_chr01	HAP1_chr03	15	2957008	21629174	12613134	0.094517	0.234439	0.117076	False	3435.3171
HAP1_chr01	HAP1_chr03	17	1429074	25127818	13973672	0.037934	0.102269	0.153882	False	6866.1529
HAP1_chr01	HAP1_chr03	19	988501	26353002	14472248	0.024814	0.068303	0.159354	False	18712.3402
HAP1_chr01	HAP1_chr03	23	728199	27380463	14937413	0.017509	0.048750	0.146489	False	213579.6938
HAP1_chr01	HAP1_chr04	11	1745278	1930180	1832083	0.865291	0.952620	0.006815	False	45.4837
HAP1_chr01	HAP1_chr04	13	5485719	11663426	8948899	0.362654	0.613005	0.048507	False	1346.6671
HAP1_chr01	HAP1_chr04	15	3190082	21629174	14254866	0.097574	0.223789	0.115140	False	3451.7249
HAP1_chr01	HAP1_chr04	17	1503626	25127818	15830900	0.038110	0.094980	0.153620	False	6772.0258
HAP1_chr01	HAP1_chr04	19	1028042	26353002	16377226	0.024652	0.062773	0.159690	False	18289.5048
HAP1_chr01	HAP1_chr04	23	754474	27380463	16852969	0.017353	0.044768	0.146873	False	208330.5816
HAP1_chr01	HAP1_chr05	11	1601080	1930180	1661203	0.804440	0.963808	0.010428	False	58.3415
HAP1_chr01	HAP1_chr05	13	4364317	11663426	6628975	0.313347	0.658370	0.056914	False	1357.1499
HAP1_chr01	HAP1_chr05	15	2594203	21629174	9783670	0.090018	0.265156	0.120053	False	3504.2523
