chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.023420	False
chr01	HAP1_chr01	HAP3_chr01	HAP1	HAP3	0.013989	False
chr01	HAP1_chr01	HAP4_chr01	HAP1	HAP4	0.023189	False
chr01	HAP2_chr01	HAP3_chr01	HAP2	HAP3	0.020832	False
chr01	HAP2_chr01	HAP4_chr01	HAP2	HAP4	0.009511	False
chr01	HAP3_chr01	HAP4_chr01	HAP3	HAP4	0.023382	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.022180	False
chr02	HAP1_chr02	HAP3_chr02	HAP1	HAP3	0.022671	False
chr02	HAP1_chr02	HAP4_chr02	HAP1	HAP4	0.022910	False
chr02	HAP2_chr02	HAP3_chr02	HAP2	HAP3	0.006790	False
chr02	HAP2_chr02	HAP4_chr02	HAP2	HAP4	0.023960	False
chr02	HAP3_chr02	HAP4_chr02	HAP3	HAP4	0.024386	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.020270	False
chr03	HAP1_chr03	HAP3_chr03	HAP1	HAP3	0.003841	False
chr03	HAP1_chr03	HAP4_chr03	HAP1	HAP4	0.019972	False
chr03	HAP2_chr03	HAP3_chr03	HAP2	HAP3	0.020115	False
chr03	HAP2_chr03	HAP4_chr03	HAP2	HAP4	0.008783	False
chr03	HAP3_chr03	HAP4_chr03	HAP3	HAP4	0.020050	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.022076	False
chr04	HAP1_chr04	HAP3_chr04	HAP1	HAP3	0.006497	False
chr04	HAP1_chr04	HAP4_chr04	HAP1	HAP4	0.023263	False
chr04	HAP2_chr04	HAP3_chr04	HAP2	HAP3	0.021645	False
chr04	HAP2_chr04	HAP4_chr04	HAP2	HAP4	0.014144	False
chr04	HAP3_chr04	HAP4_chr04	HAP3	HAP4	0.023557	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.011430	False
chr05	HAP1_chr05	HAP3_chr05	HAP1	HAP3	0.012581	False
chr05	HAP1_chr05	HAP4_chr05	HAP1	HAP4	0.022493	False
chr05	HAP2_chr05	HAP3_chr05	HAP2	HAP3	0.016976	False
chr05	HAP2_chr05	HAP4_chr05	HAP2	HAP4	0.019195	False
chr05	HAP3_chr05	HAP4_chr05	HAP3	HAP4	0.020956	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.005844	False
chr06	HAP1_chr06	HAP3_chr06	HAP1	HAP3	0.020024	False
chr06	HAP1_chr06	HAP4_chr06	HAP1	HAP4	0.020703	False
chr06	HAP2_chr06	HAP3_chr06	HAP2	HAP3	0.019532	False
chr06	HAP2_chr06	HAP4_chr06	HAP2	HAP4	0.021024	False
chr06	HAP3_chr06	HAP4_chr06	HAP3	HAP4	0.014790	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.021814	False
chr07	HAP1_chr07	HAP3_chr07	HAP1	HAP3	0.020297	False
chr07	HAP1_chr07	HAP4_chr07	HAP1	HAP4	0.021419	False
chr07	HAP2_chr07	HAP3_chr07	HAP2	HAP3	0.018656	False
chr07	HAP2_chr07	HAP4_chr07	HAP2	HAP4	0.006393	False
chr07	HAP3_chr07	HAP4_chr07	HAP3	HAP4	0.019361	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.019530	False
chr08	HAP1_chr08	HAP3_chr08	HAP1	HAP3	0.007294	False
chr08	HAP1_chr08	HAP4_chr08	HAP1	HAP4	0.021197	False
chr08	HAP2_chr08	HAP3_chr08	HAP2	HAP3	0.018770	False
chr08	HAP2_chr08	HAP4_chr08	HAP2	HAP4	0.018008	False
chr08	HAP3_chr08	HAP4_chr08	HAP3	HAP4	0.020572	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.019098	False
chr09	HAP1_chr09	HAP3_chr09	HAP1	HAP3	0.020058	False
chr09	HAP1_chr09	HAP4_chr09	HAP1	HAP4	0.020130	False
chr09	HAP2_chr09	HAP3_chr09	HAP2	HAP3	0.020721	False
chr09	HAP2_chr09	HAP4_chr09	HAP2	HAP4	0.020750	False
chr09	HAP3_chr09	HAP4_chr09	HAP3	HAP4	0.005315	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.006458	False
chr10	HAP1_chr10	HAP3_chr10	HAP1	HAP3	0.018414	False
chr10	HAP1_chr10	HAP4_chr10	HAP1	HAP4	0.016680	False
chr10	HAP2_chr10	HAP3_chr10	HAP2	HAP3	0.015988	False
chr10	HAP2_chr10	HAP4_chr10	HAP2	HAP4	0.018504	False
chr10	HAP3_chr10	HAP4_chr10	HAP3	HAP4	0.007908	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.019703	False
chr11	HAP1_chr11	HAP3_chr11	HAP1	HAP3	0.019709	False
chr11	HAP1_chr11	HAP4_chr11	HAP1	HAP4	0.009723	False
