unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	2010151	2063769	2033793	0.962988	0.988375	0.001730	False	6.1726
HAP1_chr01	HAP1_chr02	13	8992449	15619255	13086573	0.456160	0.687151	0.035967	False	1175.2939
HAP1_chr01	HAP1_chr02	15	6726923	29921919	22419672	0.147473	0.300046	0.090568	False	4900.0330
HAP1_chr01	HAP1_chr02	17	4635616	34448578	25123825	0.084381	0.184511	0.109428	False	14286.6487
HAP1_chr01	HAP1_chr02	19	4114797	36268265	26252961	0.070451	0.156736	0.106725	False	49353.6174
HAP1_chr01	HAP1_chr02	23	3684229	38523543	27696343	0.058914	0.133022	0.095468	False	669026.9597
HAP1_chr01	HAP1_chr03	11	2031799	2063769	2058099	0.972121	0.987221	0.001294	True	4.5402
HAP1_chr01	HAP1_chr03	13	9998988	15619255	14939441	0.486339	0.669301	0.032617	False	1154.6229
HAP1_chr01	HAP1_chr03	15	7980791	29921919	27753747	0.160596	0.287557	0.085643	False	5173.1868
HAP1_chr01	HAP1_chr03	17	5540726	34448578	31740979	0.091358	0.174561	0.105132	False	15173.0172
HAP1_chr01	HAP1_chr03	19	4921484	36268265	33359834	0.076058	0.147527	0.102969	False	52359.8189
HAP1_chr01	HAP1_chr03	23	4422662	38523543	35365776	0.063666	0.125055	0.092290	False	710722.6281
HAP1_chr01	HAP1_chr04	11	2026838	2063769	2052522	0.970033	0.987487	0.001393	True	4.9173
HAP1_chr01	HAP1_chr04	13	9784075	15619255	14595923	0.478881	0.670329	0.033419	False	1147.0272
HAP1_chr01	HAP1_chr04	15	7537234	29921919	26830436	0.153149	0.280921	0.088380	False	4940.8041
HAP1_chr01	HAP1_chr04	17	5059678	34448578	30500680	0.084483	0.165887	0.109362	False	14117.2237
HAP1_chr01	HAP1_chr04	19	4439128	36268265	31903630	0.069652	0.139142	0.107286	False	48288.6110
HAP1_chr01	HAP1_chr04	23	3949037	38523543	33558487	0.057961	0.117676	0.096139	False	651475.0189
HAP1_chr01	HAP1_chr05	11	2024846	2063769	2050419	0.969131	0.987528	0.001436	True	4.9744
HAP1_chr01	HAP1_chr05	13	9683843	15619255	14467365	0.474634	0.669358	0.033883	False	1136.5483
HAP1_chr01	HAP1_chr05	15	7303383	29921919	26498006	0.148695	0.275620	0.090089	False	4794.5157
HAP1_chr01	HAP1_chr05	17	4781346	34448578	30084284	0.080020	0.158932	0.112312	False	13418.0800
HAP1_chr01	HAP1_chr05	19	4151068	36268265	31425771	0.065327	0.132091	0.110447	False	45492.5125
HAP1_chr01	HAP1_chr05	23	3663073	38523543	32968264	0.054005	0.111109	0.099049	False	609684.3477
HAP1_chr01	HAP1_chr06	11	2015788	2063769	2040675	0.965112	0.987805	0.001628	False	5.3609
HAP1_chr01	HAP1_chr06	13	9212882	15619255	13734575	0.457420	0.670780	0.035821	False	1115.1175
HAP1_chr01	HAP1_chr06	15	6547065	29921919	24397699	0.137047	0.268348	0.094848	False	4448.4217
HAP1_chr01	HAP1_chr06	17	4091440	34448578	27463116	0.070761	0.148979	0.119039	False	11996.6409
HAP1_chr01	HAP1_chr06	19	3494511	36268265	28578328	0.056958	0.122278	0.117247	False	40153.3032
HAP1_chr01	HAP1_chr06	23	3055157	38523543	29833110	0.046785	0.102408	0.104990	False	534553.7939
HAP1_chr01	HAP1_chr07	11	2020564	2063769	2045505	0.967374	0.987807	0.001520	False	5.3707
HAP1_chr01	HAP1_chr07	13	9484151	15619255	14125715	0.468103	0.671410	0.034607	False	1134.3552
HAP1_chr01	HAP1_chr07	15	7014036	29921919	25462659	0.145006	0.275464	0.091549	False	4696.5705
HAP1_chr01	HAP1_chr07	17	4558331	34448578	28752981	0.077730	0.158534	0.113896	False	13084.1729
HAP1_chr01	HAP1_chr07	19	3958268	36268265	29944861	0.063582	0.132185	0.111786	False	44439.3511
HAP1_chr01	HAP1_chr07	23	3518827	38523543	31277616	0.053088	0.112503	0.099755	False	601296.4760
HAP1_chr01	HAP1_chr08	11	1998695	2063769	2021764	0.957762	0.988590	0.001983	False	6.4614
HAP1_chr01	HAP1_chr08	13	8604474	15619255	12554773	0.439687	0.685355	0.037921	False	1141.8388
HAP1_chr01	HAP1_chr08	15	6052374	29921919	21248453	0.134145	0.284838	0.096104	False	4473.3959
HAP1_chr01	HAP1_chr08	17	3903527	34448578	23716986	0.071938	0.164588	0.118133	False	12348.7687
HAP1_chr01	HAP1_chr08	19	3374645	36268265	24668980	0.058626	0.136797	0.115811	False	41745.0945
HAP1_chr01	HAP1_chr08	23	2970105	38523543	25781065	0.048425	0.115205	0.103560	False	559022.1804
HAP1_chr01	HAP1_chr09	11	2018803	2063769	2043675	0.966563	0.987830	0.001559	False	5.4012
HAP1_chr01	HAP1_chr09	13	9406216	15619255	14004289	0.465255	0.671667	0.034927	False	1130.8759
HAP1_chr01	HAP1_chr09	15	6932410	29921919	25261077	0.143675	0.274431	0.092087	False	4655.9483
HAP1_chr01	HAP1_chr09	17	4463039	34448578	28591995	0.076190	0.156094	0.114988	False	12841.4502
HAP1_chr01	HAP1_chr09	19	3850619	36268265	29820616	0.061869	0.129126	0.113138	False	43318.6912
HAP1_chr01	HAP1_chr09	23	3388975	38523543	31204058	0.051086	0.108607	0.101344	False	579789.3584
HAP1_chr01	HAP1_chr10	11	2015305	2063769	2039951	0.964993	0.987918	0.001634	False	5.5238
HAP1_chr01	HAP1_chr10	13	9256946	15619255	13858574	0.457791	0.667958	0.035778	False	1104.7408
HAP1_chr01	HAP1_chr10	15	6484585	29921919	24826646	0.134357	0.261195	0.096012	False	4336.3856
HAP1_chr01	HAP1_chr10	17	3944566	34448578	27933698	0.067500	0.141212	0.121635	False	11450.6996
HAP1_chr01	HAP1_chr10	19	3331086	36268265	29009155	0.053774	0.114829	0.120116	False	37984.8697
HAP1_chr01	HAP1_chr10	23	2891936	38523543	30158539	0.043957	0.095891	0.107583	False	503257.6214
HAP1_chr01	HAP1_chr11	11	2009538	2063769	2033768	0.962423	0.988086	0.001758	False	5.7567
HAP1_chr01	HAP1_chr11	13	9057816	15619255	13520850	0.451035	0.669915	0.036565	False	1101.7422
HAP1_chr01	HAP1_chr11	15	6229415	29921919	23946236	0.130764	0.260142	0.097607	False	4236.9790
HAP1_chr01	HAP1_chr11	17	3730068	34448578	26886282	0.064753	0.138735	0.123928	False	11031.1732
HAP1_chr01	HAP1_chr11	19	3131023	36268265	27896563	0.051300	0.112237	0.122471	False	36406.6016
HAP1_chr01	HAP1_chr11	23	2704649	38523543	28957519	0.041754	0.093401	0.109727	False	480326.9307
HAP1_chr01	HAP1_chr12	11	2002014	2063769	2025532	0.959146	0.988389	0.001916	False	6.1798
HAP1_chr01	HAP1_chr12	13	8750766	15619255	12842435	0.443955	0.681395	0.037405	False	1134.0449
HAP1_chr01	HAP1_chr12	15	6147800	29921919	22059128	0.134134	0.278696	0.096109	False	4435.7414
HAP1_chr01	HAP1_chr12	17	3896993	34448578	24669843	0.070570	0.157966	0.119188	False	12075.0165
HAP1_chr01	HAP1_chr12	19	3342391	36268265	25630779	0.057080	0.130405	0.117141	False	40559.0858
HAP1_chr01	HAP1_chr12	23	2924892	38523543	26704425	0.046946	0.109528	0.104847	False	540910.8201
HAP1_chr01	HAP1_chr13	11	1992210	2063769	2014888	0.954834	0.988745	0.002125	False	6.6724
HAP1_chr01	HAP1_chr13	13	8406039	15619255	12251160	0.431868	0.686142	0.038882	False	1131.9877
HAP1_chr01	HAP1_chr13	15	5792389	29921919	20477363	0.129854	0.282868	0.098019	False	4353.7088
HAP1_chr01	HAP1_chr13	17	3684300	34448578	22754555	0.068841	0.161915	0.120552	False	11894.2739
HAP1_chr01	HAP1_chr13	19	3165588	36268265	23605234	0.055823	0.134105	0.118250	False	40030.0690
HAP1_chr01	HAP1_chr13	23	2768883	38523543	24570146	0.045900	0.112693	0.105784	False	533836.5536
HAP1_chr01	HAP2_chr01	11	2046369	2063769	2064428	0.982967	0.991569	0.000784	False	10.3857
HAP1_chr01	HAP2_chr01	13	13203524	15619255	15624018	0.731913	0.845336	0.012936	False	2199.1471
HAP1_chr01	HAP2_chr01	15	21246098	29921919	29891159	0.550888	0.710782	0.022794	False	15169.9720
HAP1_chr01	HAP2_chr01	17	22632925	34448578	34428180	0.489426	0.657395	0.024692	False	60539.0314
HAP1_chr01	HAP2_chr01	19	22780827	36268265	36277806	0.457766	0.628120	0.024482	False	232732.9991
HAP1_chr01	HAP2_chr01	23	22502754	38523543	38602077	0.411966	0.584130	0.023420	False	3461316.4930
HAP1_chr01	HAP2_chr02	11	2030592	2063769	2056534	0.971709	0.987386	0.001314	True	4.7761
HAP1_chr01	HAP2_chr02	13	9951460	15619255	14844584	0.485144	0.670376	0.032744	False	1157.0229
HAP1_chr01	HAP2_chr02	15	7931844	29921919	27514495	0.160224	0.288279	0.085776	False	5166.8716
HAP1_chr01	HAP2_chr02	17	5502284	34448578	31438207	0.091121	0.175019	0.105272	False	15141.0606
HAP1_chr01	HAP2_chr02	19	4884806	36268265	33021928	0.075845	0.147926	0.103107	False	52235.0728
HAP1_chr01	HAP2_chr02	23	4385436	38523543	34976579	0.063452	0.125382	0.092428	False	708650.5221
HAP1_chr01	HAP2_chr03	11	2008292	2063769	2031687	0.962211	0.988485	0.001768	False	6.3267
HAP1_chr01	HAP2_chr03	13	8938080	15619255	12964002	0.454976	0.689454	0.036104	False	1181.9305
HAP1_chr01	HAP2_chr03	15	6705417	29921919	22104970	0.147952	0.303344	0.090380	False	4931.2164
HAP1_chr01	HAP2_chr03	17	4650273	34448578	24706109	0.085319	0.188224	0.108828	False	14458.8036
HAP1_chr01	HAP2_chr03	19	4144822	36268265	25767619	0.071597	0.160854	0.105932	False	50181.9125
HAP1_chr01	HAP2_chr03	23	3732792	38523543	27096244	0.060316	0.137760	0.094503	False	685310.8111
