unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	27380463	18337246	813524	44904185	0.018117	0.044365	0.145031	0.126676	False	0.149572
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	27380463	14937413	728199	41589677	0.017509	0.048750	0.146489	0.123089	False	0.151412
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	27380463	16852969	754474	43478958	0.017353	0.044768	0.146873	0.126332	False	0.152875
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	27380463	11779032	780676	38378819	0.020341	0.066277	0.140091	0.111301	False	0.142763
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	27380463	13240938	862508	39758893	0.021693	0.065139	0.137350	0.111969	False	0.140047
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	27380463	16432716	637092	43176087	0.014756	0.038770	0.153810	0.131779	False	0.160012
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	27380463	11857611	634674	38603400	0.016441	0.053525	0.149180	0.119520	False	0.152037
HAP1_chr01	HAP1_chr09	11,13,15,17,19,23	23	27380463	11131098	655935	37855626	0.017327	0.058928	0.146935	0.115830	False	0.150227
HAP1_chr01	HAP1_chr10	11,13,15,17,19,23	23	27380463	12407967	732123	39056307	0.018745	0.059004	0.143575	0.115780	False	0.146945
HAP1_chr01	HAP1_chr11	11,13,15,17,19,23	23	27380463	11346342	729617	37997188	0.019202	0.064304	0.142549	0.112467	False	0.144486
HAP1_chr01	HAP1_chr12	11,13,15,17,19,23	23	27380463	15228291	662779	41945975	0.015801	0.043523	0.150879	0.127403	False	0.157802
HAP1_chr01	HAP1_chr13	11,13,15,17,19,23	23	27380463	13933901	609286	40705078	0.014968	0.043727	0.153197	0.127225	False	0.158485
HAP1_chr01	HAP1_chr14	11,13,15,17,19,23	23	27380463	14875264	650466	41605261	0.015634	0.043728	0.151333	0.127224	False	0.156948
HAP1_chr01	HAP1_chr15	11,13,15,17,19,23	23	27380463	10187789	572145	36996107	0.015465	0.056160	0.151799	0.117678	False	0.154142
HAP1_chr01	HAP1_chr16	11,13,15,17,19,23	23	27380463	13095369	503674	39972158	0.012601	0.038462	0.160582	0.132080	False	0.166850
HAP1_chr01	HAP1_chr17	11,13,15,17,19,23	23	27380463	11708605	530880	38558188	0.013768	0.045341	0.156779	0.125849	False	0.161520
HAP1_chr01	HAP1_chr18	11,13,15,17,19,23	23	27380463	9790235	469105	36701593	0.012782	0.047916	0.159970	0.123747	False	0.162687
HAP1_chr02	HAP1_chr03	11,13,15,17,19,23	23	18337246	14937413	518130	32756529	0.015818	0.034687	0.150834	0.135970	False	0.155327
HAP1_chr02	HAP1_chr04	11,13,15,17,19,23	23	18337246	16852969	520550	34669665	0.015015	0.030888	0.153065	0.140317	False	0.158528
HAP1_chr02	HAP1_chr05	11,13,15,17,19,23	23	18337246	11779032	503562	29612716	0.017005	0.042751	0.147738	0.128082	False	0.150506
HAP1_chr02	HAP1_chr06	11,13,15,17,19,23	23	18337246	13240938	555321	31022863	0.017900	0.041940	0.145545	0.128807	False	0.149549
HAP1_chr02	HAP1_chr07	11,13,15,17,19,23	23	18337246	16432716	447281	34322681	0.013032	0.027219	0.159138	0.145030	False	0.164777
HAP1_chr02	HAP1_chr08	11,13,15,17,19,23	23	18337246	11857611	414938	29779919	0.013933	0.034993	0.156267	0.135639	False	0.158917
HAP1_chr02	HAP1_chr09	11,13,15,17,19,23	23	18337246	11131098	523187	28945157	0.018075	0.047002	0.145130	0.124480	False	0.146386
HAP1_chr02	HAP1_chr10	11,13,15,17,19,23	23	18337246	12407967	513473	30231740	0.016985	0.041383	0.147789	0.129314	False	0.151391
HAP1_chr02	HAP1_chr11	11,13,15,17,19,23	23	18337246	11346342	451598	29231990	0.015449	0.039801	0.151844	0.130788	False	0.153126
HAP1_chr02	HAP1_chr12	11,13,15,17,19,23	23	18337246	15228291	453080	33112457	0.013683	0.029753	0.157045	0.141715	False	0.163294
HAP1_chr02	HAP1_chr13	11,13,15,17,19,23	23	18337246	13933901	401212	31869935	0.012589	0.028794	0.160621	0.142936	False	0.165326
HAP1_chr02	HAP1_chr14	11,13,15,17,19,23	23	18337246	14875264	441374	32771136	0.013468	0.029672	0.157724	0.141817	False	0.162848
HAP1_chr02	HAP1_chr15	11,13,15,17,19,23	23	18337246	10187789	428024	28097011	0.015234	0.042013	0.152444	0.128741	False	0.155139
HAP1_chr02	HAP1_chr16	11,13,15,17,19,23	23	18337246	13095369	350717	31081898	0.011284	0.026782	0.165325	0.145632	False	0.170793
HAP1_chr02	HAP1_chr17	11,13,15,17,19,23	23	18337246	11708605	377236	29668615	0.012715	0.032219	0.160194	0.138738	False	0.164637
HAP1_chr02	HAP1_chr18	11,13,15,17,19,23	23	18337246	9790235	309213	27818268	0.011115	0.031584	0.165971	0.139483	False	0.169698
HAP1_chr03	HAP1_chr04	11,13,15,17,19,23	23	14937413	16852969	566922	31223460	0.018157	0.037953	0.144937	0.132583	False	0.150289
HAP1_chr03	HAP1_chr05	11,13,15,17,19,23	23	14937413	11779032	580277	26136168	0.022202	0.049264	0.136364	0.122690	False	0.137797
HAP1_chr03	HAP1_chr06	11,13,15,17,19,23	23	14937413	13240938	592496	27585855	0.021478	0.044747	0.137775	0.126350	False	0.140026
HAP1_chr03	HAP1_chr07	11,13,15,17,19,23	23	14937413	16432716	419220	30950909	0.013545	0.028065	0.157481	0.143891	False	0.162331
HAP1_chr03	HAP1_chr08	11,13,15,17,19,23	23	14937413	11857611	533244	26261780	0.020305	0.044971	0.140167	0.126160	False	0.143472
HAP1_chr03	HAP1_chr09	11,13,15,17,19,23	23	14937413	11131098	542441	25526070	0.021250	0.048732	0.138229	0.123103	False	0.141379
HAP1_chr03	HAP1_chr10	11,13,15,17,19,23	23	14937413	12407967	504572	26840808	0.018799	0.040665	0.143454	0.129976	False	0.146603
HAP1_chr03	HAP1_chr11	11,13,15,17,19,23	23	14937413	11346342	490232	25793523	0.019006	0.043206	0.142986	0.127680	False	0.144319
HAP1_chr03	HAP1_chr12	11,13,15,17,19,23	23	14937413	15228291	428757	29736947	0.014418	0.028704	0.154801	0.143053	False	0.160290
HAP1_chr03	HAP1_chr13	11,13,15,17,19,23	23	14937413	13933901	396231	28475083	0.013915	0.028436	0.156324	0.143402	False	0.160702
HAP1_chr03	HAP1_chr14	11,13,15,17,19,23	23	14937413	14875264	457103	29355574	0.015571	0.030729	0.151506	0.140509	False	0.156658
HAP1_chr03	HAP1_chr15	11,13,15,17,19,23	23	14937413	10187789	453390	24671812	0.018377	0.044503	0.144423	0.126557	False	0.146888
