unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	2096871	2097016	2096998	0.999870	0.999939	0.000006	True	0.0062
HAP1_chr01	HAP1_chr02	13	26784081	29276089	29019326	0.849982	0.922974	0.006505	False	291.1175
HAP1_chr01	HAP1_chr02	15	77100247	138359698	133695730	0.395477	0.576684	0.037850	False	7265.0390
HAP1_chr01	HAP1_chr02	17	69464237	227415683	216831450	0.185345	0.320361	0.068378	False	26596.5033
HAP1_chr01	HAP1_chr02	19	57309504	261388548	248284777	0.126689	0.230822	0.078535	False	82712.2925
HAP1_chr01	HAP1_chr02	23	50167744	288012011	273173320	0.098172	0.183648	0.074849	False	1060854.1398
HAP1_chr01	HAP1_chr03	11	2096759	2097016	2096889	0.999815	0.999938	0.000008	True	0.0041
HAP1_chr01	HAP1_chr03	13	26357308	29276089	28469679	0.839713	0.925803	0.007012	False	304.5066
HAP1_chr01	HAP1_chr03	15	72779039	138359698	124691375	0.382500	0.583673	0.039452	False	7169.8570
HAP1_chr01	HAP1_chr03	17	63700972	227415683	197008871	0.176592	0.323341	0.070787	False	25608.7283
HAP1_chr01	HAP1_chr03	19	51754526	261388548	223606311	0.119459	0.231454	0.081288	False	78710.8524
HAP1_chr01	HAP1_chr03	23	44553447	288012011	244529719	0.091300	0.182201	0.077732	False	995784.9912
HAP1_chr01	HAP1_chr04	11	2096228	2097016	2096341	0.999570	0.999946	0.000020	True	0.0158
HAP1_chr01	HAP1_chr04	13	24983378	29276089	26609996	0.808453	0.938872	0.008612	False	366.5684
HAP1_chr01	HAP1_chr04	15	63779126	138359698	100248605	0.364808	0.636210	0.041750	False	7464.9857
HAP1_chr01	HAP1_chr04	17	56520285	227415683	148289466	0.177077	0.381148	0.070650	False	26544.1506
HAP1_chr01	HAP1_chr04	19	46495486	261388548	165636494	0.122186	0.280708	0.080228	False	82279.5627
HAP1_chr01	HAP1_chr04	23	39103632	288012011	180162950	0.091136	0.217046	0.077803	False	1018210.5160
HAP1_chr01	HAP1_chr05	11	2096210	2097016	2096329	0.999559	0.999943	0.000020	True	0.0117
HAP1_chr01	HAP1_chr05	13	24948155	29276089	26563779	0.807600	0.939179	0.008657	False	367.9467
HAP1_chr01	HAP1_chr05	15	63557281	138359698	99740814	0.364135	0.637224	0.041840	False	7466.0193
HAP1_chr01	HAP1_chr05	17	56324082	227415683	147284287	0.176911	0.382417	0.070697	False	26548.6917
HAP1_chr01	HAP1_chr05	19	46384941	261388548	164432975	0.122247	0.282090	0.080205	False	82386.5403
HAP1_chr01	HAP1_chr05	23	39081967	288012011	178844368	0.091361	0.218525	0.077705	False	1021391.2041
HAP1_chr01	HAP1_chr06	11	2096326	2097016	2096446	0.999614	0.999943	0.000018	True	0.0110
HAP1_chr01	HAP1_chr06	13	25454732	29276089	27111582	0.822901	0.938888	0.007862	False	370.0953
HAP1_chr01	HAP1_chr06	15	68887151	138359698	106036003	0.392500	0.649658	0.038211	False	7950.2327
