chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr01	chr02	0.053744	-18.619	0	0	True
chr02	chr03	0.071676	-1.049	0.147123	0.495262	False
chr04	chr06	0.071771	-0.955	0.16975	0.495262	False
chr03	chr04	0.071815	-0.913	0.180729	0.495262	False
chr04	chr05	0.071833	-0.894	0.185537	0.495262	False
chr03	chr05	0.071880	-0.848	0.198105	0.495262	False
chr05	chr06	0.072221	-0.514	0.303614	0.594606	False
chr01	chr03	0.072261	-0.476	0.317123	0.594606	False
chr02	chr04	0.072490	-0.251	0.400953	0.658389	False
chr03	chr06	0.072589	-0.154	0.438926	0.658389	False
chr01	chr04	0.073127	0.373	0.645372	0.880053	False
chr02	chr05	0.073589	0.826	0.795574	0.982269	False
chr02	chr06	0.074032	1.260	0.89612	0.982269	False
chr01	chr05	0.074269	1.492	0.932187	0.982269	False
chr01	chr06	0.074892	2.103	0.982269	0.982269	False
