unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	2047689	2070810	2069616	0.978474	0.989405	0.000995	True	2.8464
HAP1_chr01	HAP1_chr02	13	11087595	16444802	16302658	0.511896	0.680110	0.029989	False	1095.9250
HAP1_chr01	HAP1_chr02	15	9423702	33167423	32683527	0.167006	0.288332	0.083401	False	5210.9008
HAP1_chr01	HAP1_chr02	17	6107635	38615102	37971305	0.086659	0.160849	0.107984	False	14369.8149
HAP1_chr01	HAP1_chr02	19	5225742	40547820	39834547	0.069531	0.131186	0.107371	False	48096.2708
HAP1_chr01	HAP1_chr02	23	4643420	42714086	41906891	0.058059	0.110803	0.096069	False	650998.2658
HAP1_chr01	HAP1_chr03	11	2031514	2070810	2051627	0.971587	0.990197	0.001320	True	3.9746
HAP1_chr01	HAP1_chr03	13	10224660	16444802	14646053	0.490011	0.698117	0.032228	False	1137.1924
HAP1_chr01	HAP1_chr03	15	8350049	33167423	27431484	0.159813	0.304397	0.085924	False	5112.4101
HAP1_chr01	HAP1_chr03	17	5466349	38615102	31422269	0.084656	0.173964	0.109251	False	14168.5307
HAP1_chr01	HAP1_chr03	19	4695722	40547820	32924138	0.068275	0.142622	0.108269	False	47546.3341
HAP1_chr01	HAP1_chr03	23	4163030	42714086	34691575	0.056839	0.120001	0.096942	False	641479.0566
HAP1_chr01	HAP1_chr04	11	2036289	2070810	2056840	0.973667	0.990008	0.001221	True	3.7082
HAP1_chr01	HAP1_chr04	13	10407219	16444802	15043933	0.493666	0.691788	0.031845	False	1117.4723
HAP1_chr01	HAP1_chr04	15	8441861	33167423	28655126	0.158144	0.294602	0.086528	False	5014.2512
HAP1_chr01	HAP1_chr04	17	5371958	38615102	32854914	0.081273	0.163505	0.111467	False	13593.8085
HAP1_chr01	HAP1_chr04	19	4564355	40547820	34319214	0.064924	0.132997	0.110752	False	45260.3031
HAP1_chr01	HAP1_chr04	23	4028050	42714086	35939077	0.053977	0.112080	0.099070	False	609812.0932
HAP1_chr01	HAP1_chr05	11	2033048	2070810	2053274	0.972268	0.990149	0.001287	True	3.9082
HAP1_chr01	HAP1_chr05	13	10245332	16444802	14744795	0.489171	0.694844	0.032317	False	1123.0662
HAP1_chr01	HAP1_chr05	15	8229664	33167423	27708185	0.156321	0.297012	0.087196	False	4981.7409
HAP1_chr01	HAP1_chr05	17	5242613	38615102	31700012	0.080566	0.165382	0.111942	False	13510.3341
HAP1_chr01	HAP1_chr05	19	4453229	40547820	33130829	0.064329	0.134413	0.111207	False	44944.4180
HAP1_chr01	HAP1_chr05	23	3918525	42714086	34745814	0.053283	0.112777	0.099604	False	603331.5621
HAP1_chr01	HAP1_chr06	11	2026634	2070810	2046170	0.969521	0.990452	0.001418	True	4.3376
HAP1_chr01	HAP1_chr06	13	10033318	16444802	14297453	0.484492	0.701756	0.032814	False	1143.2298
HAP1_chr01	HAP1_chr06	15	8106013	33167423	26494879	0.157226	0.305946	0.086863	False	5056.4706
HAP1_chr01	HAP1_chr06	17	5253781	38615102	30290665	0.082539	0.173446	0.110626	False	13868.4953
HAP1_chr01	HAP1_chr06	19	4492446	40547820	31700241	0.066304	0.141716	0.109714	False	46357.2532
HAP1_chr01	HAP1_chr06	23	3966804	42714086	33321830	0.055042	0.119045	0.098265	False	623679.1635
HAP1_chr01	HAP1_chr07	11	2025629	2070810	2045253	0.968999	0.990405	0.001443	True	4.2686
HAP1_chr01	HAP1_chr07	13	9931463	16444802	14134804	0.480986	0.702625	0.033191	False	1141.3760
HAP1_chr01	HAP1_chr07	15	7954370	33167423	25994701	0.155335	0.306000	0.087561	False	5009.6070
HAP1_chr01	HAP1_chr07	17	5143149	38615102	29647800	0.081482	0.173475	0.111327	False	13722.9224
HAP1_chr01	HAP1_chr07	19	4396927	40547820	31008181	0.065470	0.141799	0.110338	False	45875.1765
HAP1_chr01	HAP1_chr07	23	3885483	42714086	32584870	0.054408	0.119242	0.098742	False	617763.0647
HAP1_chr01	HAP1_chr08	11	2024491	2070810	2043860	0.968573	0.990523	0.001463	True	4.4372
HAP1_chr01	HAP1_chr08	13	9908257	16444802	14063578	0.480980	0.704533	0.033191	False	1148.7197
HAP1_chr01	HAP1_chr08	15	7940158	33167423	25612866	0.156179	0.310007	0.087248	False	5054.2651
HAP1_chr01	HAP1_chr08	17	5210995	38615102	29123750	0.083339	0.178926	0.110102	False	14039.8539
HAP1_chr01	HAP1_chr08	19	4485191	40547820	30470979	0.067412	0.147196	0.108896	False	47210.3883
HAP1_chr01	HAP1_chr08	23	3963766	42714086	32074851	0.055965	0.123579	0.097579	False	635200.3979
HAP1_chr01	HAP1_chr09	11	2026765	2070810	2046539	0.969473	0.990338	0.001420	True	4.1731
HAP1_chr01	HAP1_chr09	13	9892427	16444802	14109918	0.478767	0.701097	0.033431	False	1132.1756
HAP1_chr01	HAP1_chr09	15	7832188	33167423	25637798	0.153654	0.305494	0.088189	False	4964.7921
HAP1_chr01	HAP1_chr09	17	5070217	38615102	29083964	0.080957	0.174330	0.111679	False	13660.6126
HAP1_chr01	HAP1_chr09	19	4337259	40547820	30350583	0.065162	0.142905	0.110571	False	45740.9823
HAP1_chr01	HAP1_chr09	23	3821132	42714086	31811883	0.054043	0.120116	0.099020	False	614868.5877
HAP1_chr01	HAP1_chr10	11	2016604	2070810	2035498	0.965019	0.990718	0.001633	True	4.7073
HAP1_chr01	HAP1_chr10	13	9554947	16444802	13429492	0.470239	0.711490	0.034369	False	1158.9408
HAP1_chr01	HAP1_chr10	15	7582366	33167423	23883247	0.153277	0.317476	0.088331	False	5027.4961
HAP1_chr01	HAP1_chr10	17	4995475	38615102	27027915	0.082369	0.184827	0.110738	False	13982.7718
HAP1_chr01	HAP1_chr10	19	4306530	40547820	28237711	0.066790	0.152510	0.109353	False	47091.5471
HAP1_chr01	HAP1_chr10	23	3813801	42714086	29688355	0.055604	0.128461	0.097846	False	635258.0840
HAP1_chr01	HAP1_chr11	11	2014502	2070810	2033035	0.964180	0.990884	0.001673	True	4.9431
HAP1_chr01	HAP1_chr11	13	9525900	16444802	13388933	0.469075	0.711476	0.034498	False	1157.1153
HAP1_chr01	HAP1_chr11	15	7493772	33167423	23795843	0.151483	0.314919	0.089012	False	4968.1054
HAP1_chr01	HAP1_chr11	17	4897971	38615102	26914355	0.080783	0.181984	0.111796	False	13733.3919
HAP1_chr01	HAP1_chr11	19	4214888	40547820	28111851	0.065403	0.149933	0.110389	False	46190.9692
HAP1_chr01	HAP1_chr11	23	3733790	42714086	29545808	0.054487	0.126373	0.098683	False	623429.1774
HAP1_chr01	HAP2_chr01	11	2057273	2070810	2071747	0.986567	0.993463	0.000617	False	8.0745
HAP1_chr01	HAP2_chr01	13	14145913	16444802	16578098	0.749373	0.860206	0.011894	False	2112.3652
HAP1_chr01	HAP2_chr01	15	24162294	33167423	33619673	0.566860	0.728495	0.021571	False	15324.4757
HAP1_chr01	HAP2_chr01	17	26149562	38615102	39189875	0.506231	0.677185	0.023366	False	61881.0969
HAP1_chr01	HAP2_chr01	19	26414258	40547820	41168504	0.477636	0.651435	0.022958	False	239567.1663
HAP1_chr01	HAP2_chr01	23	26246260	42714086	43388770	0.438486	0.614464	0.021516	False	3616323.1314
HAP1_chr01	HAP2_chr02	11	2048139	2070810	2070048	0.978698	0.989416	0.000984	True	2.8625
HAP1_chr01	HAP2_chr02	13	11132913	16444802	16400182	0.512752	0.678829	0.029904	False	1091.7876
HAP1_chr01	HAP2_chr02	15	9478348	33167423	33073539	0.166982	0.286584	0.083409	False	5201.4587
HAP1_chr01	HAP2_chr02	17	6122571	38615102	38497582	0.086245	0.159038	0.108243	False	14301.4727
HAP1_chr01	HAP2_chr02	19	5226697	40547820	40404284	0.069022	0.129360	0.107733	False	47763.1739
HAP1_chr01	HAP2_chr02	23	4637832	42714086	42515565	0.057547	0.109086	0.096433	False	645543.5492
HAP1_chr01	HAP2_chr03	11	2029283	2070810	2049137	0.970640	0.990311	0.001365	True	4.1371
HAP1_chr01	HAP2_chr03	13	10124573	16444802	14442433	0.487634	0.701030	0.032479	False	1145.0703
HAP1_chr01	HAP2_chr03	15	8246827	33167423	26828717	0.159361	0.307388	0.086087	False	5118.2694
HAP1_chr01	HAP2_chr03	17	5413102	38615102	30673201	0.084745	0.176477	0.109195	False	14206.1655
HAP1_chr01	HAP2_chr03	19	4653630	40547820	32119385	0.068422	0.144885	0.108163	False	47708.3248
HAP1_chr01	HAP2_chr03	23	4121277	42714086	33818972	0.056914	0.121863	0.096888	False	643186.0573
HAP1_chr01	HAP2_chr04	11	2037250	2070810	2057906	0.974078	0.989963	0.001202	True	3.6430
HAP1_chr01	HAP2_chr04	13	10416574	16444802	15063074	0.493880	0.691530	0.031822	False	1116.7526
HAP1_chr01	HAP2_chr04	15	8442038	33167423	28640897	0.158190	0.294755	0.086511	False	5016.2905
HAP1_chr01	HAP2_chr04	17	5380269	38615102	32846235	0.081419	0.163802	0.111369	False	13617.3344
HAP1_chr01	HAP2_chr04	19	4574232	40547820	34328272	0.065066	0.133250	0.110645	False	45352.4504
HAP1_chr01	HAP2_chr04	23	4037604	42714086	35978720	0.054083	0.112222	0.098989	False	610921.6458
HAP1_chr01	HAP2_chr05	11	2035067	2070810	2055522	0.973127	0.990049	0.001247	True	3.7651
HAP1_chr01	HAP2_chr05	13	10341015	16444802	14904393	0.492238	0.693823	0.031994	False	1123.4992
HAP1_chr01	HAP2_chr05	15	8394345	33167423	28186522	0.158505	0.297814	0.086397	False	5041.6911
HAP1_chr01	HAP2_chr05	17	5389640	38615102	32302410	0.082250	0.166849	0.110817	False	13762.4897
HAP1_chr01	HAP2_chr05	19	4594814	40547820	33784850	0.065887	0.136002	0.110025	False	45923.5002
HAP1_chr01	HAP2_chr05	23	4057430	42714086	35464132	0.054741	0.114409	0.098491	False	618359.5947
HAP1_chr01	HAP2_chr06	11	2023762	2070810	2043055	0.968259	0.990557	0.001478	True	4.4845
HAP1_chr01	HAP2_chr06	13	9868752	16444802	14033372	0.478847	0.703235	0.033422	False	1140.5364
HAP1_chr01	HAP2_chr06	15	7853005	33167423	25664743	0.154043	0.305984	0.088043	False	4977.3953
HAP1_chr01	HAP2_chr06	17	5052800	38615102	29239572	0.080456	0.172807	0.112016	False	13574.2448
HAP1_chr01	HAP2_chr06	19	4308873	40547820	30564044	0.064501	0.140978	0.111075	False	45281.3801
HAP1_chr01	HAP2_chr06	23	3800650	42714086	32090293	0.053527	0.118436	0.099416	False	608913.9563
HAP1_chr01	HAP2_chr07	11	2025311	2070810	2045004	0.968815	0.990370	0.001451	True	4.2181
HAP1_chr01	HAP2_chr07	13	9876179	16444802	14088923	0.478091	0.700989	0.033505	False	1130.7513
HAP1_chr01	HAP2_chr07	15	7783223	33167423	25821481	0.151999	0.301424	0.088815	False	4899.3492
HAP1_chr01	HAP2_chr07	17	4943794	38615102	29419791	0.078360	0.168043	0.113455	False	13230.6352
HAP1_chr01	HAP2_chr07	19	4191766	40547820	30752901	0.062462	0.136305	0.112665	False	43912.0917
HAP1_chr01	HAP2_chr07	23	3673742	42714086	32291536	0.051502	0.113768	0.101009	False	586744.4778
HAP1_chr01	HAP2_chr08	11	2021084	2070810	2040082	0.967115	0.990688	0.001533	True	4.6693
HAP1_chr01	HAP2_chr08	13	9801771	16444802	13846464	0.478380	0.707890	0.033473	False	1157.6600
HAP1_chr01	HAP2_chr08	15	7898006	33167423	25079853	0.156864	0.314914	0.086996	False	5100.2816
HAP1_chr01	HAP2_chr08	17	5235205	38615102	28496904	0.084607	0.183711	0.109283	False	14268.9457
HAP1_chr01	HAP2_chr08	19	4524443	40547820	29804428	0.068731	0.151804	0.107941	False	48156.0703
HAP1_chr01	HAP2_chr08	23	4008789	42714086	31355757	0.057219	0.127849	0.096668	False	649740.2521
HAP1_chr01	HAP2_chr09	11	2021039	2070810	2040321	0.966962	0.990550	0.001540	True	4.4710
HAP1_chr01	HAP2_chr09	13	9662779	16444802	13700597	0.471755	0.705282	0.034200	False	1137.7558
HAP1_chr01	HAP2_chr09	15	7568377	33167423	24512195	0.151032	0.308760	0.089185	False	4919.6349
HAP1_chr01	HAP2_chr09	17	4894816	38615102	27707480	0.079684	0.176660	0.112542	False	13516.3640
HAP1_chr01	HAP2_chr09	19	4187019	40547820	28883189	0.064175	0.144964	0.111326	False	45265.6507
HAP1_chr01	HAP2_chr09	23	3686495	42714086	30239867	0.053221	0.121908	0.099652	False	608427.3519
HAP1_chr01	HAP2_chr10	11	2010558	2070810	2028936	0.962363	0.990942	0.001761	False	5.0212
HAP1_chr01	HAP2_chr10	13	9325473	16444802	13059896	0.462132	0.714054	0.035281	False	1156.1192
HAP1_chr01	HAP2_chr10	15	7266389	33167423	22906993	0.148877	0.317213	0.090018	False	4918.5950
