seq_id	source	length	reason
CDRQJO010000001.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	804257	below-min-len
CDRQJO010000010.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	324908	below-min-len
CDRQJO010000011.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	265805	below-min-len
CDRQJO010000012.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	249638	below-min-len
CDRQJO010000013.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	245919	below-min-len
CDRQJO010000014.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	243769	below-min-len
CDRQJO010000015.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	241449	below-min-len
CDRQJO010000016.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	236863	below-min-len
CDRQJO010000017.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	235568	below-min-len
CDRQJO010000018.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	194790	below-min-len
CDRQJO010000019.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	191264	below-min-len
CDRQJO010000002.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	775204	below-min-len
CDRQJO010000020.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	174617	below-min-len
CDRQJO010000021.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	168331	below-min-len
CDRQJO010000022.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	155598	below-min-len
CDRQJO010000023.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	135787	below-min-len
CDRQJO010000024.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	132015	below-min-len
CDRQJO010000025.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	124818	below-min-len
CDRQJO010000026.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	123351	below-min-len
CDRQJO010000027.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	120249	below-min-len
CDRQJO010000028.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	114458	below-min-len
CDRQJO010000029.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	103219	below-min-len
CDRQJO010000003.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	665362	below-min-len
CDRQJO010000030.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	101657	below-min-len
CDRQJO010000031.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	101469	below-min-len
CDRQJO010000032.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	89093	below-min-len
CDRQJO010000033.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	86036	below-min-len
CDRQJO010000034.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	83819	below-min-len
CDRQJO010000035.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	79766	below-min-len
CDRQJO010000036.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	79062	below-min-len
CDRQJO010000037.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	77380	below-min-len
CDRQJO010000038.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	77164	below-min-len
CDRQJO010000039.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	72066	below-min-len
CDRQJO010000004.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	547180	below-min-len
CDRQJO010000040.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	65423	below-min-len
CDRQJO010000041.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	64361	below-min-len
CDRQJO010000042.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	56110	below-min-len
CDRQJO010000043.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	52261	below-min-len
CDRQJO010000044.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	52063	below-min-len
CDRQJO010000045.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	50570	below-min-len
CDRQJO010000005.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	519428	below-min-len
CDRQJO010000006.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	491717	below-min-len
CDRQJO010000007.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	417958	below-min-len
CDRQJO010000008.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	372399	below-min-len
CDRQJO010000009.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	349488	below-min-len
CDRQJO010000046.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	1023000	no-chrom-match
CDRQJO010000047.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	561000	below-min-len
CDRQJO010000048.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	253396	below-min-len
CDRQJO010000049.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	233000	below-min-len
CDRQJO010000050.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	203000	below-min-len
CDRQJO010000051.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	179674	below-min-len
CDRQJO010000052.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	223806	below-min-len
CDRQJO010000053.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	135333	below-min-len
CDRQJO010000054.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	113409	below-min-len
CDRQJO010000055.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	89356	below-min-len
CDRQJO010000056.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	83529	below-min-len
CDRQJO010000057.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	83186	below-min-len
CDRQJO010000058.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	82455	below-min-len
CDRQJO010000059.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	78042	below-min-len
CDRQJO010000060.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	77074	below-min-len
CDRQJO010000061.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	74084	below-min-len
CDRQJO010000062.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	72743	below-min-len
CDRQJO010000063.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	71229	below-min-len
CDRQJO010000064.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	71150	below-min-len
CDRQJO010000065.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	70000	below-min-len
CDRQJO010000066.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	69000	below-min-len
CDRQJO010000067.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	67444	below-min-len
CDRQJO010000068.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	65491	below-min-len
CDRQJO010000069.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	65451	below-min-len
CDRQJO010000070.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	64315	below-min-len
CDRQJO010000071.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	62769	below-min-len
CDRQJO010000072.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	62884	below-min-len
CDRQJO010000073.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	62000	below-min-len
CDRQJO010000074.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	61223	below-min-len
CDRQJO010000075.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	60929	below-min-len
CDRQJO010000076.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	60390	below-min-len
CDRQJO010000077.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	59589	below-min-len
CDRQJO010000078.1	/lustre/scratch122/tol/data/8/a/6/f/5/7/Empetrum_nigrum/assembly/release/ddEmpNigr1.hap1.1/insdc/GCA_977035805.1.fa.gz	59585	below-min-len
