chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr05	chr07	0.133810	-4.601	2.1073e-06	0.000360349	True
chr07	chr09	0.135823	-4.277	9.45686e-06	0.000708587	False
chr06	chr07	0.136251	-4.209	1.28463e-05	0.000708587	False
chr02	chr07	0.136612	-4.151	1.65751e-05	0.000708587	False
chr02	chr09	0.139094	-3.752	8.76608e-05	0.002998	True
chr02	chr05	0.139718	-3.652	0.000130135	0.00370885	False
chr05	chr09	0.140376	-3.546	0.000195278	0.00477035	False
chr07	chr11	0.140743	-3.487	0.000243829	0.00521184	False
chr03	chr07	0.142006	-3.285	0.0005106	0.0097014	False
chr05	chr06	0.142918	-3.138	0.000849685	0.0145296	False
chr02	chr06	0.143191	-3.094	0.000986096	0.0148076	False
chr02	chr11	0.143288	-3.079	0.00103913	0.0148076	False
chr09	chr11	0.143621	-3.025	0.00124135	0.0163285	False
chr05	chr11	0.144722	-2.849	0.0021958	0.0268201	False
chr01	chr07	0.144983	-2.807	0.00250298	0.0273158	False
chr06	chr09	0.145025	-2.800	0.00255586	0.0273158	False
chr01	chr05	0.145361	-2.746	0.00301619	0.0303393	False
chr07	chr16	0.145898	-2.660	0.00390871	0.0371327	False
chr03	chr16	0.146987	-2.485	0.00647755	0.058298	False
chr02	chr03	0.147615	-2.384	0.00856035	0.073191	False
chr06	chr11	0.147893	-2.340	0.00965364	0.0765242	False
chr03	chr05	0.147939	-2.332	0.00984522	0.0765242	False
chr03	chr06	0.148899	-2.178	0.0147031	0.105686	False
chr03	chr09	0.148921	-2.175	0.0148331	0.105686	False
chr01	chr02	0.149058	-2.153	0.0156788	0.107243	False
chr07	chr12	0.149563	-2.071	0.0191602	0.126015	False
chr05	chr12	0.149775	-2.037	0.020808	0.131784	False
chr02	chr16	0.149999	-2.001	0.0226702	0.133993	False
chr05	chr16	0.150005	-2.000	0.022724	0.133993	False
chr09	chr16	0.150653	-1.896	0.028948	0.165003	False
chr01	chr09	0.150815	-1.870	0.0307101	0.169401	False
chr01	chr04	0.152111	-1.662	0.04823	0.257729	False
chr03	chr11	0.152287	-1.634	0.0511269	0.262484	False
chr09	chr12	0.152382	-1.619	0.0527347	0.262484	False
chr06	chr16	0.152438	-1.610	0.0537247	0.262484	False
chr07	chr15	0.152731	-1.563	0.0590484	0.28048	False
chr14	chr15	0.153294	-1.472	0.0704509	0.318592	False
chr11	chr16	0.153310	-1.470	0.0707981	0.318592	False
chr02	chr12	0.153647	-1.416	0.0784217	0.343849	False
chr01	chr06	0.154100	-1.343	0.0896469	0.38324	False
chr01	chr12	0.154197	-1.327	0.0921743	0.384434	False
chr13	chr17	0.154507	-1.278	0.100678	0.409904	False
chr02	chr10	0.154772	-1.235	0.10839	0.431041	False
chr04	chr11	0.155083	-1.185	0.117962	0.458442	False
chr07	chr10	0.155167	-1.172	0.120666	0.458531	False
chr09	chr15	0.155343	-1.143	0.126442	0.462518	False
chr04	chr07	0.155426	-1.130	0.129213	0.462518	False
chr01	chr11	0.155474	-1.122	0.130848	0.462518	False
chr02	chr15	0.155523	-1.114	0.132534	0.462518	False
chr01	chr15	0.155771	-1.075	0.14124	0.483042	False
chr01	chr10	0.155878	-1.058	0.145114	0.486559	False
chr11	chr12	0.156190	-1.007	0.156866	0.515847	False
chr06	chr12	0.156271	-0.994	0.160001	0.51623	False
chr05	chr15	0.156459	-0.964	0.167451	0.53026	False
chr07	chr18	0.156839	-0.903	0.183193	0.569565	False
chr05	chr10	0.157332	-0.824	0.204933	0.61969	False
chr06	chr15	0.157368	-0.818	0.206563	0.61969	False
chr01	chr03	0.157977	-0.721	0.235591	0.694586	False
chr07	chr14	0.158190	-0.686	0.246242	0.713686	False
chr06	chr10	0.158335	-0.663	0.253627	0.722838	False
chr05	chr18	0.158560	-0.627	0.265331	0.743798	False
chr03	chr12	0.158706	-0.603	0.2731	0.749715	False
chr02	chr18	0.158764	-0.594	0.276211	0.749715	False
chr02	chr04	0.158934	-0.567	0.285411	0.751733	False
chr04	chr05	0.158950	-0.564	0.28626	0.751733	False
chr01	chr16	0.159040	-0.550	0.291195	0.751733	False
chr07	chr19	0.159101	-0.540	0.294539	0.751733	False
chr01	chr14	0.159467	-0.481	0.315156	0.792524	False
chr04	chr09	0.159691	-0.445	0.327997	0.812862	False
chr11	chr15	0.159870	-0.417	0.338457	0.826803	False
chr01	chr19	0.160025	-0.392	0.347632	0.827538	False
chr05	chr14	0.160046	-0.388	0.348839	0.827538	False
chr03	chr15	0.160193	-0.365	0.357656	0.827538	False
chr08	chr10	0.160201	-0.363	0.358116	0.827538	False
chr04	chr06	0.160398	-0.332	0.37002	0.830436	False
chr09	chr10	0.160434	-0.326	0.372184	0.830436	False
chr12	chr16	0.160475	-0.319	0.374677	0.830436	False
chr09	chr18	0.160543	-0.309	0.378796	0.830436	False
chr02	chr19	0.160665	-0.289	0.386282	0.831987	False
chr04	chr12	0.160751	-0.275	0.391575	0.831987	False
chr12	chr19	0.160792	-0.269	0.394099	0.831987	False
chr05	chr19	0.160957	-0.242	0.404335	0.843186	False
chr02	chr14	0.161169	-0.208	0.417559	0.851902	False
chr01	chr08	0.161183	-0.206	0.418478	0.851902	False
chr10	chr12	0.161675	-0.127	0.449536	0.904361	False
chr11	chr18	0.162103	-0.058	0.476798	0.94213	False
chr12	chr15	0.162313	-0.024	0.490287	0.94213	False
chr08	chr18	0.162344	-0.019	0.492264	0.94213	False
chr01	chr13	0.162367	-0.016	0.493716	0.94213	False
chr01	chr18	0.162400	-0.010	0.495858	0.94213	False
chr06	chr18	0.162606	0.023	0.509002	0.946078	False
chr10	chr11	0.163039	0.092	0.536691	0.946078	False
chr09	chr19	0.163100	0.102	0.540608	0.946078	False
chr09	chr14	0.163130	0.107	0.542505	0.946078	False
chr07	chr08	0.163333	0.139	0.555408	0.946078	False
chr05	chr08	0.163449	0.158	0.562756	0.946078	False
chr07	chr13	0.163473	0.162	0.564281	0.946078	False
chr05	chr13	0.163567	0.177	0.570223	0.946078	False
chr11	chr19	0.163610	0.184	0.572911	0.946078	False
chr07	chr17	0.163745	0.206	0.581424	0.946078	False
chr02	chr13	0.163843	0.221	0.587545	0.946078	False
chr03	chr10	0.163850	0.222	0.587962	0.946078	False
chr04	chr16	0.164022	0.250	0.598696	0.946078	False
chr06	chr19	0.164090	0.261	0.602877	0.946078	False
chr15	chr16	0.164101	0.263	0.603572	0.946078	False
chr06	chr14	0.164172	0.274	0.607972	0.946078	False
chr12	chr14	0.164418	0.313	0.623041	0.946078	False
chr10	chr15	0.164468	0.322	0.6261	0.946078	False
chr02	chr17	0.164614	0.345	0.634959	0.946078	False
chr04	chr15	0.164986	0.405	0.657147	0.946078	False
chr03	chr18	0.164994	0.406	0.657651	0.946078	False
chr08	chr09	0.165058	0.416	0.661385	0.946078	False
chr02	chr08	0.165118	0.426	0.664902	0.946078	False
chr10	chr16	0.165175	0.435	0.668256	0.946078	False
chr12	chr18	0.165348	0.463	0.678242	0.946078	False
chr04	chr10	0.165419	0.474	0.68231	0.946078	False
chr03	chr04	0.165522	0.491	0.688214	0.946078	False
chr09	chr13	0.165681	0.516	0.697204	0.946078	False
chr11	chr14	0.165693	0.518	0.697851	0.946078	False
chr01	chr17	0.165846	0.543	0.706365	0.946078	False
chr16	chr18	0.165944	0.559	0.711783	0.946078	False
chr05	chr17	0.166145	0.591	0.722684	0.946078	False
chr06	chr13	0.166358	0.625	0.734001	0.946078	False
chr03	chr14	0.166366	0.626	0.73444	0.946078	False
chr14	chr16	0.166512	0.650	0.742081	0.946078	False
chr09	chr17	0.166579	0.660	0.745526	0.946078	False
chr16	chr19	0.166807	0.697	0.757147	0.946078	False
chr08	chr12	0.166874	0.708	0.760461	0.946078	False
chr06	chr08	0.167124	0.748	0.772746	0.946078	False
chr10	chr14	0.167274	0.772	0.77997	0.946078	False
chr12	chr13	0.167334	0.782	0.782807	0.946078	False
chr13	chr15	0.167344	0.783	0.783268	0.946078	False
chr15	chr18	0.167411	0.794	0.786433	0.946078	False
chr15	chr19	0.167625	0.828	0.796261	0.946078	False
chr11	chr13	0.167673	0.836	0.79845	0.946078	False
chr08	chr15	0.167780	0.853	0.803272	0.946078	False
chr04	chr14	0.167850	0.865	0.806367	0.946078	False
chr10	chr13	0.167946	0.880	0.810536	0.946078	False
chr03	chr19	0.168106	0.906	0.817449	0.946078	False
chr12	chr17	0.168211	0.923	0.821873	0.946078	False
chr11	chr17	0.168321	0.940	0.826435	0.946078	False
chr08	chr11	0.168482	0.966	0.832965	0.946078	False
chr10	chr18	0.168575	0.981	0.8367	0.946078	False
chr04	chr13	0.168639	0.991	0.839212	0.946078	False
chr10	chr19	0.168722	1.005	0.842443	0.946078	False
chr06	chr17	0.168729	1.006	0.842696	0.946078	False
chr13	chr16	0.168729	1.006	0.842709	0.946078	False
chr04	chr08	0.168761	1.011	0.843934	0.946078	False
chr08	chr13	0.168909	1.035	0.849553	0.946078	False
chr03	chr13	0.169037	1.055	0.854299	0.946078	False
chr18	chr19	0.169665	1.156	0.876156	0.946078	False
chr03	chr08	0.169976	1.206	0.886071	0.946078	False
chr13	chr14	0.169977	1.206	0.886098	0.946078	False
chr04	chr18	0.170072	1.221	0.889002	0.946078	False
chr13	chr19	0.170120	1.229	0.890447	0.946078	False
chr03	chr17	0.170180	1.239	0.892255	0.946078	False
chr15	chr17	0.170283	1.255	0.895281	0.946078	False
chr14	chr19	0.170285	1.255	0.895336	0.946078	False
chr04	chr19	0.170525	1.294	0.902177	0.946078	False
chr10	chr17	0.170637	1.312	0.905225	0.946078	False
chr16	chr17	0.170659	1.315	0.905819	0.946078	False
chr08	chr19	0.170791	1.337	0.909344	0.946078	False
chr13	chr18	0.170802	1.338	0.90962	0.946078	False
chr08	chr14	0.170909	1.356	0.912386	0.946078	False
chr08	chr16	0.170928	1.359	0.912882	0.946078	False
chr14	chr18	0.171289	1.417	0.921719	0.947708	False
chr17	chr19	0.171645	1.474	0.929744	0.947708	False
chr17	chr18	0.171708	1.484	0.931081	0.947708	False
chr14	chr17	0.172315	1.581	0.943111	0.954272	False
chr04	chr17	0.172812	1.661	0.951654	0.957252	False
chr08	chr17	0.173883	1.833	0.966602	0.966602	False
