seq_id	source	length	reason
CFSSSA010000001.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	492824	below-min-len
CFSSSA010000002.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	458726	below-min-len
CFSSSA010000003.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	376479	below-min-len
CFSSSA010000004.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	264825	below-min-len
CFSSSA010000005.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	251534	below-min-len
CFSSSA010000006.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	245271	below-min-len
CFSSSA010000007.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	226108	below-min-len
CFSSSA010000008.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	221150	below-min-len
CFSSSA010000009.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	210944	below-min-len
CFSSSA010000010.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	208759	below-min-len
CFSSSA010000011.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	191156	below-min-len
CFSSSA010000012.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	176660	below-min-len
CFSSSA010000013.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	171408	below-min-len
CFSSSA010000014.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	160555	below-min-len
CFSSSA010000015.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	159406	below-min-len
CFSSSA010000016.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	152078	below-min-len
CFSSSA010000017.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	144847	below-min-len
CFSSSA010000018.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	142885	below-min-len
CFSSSA010000019.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	136816	below-min-len
CFSSSA010000020.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	136433	below-min-len
CFSSSA010000021.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	111316	below-min-len
CFSSSA010000022.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	110635	below-min-len
CFSSSA010000023.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	110061	below-min-len
CFSSSA010000024.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	105920	below-min-len
CFSSSA010000025.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	105384	below-min-len
CFSSSA010000026.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	101276	below-min-len
CFSSSA010000027.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	94644	below-min-len
CFSSSA010000028.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	92716	below-min-len
CFSSSA010000029.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	92000	below-min-len
CFSSSA010000030.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	91635	below-min-len
CFSSSA010000031.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	90749	below-min-len
CFSSSA010000032.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	90000	below-min-len
CFSSSA010000033.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	79532	below-min-len
CFSSSA010000034.1	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	77519	below-min-len
