unit_id	hap	chrom	seq_id	length	source	desc
HAP1_chr01	HAP1	1	OZ492053.1	51793711	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 1
HAP1_chr02	HAP1	2	OZ492054.1	50005434	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 2
HAP1_chr03	HAP1	3	OZ492055.1	47022572	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 3
HAP1_chr04	HAP1	4	OZ492056.1	44438494	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 4
HAP1_chr05	HAP1	5	OZ492057.1	42889400	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 5
HAP1_chr06	HAP1	6	OZ492058.1	42815457	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 6
HAP1_chr07	HAP1	7	OZ492059.1	41680012	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 7
HAP1_chr08	HAP1	8	OZ492060.1	40926534	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 8
HAP1_chr09	HAP1	9	OZ492061.1	40782673	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 9
HAP1_chr10	HAP1	10	OZ492062.1	38551845	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 10
HAP1_chr11	HAP1	11	OZ492063.1	38478597	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 11
HAP1_chr12	HAP1	12	OZ492064.1	38457480	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 12
HAP1_chr13	HAP1	13	OZ492065.1	37480000	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 13
HAP1_chr14	HAP1	14	OZ492066.1	37439663	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 14
HAP1_chr15	HAP1	15	OZ492067.1	36644559	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 15
HAP1_chr16	HAP1	16	OZ492068.1	36098478	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 16
HAP1_chr17	HAP1	17	OZ492069.1	36074104	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 17
HAP1_chr18	HAP1	18	OZ492070.1	35858307	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 18
HAP1_chr19	HAP1	19	OZ492071.1	35675313	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 19
HAP1_chr20	HAP1	20	OZ492072.1	35406137	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 20
HAP1_chr21	HAP1	21	OZ492073.1	35317077	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 21
HAP1_chr22	HAP1	22	OZ492074.1	32714200	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 22
HAP1_chr23	HAP1	23	OZ492075.1	32682188	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 23
HAP1_chr24	HAP1	24	OZ492076.1	32550305	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 24
HAP1_chr25	HAP1	25	OZ492077.1	32379811	/lustre/scratch122/tol/data/1/1/c/2/0/9/Sorbus_devoniensis/assembly/release/GCA_986449145.1/insdc/GCA_986449145.1.fa.gz	Karpatiosorbus devoniensis genome assembly, chromosome: 25
