seq_id	source	length	reason
CATOPT010000001.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1/insdc/GCA_951802175.1.fa.gz	64588	below-min-len
CATOPT010000002.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1/insdc/GCA_951802175.1.fa.gz	55380	below-min-len
OX637691.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1/insdc/GCA_951802175.1.fa.gz	281852	below-min-len
OX637692.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1/insdc/GCA_951802175.1.fa.gz	335571	below-min-len
OX637693.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1/insdc/GCA_951802175.1.fa.gz	186145	below-min-len
OX637694.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1/insdc/GCA_951802175.1.fa.gz	156371	below-min-len
CATOPX010000001.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	589414	below-min-len
CATOPX010000002.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	729340	below-min-len
CATOPX010000003.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	976104	below-min-len
CATOPX010000004.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	4092131	no-chrom-match
CATOPX010000005.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	547220	below-min-len
CATOPX010000006.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	2705672	no-chrom-match
CATOPX010000007.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1040165	no-chrom-match
CATOPX010000008.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1986423	no-chrom-match
CATOPX010000009.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1851930	no-chrom-match
CATOPX010000010.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	2723081	no-chrom-match
CATOPX010000011.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	2208060	no-chrom-match
CATOPX010000012.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	6227697	no-chrom-match
CATOPX010000013.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1249415	no-chrom-match
CATOPX010000014.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1189659	no-chrom-match
CATOPX010000015.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1969388	no-chrom-match
CATOPX010000016.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	4239073	no-chrom-match
CATOPX010000017.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	2529404	no-chrom-match
CATOPX010000018.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	4081500	no-chrom-match
CATOPX010000019.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1183930	no-chrom-match
CATOPX010000020.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	2069677	no-chrom-match
CATOPX010000021.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	3730279	no-chrom-match
CATOPX010000022.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	4238301	no-chrom-match
CATOPX010000023.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1008428	no-chrom-match
CATOPX010000024.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1008616	no-chrom-match
CATOPX010000025.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	3642715	no-chrom-match
CATOPX010000026.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	342780	below-min-len
CATOPX010000027.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	4086495	no-chrom-match
CATOPX010000028.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	3049083	no-chrom-match
CATOPX010000029.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1851232	no-chrom-match
CATOPX010000030.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	52520	below-min-len
CATOPX010000031.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	258522	below-min-len
CATOPX010000032.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	2259367	no-chrom-match
CATOPX010000033.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	2317582	no-chrom-match
CATOPX010000034.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1547462	no-chrom-match
CATOPX010000035.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1433829	no-chrom-match
CATOPX010000036.1	/lustre/scratch122/tol/data/8/a/b/f/e/8/Populus_nigra/assembly/release/ddPopNigr1.1_alternate_haplotype/insdc/GCA_951802205.1.fa.gz	1506534	no-chrom-match
