chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr01	chr02	0.075339	-1.285	0.099366	0.467444	False
chr05	chr06	0.075536	-1.273	0.101594	0.467444	False
chr04	chr06	0.075652	-1.265	0.102906	0.467444	False
chr04	chr05	0.075794	-1.256	0.104549	0.467444	False
chr06	chr09	0.075845	-1.253	0.105148	0.467444	False
chr03	chr04	0.076454	-1.214	0.112404	0.467444	False
chr03	chr06	0.076529	-1.209	0.11333	0.467444	False
chr03	chr05	0.076717	-1.197	0.11566	0.467444	False
chr03	chr09	0.076884	-1.186	0.117743	0.467444	False
chr02	chr06	0.076887	-1.186	0.11779	0.467444	False
chr05	chr09	0.076909	-1.185	0.118059	0.467444	False
chr04	chr09	0.076913	-1.184	0.118116	0.467444	False
chr02	chr04	0.077328	-1.158	0.123447	0.467444	False
chr02	chr05	0.077489	-1.148	0.125565	0.467444	False
chr08	chr11	0.077527	-1.145	0.126074	0.467444	False
chr02	chr09	0.077670	-1.136	0.127975	0.467444	False
chr08	chr13	0.077766	-1.130	0.129255	0.467444	False
chr01	chr06	0.077896	-1.122	0.131016	0.467444	False
chr01	chr04	0.078020	-1.114	0.132721	0.467444	False
chr02	chr03	0.078028	-1.113	0.132824	0.467444	False
chr11	chr13	0.078086	-1.109	0.133618	0.467444	False
chr01	chr05	0.078124	-1.107	0.134154	0.467444	False
chr11	chr14	0.078435	-1.087	0.138495	0.467444	False
chr08	chr14	0.078559	-1.079	0.140256	0.467444	False
chr09	chr15	0.078801	-1.064	0.143745	0.467444	False
chr08	chr12	0.078850	-1.061	0.144453	0.467444	False
chr13	chr14	0.078912	-1.057	0.14535	0.467444	False
chr01	chr03	0.078926	-1.056	0.145562	0.467444	False
chr01	chr09	0.079106	-1.044	0.148205	0.467444	False
chr11	chr12	0.079202	-1.038	0.149627	0.467444	False
chr03	chr15	0.079533	-1.017	0.154618	0.467444	False
chr12	chr13	0.079576	-1.014	0.155273	0.467444	False
chr06	chr15	0.079757	-1.003	0.158048	0.467444	False
chr12	chr14	0.080081	-0.982	0.163099	0.467444	False
chr05	chr15	0.080270	-0.970	0.166108	0.467444	False
chr04	chr15	0.080352	-0.964	0.167403	0.467444	False
chr07	chr08	0.080815	-0.935	0.174943	0.467444	False
chr07	chr11	0.080929	-0.928	0.176829	0.467444	False
chr11	chr16	0.081446	-0.894	0.185538	0.467444	False
chr08	chr10	0.081493	-0.891	0.186343	0.467444	False
chr07	chr13	0.081619	-0.883	0.188512	0.467444	False
chr07	chr12	0.081620	-0.883	0.188521	0.467444	False
chr07	chr14	0.081699	-0.878	0.189889	0.467444	False
chr08	chr16	0.081716	-0.877	0.190202	0.467444	False
chr10	chr11	0.081740	-0.876	0.190619	0.467444	False
chr10	chr12	0.081912	-0.865	0.193616	0.467444	False
chr02	chr15	0.081992	-0.860	0.19502	0.467444	False
chr13	chr16	0.082304	-0.840	0.20058	0.467444	False
chr10	chr13	0.082313	-0.839	0.200732	0.467444	False
chr12	chr16	0.082405	-0.833	0.202388	0.467444	False
chr14	chr16	0.082406	-0.833	0.202415	0.467444	False
chr10	chr14	0.082414	-0.833	0.202559	0.467444	False
chr07	chr10	0.083027	-0.793	0.213798	0.48407	False
chr01	chr15	0.083456	-0.766	0.221877	0.493061	False
chr10	chr16	0.084258	-0.715	0.23744	0.51632	False
chr07	chr16	0.084435	-0.703	0.240949	0.51632	False
chr02	chr07	0.093282	-0.137	0.445424	0.900018	False
chr04	chr08	0.094072	-0.087	0.465459	0.900018	False
chr03	chr16	0.094221	-0.077	0.469243	0.900018	False
chr09	chr11	0.094715	-0.046	0.481833	0.900018	False
chr06	chr13	0.094826	-0.038	0.484657	0.900018	False
chr10	chr15	0.095687	0.017	0.506622	0.900018	False
chr05	chr14	0.095711	0.018	0.507228	0.900018	False
chr01	chr12	0.098632	0.205	0.581223	0.900018	False
chr01	chr10	0.104508	0.581	0.719349	0.900018	False
chr03	chr08	0.108685	0.848	0.801828	0.900018	False
chr03	chr11	0.108844	0.858	0.804656	0.900018	False
chr03	chr13	0.109505	0.901	0.816102	0.900018	False
chr05	chr13	0.109573	0.905	0.817257	0.900018	False
chr05	chr08	0.109588	0.906	0.817511	0.900018	False
chr05	chr11	0.109598	0.907	0.81768	0.900018	False
chr04	chr11	0.109639	0.909	0.818378	0.900018	False
chr06	chr08	0.109693	0.913	0.819292	0.900018	False
chr03	chr12	0.109696	0.913	0.819342	0.900018	False
chr03	chr14	0.109764	0.917	0.820476	0.900018	False
chr06	chr11	0.109778	0.918	0.820711	0.900018	False
chr04	chr13	0.109909	0.926	0.8229	0.900018	False
chr08	chr09	0.110150	0.942	0.826872	0.900018	False
chr04	chr12	0.110326	0.953	0.829739	0.900018	False
chr09	chr13	0.110342	0.954	0.830006	0.900018	False
chr06	chr14	0.110503	0.964	0.832588	0.900018	False
chr06	chr12	0.110635	0.973	0.834699	0.900018	False
chr04	chr14	0.110695	0.977	0.835647	0.900018	False
chr03	chr07	0.110746	0.980	0.83647	0.900018	False
chr05	chr12	0.110771	0.982	0.83686	0.900018	False
chr12	chr15	0.110970	0.994	0.83997	0.900018	False
chr11	chr15	0.111005	0.997	0.840518	0.900018	False
chr09	chr14	0.111020	0.998	0.840759	0.900018	False
chr09	chr12	0.111089	1.002	0.841816	0.900018	False
chr13	chr15	0.111194	1.009	0.843429	0.900018	False
chr08	chr15	0.111198	1.009	0.843494	0.900018	False
chr03	chr10	0.111254	1.013	0.844355	0.900018	False
chr04	chr07	0.111471	1.026	0.847645	0.900018	False
chr02	chr11	0.111501	1.028	0.848105	0.900018	False
chr02	chr08	0.111566	1.033	0.849084	0.900018	False
chr14	chr15	0.111700	1.041	0.851078	0.900018	False
chr06	chr07	0.111721	1.042	0.851386	0.900018	False
chr05	chr07	0.111721	1.042	0.85139	0.900018	False
chr04	chr10	0.111852	1.051	0.853312	0.900018	False
chr06	chr10	0.112336	1.082	0.860309	0.900018	False
chr05	chr10	0.112405	1.086	0.861291	0.900018	False
chr07	chr15	0.112418	1.087	0.861472	0.900018	False
chr02	chr12	0.112551	1.095	0.86335	0.900018	False
chr02	chr13	0.112565	1.096	0.86355	0.900018	False
chr07	chr09	0.112568	1.097	0.863585	0.900018	False
chr01	chr08	0.112606	1.099	0.864123	0.900018	False
chr15	chr16	0.112654	1.102	0.864788	0.900018	False
chr05	chr16	0.112743	1.108	0.866018	0.900018	False
chr04	chr16	0.112770	1.110	0.866394	0.900018	False
chr06	chr16	0.112816	1.112	0.867031	0.900018	False
chr09	chr10	0.112929	1.120	0.868578	0.900018	False
chr02	chr10	0.112990	1.124	0.869408	0.900018	False
chr09	chr16	0.113007	1.125	0.869632	0.900018	False
chr02	chr14	0.113289	1.143	0.873414	0.900018	False
chr01	chr11	0.113291	1.143	0.87345	0.900018	False
chr01	chr07	0.113686	1.168	0.878625	0.900018	False
chr01	chr13	0.113893	1.181	0.881262	0.900018	False
chr01	chr14	0.114192	1.200	0.885017	0.900018	False
chr02	chr16	0.116427	1.343	0.910439	0.91809	False
chr01	chr16	0.118035	1.446	0.925959	0.925959	False
