unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	51733830	52701839	5841936	98593733	0.059253	0.112923	0.095233	0.090471	False	0.084637
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	51733830	48487329	14542682	85678477	0.169736	0.299927	0.053789	0.051010	False	0.036953
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	51733830	46450195	3667655	94516370	0.038804	0.078959	0.112789	0.104510	False	0.099080
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	51733830	43016737	5228656	89521911	0.058406	0.121549	0.095824	0.087555	False	0.083948
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	51733830	42739640	5156963	89316507	0.057738	0.120660	0.096297	0.087846	False	0.084237
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	51733830	41257446	5090172	87901104	0.057908	0.123376	0.096176	0.086963	False	0.083933
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	51733830	40828363	5103453	87458740	0.058353	0.124998	0.095862	0.086445	False	0.083270
HAP1_chr01	HAP1_chr09	11,13,15,17,19,23	23	51733830	37799341	3286834	86246337	0.038110	0.086955	0.113545	0.100746	False	0.097620
HAP1_chr01	HAP1_chr10	11,13,15,17,19,23	23	51733830	37609475	3235926	86107379	0.037580	0.086040	0.114131	0.101159	False	0.097985
HAP1_chr01	HAP1_chr11	11,13,15,17,19,23	23	51733830	36335362	3395336	84673856	0.040099	0.093444	0.111416	0.097927	False	0.095053
HAP1_chr01	HAP1_chr12	11,13,15,17,19,23	23	51733830	35765082	3195940	84302972	0.037910	0.089359	0.113765	0.099679	False	0.096948
HAP1_chr01	HAP1_chr13	11,13,15,17,19,23	23	51733830	33823371	4613761	80943440	0.057000	0.136407	0.096826	0.082968	False	0.082682
HAP1_chr01	HAP1_chr14	11,13,15,17,19,23	23	51733830	29065833	2750468	78049195	0.035240	0.094629	0.116828	0.097433	False	0.097984
HAP1_chr01	HAP2_chr01	11,13,15,17,19,23	23	51733830	53355263	36060889	69028204	0.522408	0.697047	0.016367	0.015569	False	0.017658
