chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.016367	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.015971	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.012486	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.010751	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.012876	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.097772	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.097792	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.020482	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.008560	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.104371	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.104476	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.009813	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.017343	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.006812	False
