chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr05	chr06	0.122845	-2.482	0.00653995	0.107953	False
chr03	chr05	0.122946	-2.422	0.00771093	0.107953	False
chr03	chr06	0.124106	-1.744	0.0405855	0.378798	False
chr05	chr08	0.125206	-1.100	0.135565	0.48749	False
chr06	chr07	0.125259	-1.069	0.142432	0.48749	False
chr03	chr08	0.125315	-1.037	0.149964	0.48749	False
chr03	chr07	0.125344	-1.020	0.153928	0.48749	False
chr05	chr07	0.125348	-1.018	0.154423	0.48749	False
chr02	chr05	0.125364	-1.008	0.156693	0.48749	False
chr07	chr08	0.125687	-0.819	0.206319	0.518597	False
chr06	chr08	0.125762	-0.775	0.219067	0.518597	False
chr02	chr03	0.125780	-0.765	0.222256	0.518597	False
chr04	chr05	0.126407	-0.398	0.345308	0.743741	False
chr02	chr06	0.126710	-0.220	0.41281	0.816091	False
chr02	chr08	0.126817	-0.158	0.437192	0.816091	False
chr01	chr03	0.127204	0.068	0.527286	0.871023	False
chr03	chr04	0.127290	0.119	0.547238	0.871023	False
chr02	chr07	0.127345	0.151	0.559943	0.871023	False
chr04	chr06	0.127646	0.327	0.628174	0.925731	False
chr01	chr05	0.127900	0.476	0.682851	0.945079	False
chr04	chr07	0.128027	0.550	0.708809	0.945079	False
chr01	chr06	0.128616	0.895	0.814486	0.975087	False
chr04	chr08	0.128664	0.922	0.821862	0.975087	False
chr01	chr08	0.129067	1.158	0.876639	0.975087	False
chr02	chr04	0.129333	1.314	0.905546	0.975087	False
chr01	chr07	0.129661	1.506	0.933946	0.975087	False
chr01	chr02	0.129967	1.685	0.95396	0.975087	False
chr01	chr04	0.130440	1.961	0.975087	0.975087	False
