seq_id	source	length	reason
SUPER_1_HAP1_unloc_1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	2314629	no-chrom-match
SUPER_1_HAP1_unloc_2	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	1372492	no-chrom-match
SUPER_1_HAP1_unloc_3	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	1263314	no-chrom-match
SUPER_1_HAP1_unloc_4	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	1096748	no-chrom-match
SUPER_1_HAP1_unloc_5	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	971562	below-min-len
SUPER_1_HAP1_unloc_6	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	834679	below-min-len
SUPER_1_HAP1_unloc_7	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	809062	below-min-len
SUPER_1_HAP1_unloc_8	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	683833	below-min-len
SUPER_1_HAP1_unloc_9	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	661366	below-min-len
SUPER_1_HAP1_unloc_10	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	630124	below-min-len
SUPER_1_HAP1_unloc_11	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	545727	below-min-len
SUPER_1_HAP1_unloc_12	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	476385	below-min-len
HAP1_SCAFFOLD_218	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	105000	below-min-len
HAP1_SCAFFOLD_231	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	101319	below-min-len
HAP1_SCAFFOLD_294	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	86510	below-min-len
HAP1_SCAFFOLD_312	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	83107	below-min-len
HAP1_SCAFFOLD_365	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/data/ddLepDrab1/ddLepDrab1.hap1.1.primary.fa.gz	75000	below-min-len
