unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	1923131	2007404	1981502	0.930949	0.970542	0.003310	False	19.1894
HAP1_chr01	HAP1_chr02	13	7871992	13572407	12466725	0.433309	0.631440	0.038703	False	1259.9543
HAP1_chr01	HAP1_chr02	15	6018418	26658611	23374496	0.136737	0.257478	0.094981	False	4508.9951
HAP1_chr01	HAP1_chr02	17	3339488	31774425	27438636	0.059769	0.121708	0.128363	False	10163.6698
HAP1_chr01	HAP1_chr02	19	2455182	33599668	28851962	0.040922	0.085096	0.133844	False	29149.6922
HAP1_chr01	HAP1_chr02	23	2005580	35190351	30030958	0.031726	0.066784	0.121248	False	365941.7796
HAP1_chr01	HAP1_chr03	11	1894887	2007404	1949483	0.918956	0.971995	0.003923	False	21.1067
HAP1_chr01	HAP1_chr03	13	7113622	13572407	10982831	0.407853	0.647704	0.041982	False	1267.3405
HAP1_chr01	HAP1_chr03	15	5259035	26658611	19157928	0.129669	0.274510	0.098103	False	4416.6316
HAP1_chr01	HAP1_chr03	17	3024772	31774425	22134151	0.059445	0.136656	0.128665	False	10284.8917
HAP1_chr01	HAP1_chr03	19	2295824	33599668	23273448	0.042066	0.098646	0.132452	False	30361.1363
HAP1_chr01	HAP1_chr03	23	1916347	35190351	24401332	0.033226	0.078535	0.119302	False	387904.6238
HAP1_chr01	HAP1_chr04	11	1891015	2007404	1942276	0.918564	0.973608	0.003943	False	23.3655
HAP1_chr01	HAP1_chr04	13	7264421	13572407	10901166	0.422125	0.666389	0.040112	False	1359.6235
HAP1_chr01	HAP1_chr04	15	5864869	26658611	19076774	0.147098	0.307435	0.090716	False	5052.6249
HAP1_chr01	HAP1_chr04	17	3696486	31774425	22136590	0.073614	0.166985	0.116871	False	12631.6829
HAP1_chr01	HAP1_chr04	19	2887871	33599668	23329284	0.053438	0.123787	0.120428	False	38164.1828
HAP1_chr01	HAP1_chr04	23	2358269	35190351	24487768	0.041142	0.096304	0.110343	False	476515.8313
HAP1_chr01	HAP1_chr05	11	1876305	2007404	1926764	0.911774	0.973812	0.004295	False	23.5611
HAP1_chr01	HAP1_chr05	13	6880437	13572407	10493901	0.400354	0.655661	0.042999	False	1279.3372
HAP1_chr01	HAP1_chr05	15	5063632	26658611	18012441	0.127846	0.281119	0.098940	False	4408.4320
HAP1_chr01	HAP1_chr05	17	2946482	31774425	20699442	0.059492	0.142346	0.128621	False	10371.5977
HAP1_chr01	HAP1_chr05	19	2256307	33599668	21707240	0.042531	0.103943	0.131896	False	30900.1554
HAP1_chr01	HAP1_chr05	23	1889555	35190351	22661406	0.033765	0.083382	0.118626	False	396893.5174
HAP1_chr01	HAP1_chr06	11	1846114	2007404	1891477	0.899330	0.976017	0.004951	False	26.4448
HAP1_chr01	HAP1_chr06	13	6439740	13572407	9416805	0.389121	0.683856	0.044568	False	1347.9483
HAP1_chr01	HAP1_chr06	15	5034206	26658611	15455204	0.135768	0.325729	0.095398	False	4870.5499
HAP1_chr01	HAP1_chr06	17	3245919	31774425	17704402	0.070208	0.183340	0.119471	False	12428.0008
HAP1_chr01	HAP1_chr06	19	2592106	33599668	18684773	0.052163	0.138728	0.121636	False	38285.1430
HAP1_chr01	HAP1_chr06	23	2160678	35190351	19811490	0.040890	0.109062	0.110600	False	485389.7494
HAP1_chr01	HAP1_chr07	11	1872140	2007404	1922587	0.909755	0.973761	0.004401	False	23.4638
HAP1_chr01	HAP1_chr07	13	6848574	13572407	10447742	0.398832	0.655508	0.043208	False	1275.7429
HAP1_chr01	HAP1_chr07	15	5058501	26658611	18076813	0.127492	0.279834	0.099103	False	4391.7862
HAP1_chr01	HAP1_chr07	17	2921903	31774425	20935680	0.058687	0.139566	0.129378	False	10221.4515
HAP1_chr01	HAP1_chr07	19	2207504	33599668	22050400	0.041306	0.100112	0.133372	False	29992.9276
HAP1_chr01	HAP1_chr07	23	1824957	35190351	23093094	0.032324	0.079026	0.120461	False	379724.9913
HAP1_chr01	HAP1_chr08	11	1865712	2007404	1915073	0.907110	0.974225	0.004539	False	24.0743
HAP1_chr01	HAP1_chr08	13	6660491	13572407	10097855	0.391569	0.659595	0.044221	False	1274.6199
HAP1_chr01	HAP1_chr08	15	4863638	26658611	17028313	0.125276	0.285621	0.100141	False	4369.6818
HAP1_chr01	HAP1_chr08	17	2853014	31774425	19525742	0.058889	0.146116	0.129187	False	10347.1355
HAP1_chr01	HAP1_chr08	19	2192367	33599668	20496462	0.042239	0.106963	0.132244	False	30900.6414
HAP1_chr01	HAP1_chr08	23	1839840	35190351	21451273	0.033573	0.085768	0.118866	False	397202.1223
HAP1_chr01	HAP1_chr09	11	1877728	2007404	1928831	0.912180	0.973506	0.004274	False	23.1396
HAP1_chr01	HAP1_chr09	13	6933610	13572407	10669578	0.400593	0.649849	0.042966	False	1260.1513
HAP1_chr01	HAP1_chr09	15	4934643	26658611	18417509	0.122931	0.267932	0.101262	False	4203.7692
HAP1_chr01	HAP1_chr09	17	2684357	31774425	21082639	0.053502	0.127325	0.134530	False	9333.1864
HAP1_chr01	HAP1_chr09	19	1962041	33599668	21998135	0.036581	0.089191	0.139527	False	26681.5193
HAP1_chr01	HAP1_chr09	23	1592748	35190351	22766461	0.028258	0.069960	0.126134	False	333776.8409
HAP1_chr01	HAP1_chr10	11	1847461	2007404	1894533	0.899237	0.975154	0.004956	False	25.2515
HAP1_chr01	HAP1_chr10	13	6423661	13572407	9653714	0.382305	0.665408	0.045549	False	1274.6749
HAP1_chr01	HAP1_chr10	15	4635745	26658611	16063709	0.121716	0.288585	0.101852	False	4297.4294
HAP1_chr01	HAP1_chr10	17	2693316	31774425	18365243	0.056766	0.146653	0.131229	False	10072.8023
HAP1_chr01	HAP1_chr10	19	2051966	33599668	19251739	0.040393	0.106586	0.134502	False	29841.8227
HAP1_chr01	HAP1_chr10	23	1705360	35190351	20092532	0.031830	0.084875	0.121110	False	380414.2030
HAP1_chr01	HAP1_chr11	11	1834860	2007404	1879918	0.893980	0.976032	0.005237	False	26.3846
HAP1_chr01	HAP1_chr11	13	6271414	13572407	9355995	0.376503	0.670310	0.046402	False	1278.4385
HAP1_chr01	HAP1_chr11	15	4496706	26658611	15338498	0.119911	0.293165	0.102741	False	4279.7943
HAP1_chr01	HAP1_chr11	17	2634734	31774425	17435567	0.056569	0.151113	0.131422	False	10120.7245
HAP1_chr01	HAP1_chr11	19	2028286	33599668	18245828	0.040715	0.111164	0.134102	False	30302.5161
HAP1_chr01	HAP1_chr11	23	1697142	35190351	19046101	0.032302	0.089107	0.120490	False	388842.1790
HAP1_chr01	HAP1_chr12	11	1754198	2007404	1791446	0.857945	0.979208	0.007231	False	30.1011
HAP1_chr01	HAP1_chr12	13	5289788	13572407	7633384	0.332357	0.692981	0.053488	False	1253.2510
HAP1_chr01	HAP1_chr12	15	3730837	26658611	11708443	0.107715	0.318645	0.109161	False	4130.4850
HAP1_chr01	HAP1_chr12	17	2284524	31774425	13166936	0.053556	0.173505	0.134474	False	10130.9549
HAP1_chr01	HAP1_chr12	19	1802888	33599668	13785025	0.039553	0.130786	0.135566	False	30998.4399
HAP1_chr01	HAP1_chr12	23	1528387	35190351	14451238	0.031766	0.105762	0.121194	False	402012.7289
HAP1_chr01	HAP1_chr13	11	1799587	2007404	1840773	0.878452	0.977626	0.006081	False	28.3186
HAP1_chr01	HAP1_chr13	13	5814614	13572407	8550798	0.356537	0.680008	0.049470	False	1266.7810
HAP1_chr01	HAP1_chr13	15	4098277	26658611	13547915	0.113500	0.302502	0.106021	False	4176.4762
HAP1_chr01	HAP1_chr13	17	2435647	31774425	15283803	0.054583	0.159361	0.133413	False	10005.8781
HAP1_chr01	HAP1_chr13	19	1896513	33599668	15974249	0.039778	0.118723	0.135279	False	30285.7144
HAP1_chr01	HAP1_chr13	23	1601074	35190351	16676341	0.031852	0.096009	0.121081	False	392030.2688
HAP1_chr01	HAP1_chr14	11	1796296	2007404	1837210	0.876961	0.977730	0.006164	False	28.4362
HAP1_chr01	HAP1_chr14	13	5767045	13572407	8466161	0.354426	0.681188	0.049807	False	1265.8917
