chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
6	1	250000	HAP1_chr06	HAP2_chr06	HAP1	HAP2	233516	228712	136812	325416	0.579578
6	1	250000	HAP1_chr06	HAP3_chr06	HAP1	HAP3	233516	241297	134951	339862	0.602924
6	1	250000	HAP1_chr06	HAP4_chr06	HAP1	HAP4	233516	235464	134503	334477	0.597871
6	1	250000	HAP2_chr06	HAP3_chr06	HAP2	HAP3	228712	241297	138378	331631	0.582735
6	1	250000	HAP2_chr06	HAP4_chr06	HAP2	HAP4	228712	235464	155274	308902	0.497336
6	1	250000	HAP3_chr06	HAP4_chr06	HAP3	HAP4	241297	235464	143161	333600	0.570860
6	250001	500000	HAP1_chr06	HAP2_chr06	HAP1	HAP2	203144	236482	106688	332938	0.679556
6	250001	500000	HAP1_chr06	HAP3_chr06	HAP1	HAP3	203144	238276	100258	341162	0.706128
6	250001	500000	HAP1_chr06	HAP4_chr06	HAP1	HAP4	203144	234770	104070	333844	0.688268
6	250001	500000	HAP2_chr06	HAP3_chr06	HAP2	HAP3	236482	238276	165369	309389	0.465498
6	250001	500000	HAP2_chr06	HAP4_chr06	HAP2	HAP4	236482	234770	88103	383149	0.770056
6	250001	500000	HAP3_chr06	HAP4_chr06	HAP3	HAP4	238276	234770	83166	389880	0.786688
6	500001	750000	HAP1_chr06	HAP2_chr06	HAP1	HAP2	228200	236541	118781	345960	0.656663
6	500001	750000	HAP1_chr06	HAP3_chr06	HAP1	HAP3	228200	219546	203848	243898	0.164208
6	500001	750000	HAP1_chr06	HAP4_chr06	HAP1	HAP4	228200	227122	6432	448890	0.985671
6	500001	750000	HAP2_chr06	HAP3_chr06	HAP2	HAP3	236541	219546	114198	341889	0.665979
6	500001	750000	HAP2_chr06	HAP4_chr06	HAP2	HAP4	236541	227122	6365	457298	0.986081
6	500001	750000	HAP3_chr06	HAP4_chr06	HAP3	HAP4	219546	227122	5649	441019	0.987191
6	750001	1000000	HAP1_chr06	HAP2_chr06	HAP1	HAP2	191259	107350	98648	199961	0.506664
6	750001	1000000	HAP1_chr06	HAP3_chr06	HAP1	HAP3	191259	151841	74156	268944	0.724270
6	750001	1000000	HAP1_chr06	HAP4_chr06	HAP1	HAP4	191259	231680	15309	407630	0.962444
6	750001	1000000	HAP2_chr06	HAP3_chr06	HAP2	HAP3	107350	151841	4139	255052	0.983772
6	750001	1000000	HAP2_chr06	HAP4_chr06	HAP2	HAP4	107350	231680	8730	330300	0.973569
