chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
9	1	250000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	237971	234054	133237	338788	0.606725
9	1	250000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	237971	235463	141809	331625	0.572381
9	1	250000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	237971	233202	144216	326957	0.558914
9	1	250000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	234054	235463	174228	295289	0.409975
9	1	250000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	234054	233202	156845	310411	0.494718
9	1	250000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	235463	233202	164308	304357	0.460147
9	250001	500000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	227859	230478	108996	349341	0.687995
9	250001	500000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	227859	227082	155071	299870	0.482873
9	250001	500000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	227859	204406	80552	351713	0.770972
9	250001	500000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	230478	227082	126088	331472	0.619612
9	250001	500000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	230478	204406	80415	354469	0.773140
9	250001	500000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	227082	204406	80650	350838	0.770122
9	500001	750000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	235099	211099	119802	326396	0.632955
9	500001	750000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	235099	230250	135057	330292	0.591098
9	500001	750000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	235099	221834	96723	360210	0.731482
9	500001	750000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	211099	230250	172998	268351	0.355329
9	500001	750000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	211099	221834	71700	361233	0.801513
9	500001	750000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	230250	221834	72909	379175	0.807717
9	750001	1000000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	224008	232941	118542	338407	0.649706
9	750001	1000000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	224008	184685	102717	305976	0.664297
9	750001	1000000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	224008	238787	108287	354508	0.694543
9	750001	1000000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	232941	184685	94491	323135	0.707580
9	750001	1000000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	232941	238787	121459	350269	0.653241
9	750001	1000000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	184685	238787	89750	333722	0.731064
9	1000001	1250000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	228549	240376	123184	345741	0.643710
9	1000001	1250000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	228549	234013	107097	355465	0.698713
9	1000001	1250000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	228549	226838	111561	343826	0.675531
9	1000001	1250000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	240376	234013	83015	391374	0.787888
9	1000001	1250000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	240376	226838	82202	385012	0.786495
9	1000001	1250000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	234013	226838	124716	336135	0.628971
9	1250001	1500000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	238942	240901	86252	393591	0.780859
9	1250001	1500000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	238942	239866	180385	298423	0.395539
9	1250001	1500000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	238942	243436	117873	364505	0.676622
9	1250001	1500000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	240901	239866	62670	418097	0.850107
9	1250001	1500000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	240901	243436	84002	400335	0.790171
9	1250001	1500000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	239866	243436	145166	338136	0.570688
9	1500001	1750000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	233989	230576	104032	360533	0.711449
9	1500001	1750000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	233989	236977	115099	355867	0.676567
9	1500001	1750000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	233989	236915	122596	348308	0.648024
9	1500001	1750000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	230576	236977	54803	412750	0.867225
9	1500001	1750000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	230576	236915	76217	391274	0.805208
9	1500001	1750000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	236977	236915	127565	346327	0.631663
9	1750001	2000000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	241613	239420	111788	369245	0.697253
9	1750001	2000000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	241613	235733	89744	387602	0.768464
9	1750001	2000000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	241613	236253	154942	322924	0.520191
9	1750001	2000000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	239420	235733	46534	428619	0.891433
9	1750001	2000000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	239420	236253	67505	408168	0.834615
9	1750001	2000000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	235733	236253	129355	342631	0.622466
9	2000001	2250000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	240026	235301	110732	364595	0.696288
9	2000001	2250000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	240026	240205	88082	392149	0.775386
9	2000001	2250000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	240026	241514	133691	347849	0.615664
9	2000001	2250000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	235301	240205	33882	441624	0.923279
9	2000001	2250000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	235301	241514	70183	406632	0.827404
9	2000001	2250000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	240205	241514	139136	342583	0.593862
9	2250001	2500000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	238332	239069	87304	390097	0.776199
9	2250001	2500000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	238332	237962	99018	377276	0.737545
9	2250001	2500000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	238332	233536	104906	366962	0.714123
9	2250001	2500000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	239069	237962	53159	423872	0.874587
9	2250001	2500000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	239069	233536	67072	405533	0.834608
9	2250001	2500000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	237962	233536	139096	332402	0.581543
9	2500001	2750000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	229613	239157	65572	403198	0.837370
9	2500001	2750000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	229613	239567	154512	314668	0.508968
9	2500001	2750000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	229613	240080	156644	313049	0.499618
9	2500001	2750000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	239157	239567	56275	422449	0.866789
9	2500001	2750000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	239157	240080	61803	417434	0.851945
9	2500001	2750000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	239567	240080	150493	329154	0.542788
9	2750001	3000000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	240778	237384	88760	389402	0.772061
9	2750001	3000000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	240778	238496	134590	344684	0.609526
9	2750001	3000000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	240778	241721	148594	333905	0.554981
9	2750001	3000000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	237384	238496	56790	419090	0.864492
9	2750001	3000000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	237384	241721	72478	406627	0.821758
9	2750001	3000000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	238496	241721	179564	300653	0.402753
9	3000001	3250000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	237620	242985	75383	405222	0.813971
9	3000001	3250000	HAP1_chr09	HAP3_chr09	HAP1	HAP3	237620	240949	105792	372777	0.716206
9	3000001	3250000	HAP1_chr09	HAP4_chr09	HAP1	HAP4	237620	240454	105156	372918	0.718018
9	3000001	3250000	HAP2_chr09	HAP3_chr09	HAP2	HAP3	242985	240949	34281	449653	0.923761
9	3000001	3250000	HAP2_chr09	HAP4_chr09	HAP2	HAP4	242985	240454	54744	428695	0.872301
9	3000001	3250000	HAP3_chr09	HAP4_chr09	HAP3	HAP4	240949	240454	137728	343675	0.599249
9	3250001	3500000	HAP1_chr09	HAP2_chr09	HAP1	HAP2	228235	226807	11578	443464	0.973892
