unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	150239689	130846889	15070260	266016318	0.056652	0.115175	0.097078	0.089690	False	0.098012
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	150239689	135645851	31677040	254208500	0.124610	0.233528	0.065515	0.061279	False	0.058802
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	150239689	116201272	14066159	252374802	0.055735	0.121050	0.097749	0.087718	False	0.098040
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	150239689	114636465	10630503	254245651	0.041812	0.092732	0.109669	0.098227	False	0.109117
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	150239689	89823304	12021568	228041425	0.052717	0.133836	0.100046	0.083727	False	0.098835
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	150239689	83786841	13480084	220546446	0.061121	0.160885	0.093960	0.076364	False	0.088653
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	150239689	83643941	13334457	220549173	0.060460	0.159419	0.094405	0.076732	False	0.089330
HAP1_chr01	HAP1_chr09	11,13,15,17,19,23	23	150239689	81531667	10556037	221215319	0.047718	0.129472	0.104170	0.085047	False	0.097641
HAP1_chr01	HAP1_chr10	11,13,15,17,19,23	23	150239689	79404595	10724012	218920272	0.048986	0.135055	0.103083	0.083366	False	0.100922
HAP1_chr01	HAP1_chr11	11,13,15,17,19,23	23	150239689	76408135	10981284	215666540	0.050918	0.143719	0.101481	0.080884	False	0.098597
HAP1_chr01	HAP1_chr12	11,13,15,17,19,23	23	150239689	75112288	8259089	217092888	0.038044	0.109957	0.113617	0.091523	False	0.109929
HAP1_chr01	HAP1_chr13	11,13,15,17,19,23	23	150239689	65292680	10258501	205273868	0.049975	0.157116	0.102255	0.077316	False	0.097177
HAP1_chr01	HAP1_chr14	11,13,15,17,19,23	23	150239689	69602838	9531119	210311408	0.045319	0.136936	0.106313	0.082814	False	0.098123
HAP1_chr01	HAP1_chr15	11,13,15,17,19,23	23	150239689	65432443	7585925	208086207	0.036456	0.115935	0.115405	0.089429	False	0.110363
HAP1_chr01	HAP1_chr16	11,13,15,17,19,23	23	150239689	65286725	7377643	208148771	0.035444	0.113004	0.116586	0.090443	False	0.111429
HAP1_chr01	HAP1_chr17	11,13,15,17,19,23	23	150239689	66033278	7125862	209147105	0.034071	0.107913	0.118246	0.092264	False	0.113867
HAP1_chr01	HAP1_chr18	11,13,15,17,19,23	23	150239689	58661035	8916796	199983928	0.044588	0.152005	0.106990	0.078641	False	0.101570
HAP1_chr01	HAP1_chr19	11,13,15,17,19,23	23	150239689	57867350	9094091	199012948	0.045696	0.157154	0.105969	0.077306	False	0.099828
HAP1_chr01	HAP1_chr20	11,13,15,17,19,23	23	150239689	57782683	8800164	199222208	0.044173	0.152298	0.107379	0.078565	False	0.101814
HAP1_chr01	HAP1_chr21	11,13,15,17,19,23	23	150239689	56117124	9062148	197294665	0.045932	0.161486	0.105754	0.076215	False	0.099423
HAP1_chr01	HAP1_chr22	11,13,15,17,19,23	23	150239689	50942171	8363099	192818761	0.043373	0.164168	0.108141	0.075553	False	0.100364
HAP1_chr01	HAP1_chr23	11,13,15,17,19,23	23	150239689	51894551	6701177	195433063	0.034289	0.129131	0.117978	0.085152	False	0.109613
HAP1_chr01	HAP1_chr24	11,13,15,17,19,23	23	150239689	49082707	8105338	191217058	0.042388	0.165136	0.109098	0.075316	False	0.100828
HAP1_chr01	HAP1_chr25	11,13,15,17,19,23	23	150239689	46528376	5483881	191284184	0.028669	0.117861	0.125525	0.088777	False	0.116820
HAP1_chr01	HAP1_chr26	11,13,15,17,19,23	23	150239689	49397097	7398657	192238129	0.038487	0.149779	0.113133	0.079232	False	0.106043
HAP1_chr01	HAP1_chr27	11,13,15,17,19,23	23	150239689	46061063	7664147	188636605	0.040629	0.166391	0.110867	0.075012	False	0.102003
HAP1_chr01	HAP1_chr28	11,13,15,17,19,23	23	150239689	48068892	5612131	192696450	0.029124	0.116752	0.124859	0.089151	False	0.116663
HAP1_chr01	HAP1_chr29	11,13,15,17,19,23	23	150239689	34774047	5135317	179878419	0.028549	0.147677	0.125702	0.079798	False	0.110059
HAP1_chr01	HAP1_chr30	11,13,15,17,19,23	23	150239689	40877332	5080215	186036806	0.027308	0.124280	0.127582	0.086673	False	0.116701
HAP1_chr01	HAP1_chr31	11,13,15,17,19,23	23	150239689	45810472	5658941	190391220	0.029723	0.123529	0.123999	0.086914	False	0.114377
HAP1_chr01	HAP1_chr32	11,13,15,17,19,23	23	150239689	44966666	5736638	189469717	0.030277	0.127575	0.123219	0.085634	False	0.113446
HAP1_chr01	HAP1_chr33	11,13,15,17,19,23	23	150239689	40396323	7279576	183356436	0.039702	0.180204	0.111832	0.071799	False	0.100906
HAP1_chr01	HAP1_chr34	11,13,15,17,19,23	23	150239689	39736525	7267071	182709143	0.039774	0.182881	0.111756	0.071204	False	0.100688
HAP1_chr01	HAP1_chr35	11,13,15,17,19,23	23	150239689	42102214	6657515	185684388	0.035854	0.158127	0.116104	0.077058	False	0.106479
HAP1_chr01	HAP1_chr36	11,13,15,17,19,23	23	150239689	38348209	7170794	181417104	0.039527	0.186992	0.112017	0.070306	False	0.100602
HAP1_chr01	HAP1_chr37	11,13,15,17,19,23	23	150239689	39368348	5416049	184191988	0.029404	0.137574	0.124454	0.082629	False	0.112132
HAP1_chr01	HAP1_chr38	11,13,15,17,19,23	23	150239689	36342220	6897339	179684570	0.038386	0.189789	0.113243	0.069706	False	0.101215
HAP1_chr01	HAP1_chr39	11,13,15,17,19,23	23	150239689	39578846	5161893	184656642	0.027954	0.130421	0.126592	0.084756	False	0.114548
HAP1_chr01	HAP1_chr40	11,13,15,17,19,23	23	150239689	36637340	6647396	180229633	0.036883	0.181438	0.114916	0.071524	False	0.102793
HAP1_chr01	HAP1_chr41	11,13,15,17,19,23	23	150239689	35529383	6660506	179108566	0.037187	0.187465	0.114572	0.070204	False	0.102587
HAP1_chr01	HAP1_chr42	11,13,15,17,19,23	23	150239689	39206875	5024859	184421705	0.027247	0.128163	0.127677	0.085451	False	0.115627
HAP1_chr01	HAP1_chr43	11,13,15,17,19,23	23	150239689	34294913	4936249	179598353	0.027485	0.143935	0.127308	0.080824	False	0.111603
HAP1_chr01	HAP1_chr44	11,13,15,17,19,23	23	150239689	34119911	4709470	179650130	0.026215	0.138027	0.129312	0.082498	False	0.114382
HAP1_chr01	HAP1_chr45	11,13,15,17,19,23	23	150239689	32406126	4714155	177931660	0.026494	0.145471	0.128862	0.080400	False	0.112550
HAP1_chr01	HAP1_chr46	11,13,15,17,19,23	23	150239689	29555866	4461904	175333651	0.025448	0.150965	0.130569	0.078917	False	0.112632
HAP1_chr01	HAP1_chr47	11,13,15,17,19,23	23	150239689	32002147	4655187	177586649	0.026214	0.145465	0.129313	0.080402	False	0.112597
HAP1_chr01	HAP1_chr48	11,13,15,17,19,23	23	150239689	29220301	4564673	174895317	0.026099	0.156216	0.129498	0.077546	False	0.110864
HAP1_chr01	HAP1_chr49	11,13,15,17,19,23	23	150239689	30294177	4477907	176055959	0.025435	0.147814	0.130592	0.079761	False	0.113155
HAP1_chr01	HAP1_chr50	11,13,15,17,19,23	23	150239689	29630585	4286027	175584247	0.024410	0.144649	0.132336	0.080627	False	0.114793
HAP1_chr01	HAP1_chr51	11,13,15,17,19,23	23	150239689	25598262	4259235	171578716	0.024824	0.166388	0.131623	0.075013	False	0.110641
HAP1_chr01	HAP2_chr01	11,13,15,17,19,23	23	150239689	150101510	150085407	150255792	0.998866	0.999893	0.000025	0.000005	False	0.000018
HAP1_chr01	HAP2_chr02	11,13,15,17,19,23	23	150239689	130685664	15041992	265883361	0.056574	0.115101	0.097135	0.089715	False	0.098064
HAP1_chr01	HAP2_chr03	11,13,15,17,19,23	23	150239689	135079522	31605824	253713387	0.124573	0.233979	0.065527	0.061200	False	0.058802
HAP1_chr01	HAP2_chr04	11,13,15,17,19,23	23	150239689	115961724	14035235	252166178	0.055659	0.121033	0.097806	0.087724	False	0.098087
HAP1_chr01	HAP2_chr05	11,13,15,17,19,23	23	150239689	114819978	10681309	254378358	0.041990	0.093027	0.109492	0.098103	False	0.108958
HAP1_chr01	HAP2_chr06	11,13,15,17,19,23	23	150239689	89768518	12011501	227996706	0.052683	0.133805	0.100072	0.083736	False	0.098858
HAP1_chr01	HAP2_chr07	11,13,15,17,19,23	23	150239689	83549232	13440096	220348825	0.060995	0.160864	0.094045	0.076370	False	0.088715
HAP1_chr01	HAP2_chr08	11,13,15,17,19,23	23	150239689	83428014	13303449	220364254	0.060370	0.159460	0.094467	0.076722	False	0.089371
HAP1_chr01	HAP2_chr09	11,13,15,17,19,23	23	150239689	81327087	10531858	221034918	0.047648	0.129500	0.104231	0.085038	False	0.097690
HAP1_chr01	HAP2_chr10	11,13,15,17,19,23	23	150239689	79505644	10735342	219009991	0.049018	0.135026	0.103056	0.083374	False	0.100894
HAP1_chr01	HAP2_chr11	11,13,15,17,19,23	23	150239689	76316221	10968354	215587556	0.050877	0.143722	0.101514	0.080883	False	0.098620
HAP1_chr01	HAP2_chr12	11,13,15,17,19,23	23	150239689	74790553	8216922	216813320	0.037899	0.109866	0.113778	0.091556	False	0.110075
HAP1_chr01	HAP2_chr13	11,13,15,17,19,23	23	150239689	65165808	10239238	205166259	0.049907	0.157126	0.102311	0.077313	False	0.097215
HAP1_chr01	HAP2_chr14	11,13,15,17,19,23	23	150239689	68884817	9391240	209733266	0.044777	0.136333	0.106814	0.082990	False	0.098544
HAP1_chr01	HAP2_chr15	11,13,15,17,19,23	23	150239689	65055636	7554982	207740343	0.036367	0.116131	0.115507	0.089362	False	0.110395
HAP1_chr01	HAP2_chr16	11,13,15,17,19,23	23	150239689	65067326	7375889	207931126	0.035473	0.113358	0.116552	0.090319	False	0.111337
HAP1_chr01	HAP2_chr17	11,13,15,17,19,23	23	150239689	64805048	6925135	208119602	0.033275	0.106861	0.119241	0.092650	False	0.114715
HAP1_chr01	HAP2_chr18	11,13,15,17,19,23	23	150239689	58562784	8897904	199904569	0.044511	0.151938	0.107062	0.078659	False	0.101627
HAP1_chr01	HAP2_chr19	11,13,15,17,19,23	23	150239689	57884192	9094921	199028960	0.045696	0.157123	0.105968	0.077314	False	0.099830
