unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	30905942	24165327	1094406	53976863	0.020275	0.045288	0.140229	0.125893	False	0.151212
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	30905942	25424535	1031868	55298609	0.018660	0.040586	0.143770	0.130050	False	0.153487
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	30905942	24429058	869667	54465333	0.015967	0.035600	0.150431	0.134993	False	0.162104
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	30905942	25098273	1055904	54948311	0.019216	0.042071	0.142517	0.128689	False	0.152648
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	30905942	27290614	3056584	55139972	0.055433	0.112001	0.097973	0.090795	False	0.100336
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	30905942	25821243	1079204	55647981	0.019393	0.041795	0.142125	0.128938	False	0.152382
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	30905942	25949360	1046302	55809000	0.018748	0.040321	0.143570	0.130297	False	0.153816
HAP1_chr01	HAP1_chr09	11,13,15,17,19,23	23	30905942	23751780	981497	53676225	0.018286	0.041323	0.144636	0.129368	False	0.156878
HAP1_chr01	HAP1_chr10	11,13,15,17,19,23	23	30905942	21254243	996761	51163424	0.019482	0.046897	0.141931	0.124565	False	0.152220
HAP1_chr01	HAP1_chr11	11,13,15,17,19,23	23	30905942	23311543	915945	53301540	0.017184	0.039291	0.147289	0.131275	False	0.159248
HAP1_chr01	HAP1_chr12	11,13,15,17,19,23	23	30905942	21905684	880723	51930903	0.016960	0.040205	0.147852	0.130406	False	0.159961
HAP1_chr01	HAP1_chr13	11,13,15,17,19,23	23	30905942	18914058	801202	49018798	0.016345	0.042360	0.149431	0.128430	False	0.161448
HAP1_chr01	HAP1_chr14	11,13,15,17,19,23	23	30905942	12729833	623834	43011941	0.014504	0.049006	0.154548	0.122890	False	0.164360
