unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	1932634	2020982	1985225	0.932031	0.973509	0.003256	False	14.1081
HAP1_chr01	HAP1_chr02	13	7393384	13648980	11794140	0.409612	0.626869	0.041747	False	1185.1519
HAP1_chr01	HAP1_chr02	15	4436008	25457492	20228489	0.107540	0.219295	0.109259	False	3549.9817
HAP1_chr01	HAP1_chr02	17	2021015	28986982	22624794	0.040754	0.089327	0.149824	False	7037.9528
HAP1_chr01	HAP1_chr02	19	1419191	30020658	23396109	0.027293	0.060659	0.154468	False	19780.9509
HAP1_chr01	HAP1_chr02	23	1094406	30905942	24165327	0.020275	0.045288	0.140229	False	237535.0016
HAP1_chr01	HAP1_chr03	11	1933379	2020982	1985595	0.932559	0.973703	0.003229	False	14.3876
HAP1_chr01	HAP1_chr03	13	7596461	13648980	12162073	0.417054	0.624602	0.040767	False	1191.1013
HAP1_chr01	HAP1_chr03	15	4604112	25457492	21384663	0.109004	0.215300	0.108446	False	3565.1765
HAP1_chr01	HAP1_chr03	17	2046291	28986982	24000580	0.040170	0.085260	0.150640	False	6905.7602
HAP1_chr01	HAP1_chr03	19	1394657	30020658	24763249	0.026122	0.056320	0.156716	False	18889.5138
HAP1_chr01	HAP1_chr03	23	1031868	30905942	25424535	0.018660	0.040586	0.143770	False	218344.4440
HAP1_chr01	HAP1_chr04	11	1929326	2020982	1981229	0.930744	0.973803	0.003321	False	14.5152
HAP1_chr01	HAP1_chr04	13	7494074	13648980	12031221	0.412076	0.622886	0.041420	False	1175.3390
HAP1_chr01	HAP1_chr04	15	4349313	25457492	20939609	0.103437	0.207707	0.111605	False	3368.3378
HAP1_chr01	HAP1_chr04	17	1780131	28986982	23316509	0.035234	0.076346	0.158072	False	6065.6946
HAP1_chr01	HAP1_chr04	19	1164175	30020658	23938878	0.022051	0.048631	0.165425	False	16027.1441
HAP1_chr01	HAP1_chr04	23	869667	30905942	24429058	0.015967	0.035600	0.150431	False	187733.9527
HAP1_chr01	HAP1_chr05	11	1933908	2020982	1986189	0.932785	0.973678	0.003218	False	14.3541
HAP1_chr01	HAP1_chr05	13	7577485	13648980	12130275	0.416305	0.624675	0.040865	False	1189.9417
HAP1_chr01	HAP1_chr05	15	4584319	25457492	21228496	0.108887	0.215951	0.108510	False	3565.9191
HAP1_chr01	HAP1_chr05	17	2050135	28986982	23768715	0.040432	0.086254	0.150272	False	6955.6971
HAP1_chr01	HAP1_chr05	19	1410344	30020658	24491750	0.026559	0.057584	0.155866	False	19209.2083
HAP1_chr01	HAP1_chr05	23	1055904	30905942	25098273	0.019216	0.042071	0.142517	False	224878.2007
HAP1_chr01	HAP1_chr06	11	1952408	2020982	2002674	0.942624	0.974901	0.002725	False	16.1763
HAP1_chr01	HAP1_chr06	13	8634364	13648980	12869172	0.482804	0.670934	0.032995	False	1485.8382
