chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.022166	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.019448	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.018742	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.020529	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.022199	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.021757	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.019687	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.021088	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.021464	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.018205	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.020531	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.020041	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.020371	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.019888	False
