chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr02	chr03	0.047344	-20.686	0	0	True
chr01	chr05	0.048180	-20.434	0	0	True
chr04	chr10	0.049497	-20.035	0	0	True
chr06	chr09	0.049897	-19.914	0	0	True
chr07	chr08	0.051769	-19.348	0	0	True
chr12	chr13	0.051898	-19.309	0	0	True
chr11	chr15	0.052602	-19.096	0	0	True
chr16	chr18	0.052700	-19.067	0	0	True
chr14	chr17	0.054208	-18.610	0	0	True
chr08	chr09	0.107411	-2.521	0.00585414	0.0895684	False
chr08	chr16	0.108101	-2.312	0.0103786	0.144356	False
chr09	chr16	0.108232	-2.273	0.011525	0.146944	False
chr08	chr15	0.108857	-2.084	0.0185952	0.207009	False
chr09	chr15	0.108882	-2.076	0.018942	0.207009	False
chr07	chr11	0.109105	-2.008	0.0222983	0.227442	False
chr09	chr17	0.110078	-1.714	0.0432474	0.362357	False
chr01	chr08	0.110134	-1.697	0.0448176	0.362357	False
chr15	chr16	0.110164	-1.688	0.0456814	0.362357	False
chr08	chr12	0.110218	-1.672	0.047255	0.362357	False
chr06	chr07	0.110243	-1.664	0.0480201	0.362357	False
chr08	chr17	0.110299	-1.647	0.0497353	0.362357	False
chr16	chr17	0.110425	-1.609	0.0537566	0.373853	False
chr09	chr12	0.110601	-1.556	0.0598248	0.397965	False
chr15	chr17	0.110973	-1.444	0.074416	0.468226	False
chr01	chr09	0.111069	-1.415	0.0785874	0.468226	False
chr04	chr07	0.111091	-1.408	0.0795679	0.468226	False
chr12	chr15	0.111321	-1.339	0.0903663	0.512076	False
chr06	chr16	0.111607	-1.252	0.105324	0.570519	False
chr07	chr14	0.111670	-1.233	0.108782	0.570519	False
chr07	chr09	0.111814	-1.189	0.117139	0.570519	False
chr06	chr11	0.111841	-1.181	0.118783	0.570519	False
chr02	chr08	0.111850	-1.178	0.119324	0.570519	False
chr06	chr14	0.112273	-1.051	0.146739	0.647782	False
chr12	chr17	0.112293	-1.045	0.148115	0.647782	False
chr07	chr13	0.112294	-1.044	0.148185	0.647782	False
chr01	chr16	0.112439	-1.000	0.158559	0.650332	False
chr12	chr16	0.112528	-0.973	0.165176	0.650332	False
chr05	chr07	0.112547	-0.968	0.166607	0.650332	False
chr08	chr11	0.112608	-0.949	0.171276	0.650332	False
chr11	chr14	0.112614	-0.947	0.171718	0.650332	False
chr07	chr18	0.112647	-0.937	0.174272	0.650332	False
chr06	chr08	0.112721	-0.915	0.180066	0.655954	False
chr04	chr06	0.112864	-0.872	0.191661	0.661298	False
chr02	chr09	0.112877	-0.868	0.192735	0.661298	False
chr14	chr15	0.112898	-0.861	0.194499	0.661298	False
chr11	chr13	0.113019	-0.825	0.204709	0.680881	False
chr09	chr11	0.113126	-0.793	0.213996	0.696624	False
chr07	chr16	0.113272	-0.748	0.227085	0.718707	False
chr04	chr11	0.113306	-0.738	0.230174	0.718707	False
chr01	chr15	0.113404	-0.709	0.239275	0.720221	False
chr07	chr15	0.113412	-0.706	0.240074	0.720221	False
chr01	chr02	0.113470	-0.689	0.245537	0.722446	False
chr14	chr16	0.113558	-0.662	0.254014	0.733285	False
chr11	chr18	0.113692	-0.621	0.267197	0.748824	False
chr06	chr13	0.113740	-0.607	0.271943	0.748824	False
chr06	chr18	0.113761	-0.601	0.27408	0.748824	False
chr06	chr15	0.113810	-0.586	0.279038	0.748996	False
chr05	chr11	0.113986	-0.532	0.297198	0.768254	False
chr14	chr18	0.113993	-0.530	0.297905	0.768254	False
chr11	chr17	0.114086	-0.502	0.307698	0.768254	False
chr01	chr07	0.114104	-0.497	0.309695	0.768254	False
chr09	chr14	0.114172	-0.476	0.316984	0.768254	False
chr01	chr12	0.114231	-0.458	0.323311	0.768254	False
chr11	chr16	0.114254	-0.451	0.325895	0.768254	False
chr04	chr08	0.114392	-0.410	0.340988	0.768254	False
chr05	chr06	0.114394	-0.409	0.341237	0.768254	False
chr01	chr17	0.114420	-0.401	0.344155	0.768254	False
chr07	chr17	0.114434	-0.397	0.345742	0.768254	False
chr02	chr15	0.114441	-0.395	0.346468	0.768254	False
chr09	chr13	0.114528	-0.369	0.356226	0.778609	False
chr04	chr14	0.114591	-0.350	0.363324	0.782938	False
chr04	chr09	0.114680	-0.323	0.373472	0.785474	False
chr08	chr14	0.114734	-0.306	0.379701	0.785474	False
chr04	chr13	0.114736	-0.306	0.379903	0.785474	False
chr04	chr05	0.114846	-0.273	0.392601	0.785909	False
chr06	chr17	0.114902	-0.256	0.399126	0.785909	False
chr07	chr12	0.114912	-0.252	0.400382	0.785909	False
chr09	chr18	0.114942	-0.243	0.403862	0.785909	False
chr02	chr12	0.114958	-0.238	0.405796	0.785909	False
chr02	chr16	0.115071	-0.204	0.419011	0.801358	False
chr13	chr14	0.115139	-0.184	0.427091	0.806727	False
chr06	chr12	0.115385	-0.109	0.456447	0.849862	False
chr03	chr07	0.115466	-0.085	0.466203	0.849862	False
chr08	chr13	0.115526	-0.067	0.473421	0.849862	False
chr13	chr18	0.115528	-0.066	0.473662	0.849862	False
chr11	chr12	0.115609	-0.042	0.48339	0.849862	False
chr01	chr06	0.115628	-0.036	0.485741	0.849862	False
chr02	chr07	0.115681	-0.020	0.492102	0.849862	False
chr08	chr18	0.115700	-0.014	0.494364	0.849862	False
chr05	chr13	0.115843	0.029	0.511615	0.862051	False
chr04	chr15	0.115886	0.042	0.516739	0.862051	False
chr02	chr17	0.115936	0.057	0.522825	0.862051	False
chr15	chr18	0.115954	0.063	0.525022	0.862051	False
chr04	chr18	0.115992	0.074	0.529626	0.862051	False
chr13	chr15	0.116169	0.128	0.55081	0.887094	False
chr05	chr08	0.116274	0.159	0.563348	0.897835	False
chr01	chr11	0.116379	0.191	0.575852	0.908302	False
chr17	chr18	0.116476	0.221	0.587279	0.916874	False
chr13	chr17	0.116631	0.267	0.6054	0.927954	False
chr12	chr14	0.116640	0.270	0.606506	0.927954	False
chr04	chr16	0.116713	0.292	0.614972	0.931591	False
chr01	chr04	0.116912	0.352	0.637677	0.94382	False
chr04	chr12	0.116920	0.355	0.63864	0.94382	False
chr05	chr09	0.116946	0.363	0.64161	0.94382	False
chr05	chr14	0.117001	0.379	0.647719	0.94382	False
chr13	chr16	0.117144	0.423	0.66375	0.958054	False
chr03	chr06	0.117250	0.455	0.675338	0.959408	False
chr05	chr18	0.117374	0.492	0.688658	0.959408	False
chr03	chr11	0.117439	0.512	0.695625	0.959408	False
chr03	chr05	0.117485	0.526	0.700449	0.959408	False
chr02	chr04	0.117488	0.527	0.700791	0.959408	False
chr02	chr11	0.117503	0.531	0.702312	0.959408	False
chr04	chr17	0.117720	0.597	0.724667	0.966022	False
chr03	chr13	0.117747	0.605	0.727361	0.966022	False
chr02	chr06	0.117979	0.675	0.750142	0.966022	False
chr05	chr12	0.118017	0.687	0.753851	0.966022	False
chr09	chr10	0.118045	0.695	0.756488	0.966022	False
