	daBudDavi1	/lustre/scratch122/tol/data/2/9/c/5/5/0/Buddleja_davidii	/lustre/scratch122/tol/data/2/9/c/5/5/0/Buddleja_davidii/assembly/release/daBudDavi1.hap1.2/insdc/GCA_965641825.2.fa.gz	/lustre/scratch122/tol/data/2/9/c/5/5/0/Buddleja_davidii/assembly/release/daBudDavi1.hap2.2/insdc/GCA_965641805.2.fa.gz		
very small alt; allo	daEupConf1	/lustre/scratch122/tol/data/a/6/a/3/3/6/Euphrasia_confusa	/lustre/scratch122/tol/data/a/6/a/3/3/6/Euphrasia_confusa/assembly/release/daEupConf1.1/insdc/GCA_954870475.1.fasta.gz	/lustre/scratch122/tol/data/a/6/a/3/3/6/Euphrasia_confusa/assembly/release/daEupConf1.1_alternate_haplotype/insdc/GCA_954870545.1.fasta.gz		
	daGalBore1	/lustre/scratch122/tol/data/c/c/1/3/c/5/Galium_boreale	/lustre/scratch122/tol/data/c/c/1/3/c/5/Galium_boreale/assembly/release/daGalBore1.hap1.1/insdc/GCA_977964095.1.fa.gz	/lustre/scratch122/tol/data/c/c/1/3/c/5/Galium_boreale/assembly/release/daGalBore1.hap2.1/insdc/GCA_977964275.1.fa.gz		
	daGleHede1	/lustre/scratch122/tol/data/5/7/5/d/3/a/Glechoma_hederacea	/lustre/scratch122/tol/data/5/7/5/d/3/a/Glechoma_hederacea/assembly/release/daGleHede1.hap1.2/insdc/GCA_965282405.2.fa.gz	/lustre/scratch122/tol/data/5/7/5/d/3/a/Glechoma_hederacea/assembly/release/daGleHede1.hap2.2/insdc/GCA_965282435.2.fa.gz		
	daInuConz1	/lustre/scratch122/tol/data/1/1/a/b/9/5/Inula_conyza	/lustre/scratch122/tol/data/1/1/a/b/9/5/Inula_conyza/assembly/release/daInuConz1.hap1.1/insdc/GCA_965217385.1.fasta.gz	/lustre/scratch122/tol/data/1/1/a/b/9/5/Inula_conyza/assembly/release/daInuConz1.hap2.1/insdc/GCA_965217395.1.fasta.gz		
	daLatSqua1	/lustre/scratch122/tol/data/b/5/7/b/3/0/Lathraea_squamaria	/lustre/scratch122/tol/data/b/5/7/b/3/0/Lathraea_squamaria/assembly/release/daLatSqua1.hap1.1/insdc/GCA_973357735.1.fa.gz	/lustre/scratch122/tol/data/b/5/7/b/3/0/Lathraea_squamaria/assembly/release/daLatSqua1.hap2.1/insdc/GCA_973357885.1.fa.gz		
	daSenVisc1	/lustre/scratch122/tol/data/e/2/8/e/b/3/Senecio_viscosus	/lustre/scratch122/tol/data/e/2/8/e/b/3/Senecio_viscosus/assembly/release/daSenVisc1.hap2.1/insdc/GCA_965637505.1.fa.gz	/lustre/scratch122/tol/data/e/2/8/e/b/3/Senecio_viscosus/assembly/release/daSenVisc1.hap2.2/insdc/GCA_965637505.2.fa.gz		
	daSonOler1	/lustre/scratch122/tol/data/6/f/b/4/6/1/Sonchus_oleraceus	/lustre/scratch122/tol/data/6/f/b/4/6/1/Sonchus_oleraceus/assembly/curated/daSonOler1.1/daSonOler1.hap1.1.primary.fa.gz	/lustre/scratch122/tol/data/6/f/b/4/6/1/Sonchus_oleraceus/assembly/curated/daSonOler1.1/daSonOler1.hap2.1.primary.fa.gz		
	dcCerAlpi1	/lustre/scratch122/tol/data/a/2/6/9/1/4/Cerastium_alpinum	/lustre/scratch122/tol/data/a/2/6/9/1/4/Cerastium_alpinum/assembly/curated/dcCerAlpi1.1/dcCerAlpi1.hap1.1.primary.fa.gz	/lustre/scratch122/tol/data/a/2/6/9/1/4/Cerastium_alpinum/assembly/curated/dcCerAlpi1.1/dcCerAlpi1.hap2.1.primary.fa.gz		
	dcHonPepl1	/lustre/scratch122/tol/data/9/1/c/c/1/1/Honckenya_peploides	/lustre/scratch122/tol/data/9/1/c/c/1/1/Honckenya_peploides/assembly/release/dcHonPepl1.hap1.2/insdc/GCA_965231345.2.fa.gz	/lustre/scratch122/tol/data/9/1/c/c/1/1/Honckenya_peploides/assembly/release/dcHonPepl1.hap2.2/insdc/GCA_965231355.2.fa.gz		
