unit_id	hap	chrom	seq_id	length	source	desc
HAP1_chr01	HAP1	1	OZ256545.1	591862964	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap1.1/insdc/GCA_965278285.1.fa.gz	Triticum turgidum genome assembly, chromosome: 1A
HAP1_chr02	HAP1	2	OZ256547.1	797885371	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap1.1/insdc/GCA_965278285.1.fa.gz	Triticum turgidum genome assembly, chromosome: 2A
HAP1_chr03	HAP1	3	OZ256549.1	757079690	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap1.1/insdc/GCA_965278285.1.fa.gz	Triticum turgidum genome assembly, chromosome: 3A
HAP1_chr04	HAP1	4	OZ256551.1	760432648	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap1.1/insdc/GCA_965278285.1.fa.gz	Triticum turgidum genome assembly, chromosome: 4A
HAP1_chr05	HAP1	5	OZ256553.1	713809180	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap1.1/insdc/GCA_965278285.1.fa.gz	Triticum turgidum genome assembly, chromosome: 5A
HAP1_chr06	HAP1	6	OZ256555.1	618044106	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap1.1/insdc/GCA_965278285.1.fa.gz	Triticum turgidum genome assembly, chromosome: 6A
HAP1_chr07	HAP1	7	OZ256557.1	743832821	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap1.1/insdc/GCA_965278285.1.fa.gz	Triticum turgidum genome assembly, chromosome: 7A
HAP2_chr01	HAP2	1	CBDIFK010000001.1	598246509	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap2.1/insdc/GCA_965278335.1.fa.gz	Triticum turgidum genome assembly, contig: SUPER_1A, whole genome shotgun sequence
HAP2_chr02	HAP2	2	CBDIFK010000003.1	805208225	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap2.1/insdc/GCA_965278335.1.fa.gz	Triticum turgidum genome assembly, contig: SUPER_2A, whole genome shotgun sequence
HAP2_chr03	HAP2	3	CBDIFK010000005.1	758262191	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap2.1/insdc/GCA_965278335.1.fa.gz	Triticum turgidum genome assembly, contig: SUPER_3A, whole genome shotgun sequence
HAP2_chr04	HAP2	4	CBDIFK010000007.1	767475203	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap2.1/insdc/GCA_965278335.1.fa.gz	Triticum turgidum genome assembly, contig: SUPER_4A, whole genome shotgun sequence
HAP2_chr05	HAP2	5	CBDIFK010000009.1	733141077	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap2.1/insdc/GCA_965278335.1.fa.gz	Triticum turgidum genome assembly, contig: SUPER_5A, whole genome shotgun sequence
HAP2_chr06	HAP2	6	CBDIFK010000011.1	623261667	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap2.1/insdc/GCA_965278335.1.fa.gz	Triticum turgidum genome assembly, contig: SUPER_6A, whole genome shotgun sequence
HAP2_chr07	HAP2	7	CBDIFK010000013.1	692847113	/lustre/scratch122/tol/data/b/f/d/2/3/0/Triticum_turgidum/assembly/release/lpTriTurg1.hap2.1/insdc/GCA_965278335.1.fa.gz	Triticum turgidum genome assembly, contig: SUPER_7A, whole genome shotgun sequence
