unit	win_start	win_end	a_hits	b_hits	a_frac	b_frac	assigned
HAPA_chr07	1	250000	10911	23623	0.0238	0.0517	b
HAPA_chr07	250001	500000	15453	9265	0.0337	0.0203	ambiguous
HAPA_chr07	500001	750000	29689	5338	0.0647	0.0117	a
HAPA_chr07	750001	1000000	30035	7368	0.0655	0.0161	a
HAPA_chr07	1000001	1250000	32331	11484	0.0705	0.0251	a
HAPA_chr07	1250001	1500000	16161	7352	0.0352	0.0161	a
HAPA_chr07	1500001	1750000	25997	5638	0.0567	0.0123	a
HAPA_chr07	1750001	2000000	12287	3536	0.0268	0.0077	a
HAPA_chr07	2000001	2250000	19468	3676	0.0424	0.0080	a
HAPA_chr07	2250001	2500000	14448	4340	0.0315	0.0095	a
HAPA_chr07	2500001	2750000	27830	5198	0.0607	0.0114	a
HAPA_chr07	2750001	3000000	28056	8135	0.0612	0.0178	a
HAPA_chr07	3000001	3250000	16898	8198	0.0368	0.0179	a
HAPA_chr07	3250001	3500000	18300	7876	0.0399	0.0172	a
HAPA_chr07	3500001	3750000	26134	7959	0.0570	0.0174	a
HAPA_chr07	3750001	4000000	18387	7123	0.0401	0.0156	a
HAPA_chr07	4000001	4250000	33755	7839	0.0736	0.0172	a
HAPA_chr07	4250001	4500000	28400	6019	0.0619	0.0132	a
HAPA_chr07	4500001	4750000	53157	5767	0.1159	0.0126	a
HAPA_chr07	4750001	5000000	32421	7523	0.0707	0.0165	a
HAPA_chr07	5000001	5250000	29317	5311	0.0639	0.0116	a
HAPA_chr07	5250001	5500000	20938	7474	0.0457	0.0164	a
HAPA_chr07	5500001	5750000	20065	7510	0.0438	0.0164	a
HAPA_chr07	5750001	6000000	19959	3358	0.0435	0.0073	a
HAPA_chr07	6000001	6250000	20192	7566	0.0440	0.0166	a
HAPA_chr07	6250001	6500000	23341	9579	0.0509	0.0210	a
HAPA_chr07	6500001	6750000	23699	6399	0.0517	0.0140	a
HAPA_chr07	6750001	7000000	24617	7320	0.0537	0.0160	a
HAPA_chr07	7000001	7250000	29027	7341	0.0633	0.0161	a
HAPA_chr07	7250001	7500000	22588	6006	0.0493	0.0131	a
HAPA_chr07	7500001	7750000	30667	4898	0.0669	0.0107	a
HAPA_chr07	7750001	8000000	34797	8572	0.0759	0.0188	a
HAPA_chr07	8000001	8250000	18245	7065	0.0398	0.0155	a
HAPA_chr07	8250001	8500000	25315	4967	0.0552	0.0109	a
HAPA_chr07	8500001	8750000	24823	5571	0.0541	0.0122	a
HAPA_chr07	8750001	9000000	17994	7088	0.0392	0.0155	a
HAPA_chr07	9000001	9250000	22055	7243	0.0481	0.0159	a
HAPA_chr07	9250001	9500000	32797	10566	0.0715	0.0231	a
HAPA_chr07	9500001	9750000	13301	9575	0.0290	0.0210	ambiguous
HAPA_chr07	9750001	10000000	16774	5225	0.0366	0.0114	a
HAPA_chr07	10000001	10250000	32465	7417	0.0708	0.0162	a
HAPA_chr07	10250001	10500000	22877	6288	0.0499	0.0138	a
HAPA_chr07	10500001	10750000	16203	5270	0.0353	0.0115	a
HAPA_chr07	10750001	11000000	24007	7880	0.0523	0.0172	a
HAPA_chr07	11000001	11250000	20196	9165	0.0440	0.0201	a
HAPA_chr07	11250001	11500000	21130	7120	0.0461	0.0156	a
HAPA_chr07	11500001	11750000	36099	7298	0.0787	0.0160	a
HAPA_chr07	11750001	12000000	23015	10562	0.0502	0.0231	a
HAPA_chr07	12000001	12250000	29990	7763	0.0654	0.0170	a
HAPA_chr07	12250001	12500000	37729	8131	0.0823	0.0178	a
HAPA_chr07	12500001	12750000	20890	6457	0.0455	0.0141	a
HAPA_chr07	12750001	13000000	32830	5967	0.0716	0.0131	a
HAPA_chr07	13000001	13250000	23574	6625	0.0514	0.0145	a
HAPA_chr07	13250001	13500000	32763	6233	0.0714	0.0136	a
HAPA_chr07	13500001	13750000	9806	8875	0.0214	0.0194	ambiguous
HAPA_chr07	13750001	14000000	29794	9421	0.0650	0.0206	a
HAPA_chr07	14000001	14250000	28106	6013	0.0613	0.0132	a
HAPA_chr07	14250001	14500000	41367	6120	0.0902	0.0134	a
HAPA_chr07	14500001	14750000	25145	7761	0.0548	0.0170	a
HAPA_chr07	14750001	15000000	28929	11721	0.0631	0.0257	a
HAPA_chr07	15000001	15250000	23637	7550	0.0515	0.0165	a
HAPA_chr07	15250001	15500000	23926	7214	0.0522	0.0158	a
HAPA_chr07	15500001	15750000	10676	5070	0.0233	0.0111	a
HAPA_chr07	15750001	16000000	8352	4155	0.0182	0.0091	a
HAPA_chr07	16000001	16250000	18650	7532	0.0407	0.0165	a
HAPA_chr07	16250001	16500000	29962	6652	0.0653	0.0146	a
HAPA_chr07	16500001	16750000	32194	10282	0.0702	0.0225	a
