chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr02	chr03	0.095103	-10.948	0	0	True
chr04	chr08	0.095173	-10.896	0	0	True
chr05	chr10	0.096679	-9.797	0	0	True
chr07	chr12	0.098874	-8.195	1.11022e-16	3.77476e-15	True
chr11	chr15	0.099396	-7.814	2.77556e-15	7.54952e-14	True
chr09	chr17	0.100822	-6.774	6.28497e-12	1.42459e-10	True
chr01	chr14	0.102177	-5.785	3.6321e-09	7.05666e-08	True
chr13	chr16	0.102479	-5.564	1.31786e-08	2.24037e-07	True
chr01	chr06	0.103554	-4.780	8.78579e-07	1.32763e-05	False
chr13	chr15	0.104893	-3.802	7.18118e-05	0.000976641	False
chr06	chr09	0.105082	-3.664	0.000124112	0.00153448	False
chr08	chr11	0.105668	-3.237	0.00060467	0.00685292	False
chr11	chr16	0.106010	-2.987	0.00140984	0.0147491	False
chr03	chr08	0.106394	-2.706	0.00340237	0.0330516	False
chr03	chr11	0.106599	-2.557	0.00527829	0.0478565	False
chr03	chr05	0.106951	-2.300	0.0107215	0.0911327	False
chr03	chr04	0.107183	-2.131	0.0165522	0.132418	False
chr03	chr10	0.107409	-1.966	0.0246701	0.186396	False
chr04	chr11	0.107480	-1.914	0.0278302	0.190518	False
chr03	chr06	0.107484	-1.911	0.0280174	0.190518	False
chr10	chr11	0.107932	-1.584	0.0565632	0.354403	False
chr04	chr10	0.107941	-1.578	0.0573299	0.354403	False
chr05	chr08	0.107978	-1.551	0.0604732	0.35758	False
chr03	chr09	0.108037	-1.508	0.0658089	0.372917	False
chr08	chr10	0.108103	-1.459	0.0722839	0.393225	False
chr04	chr05	0.108153	-1.423	0.0773549	0.404626	False
chr05	chr11	0.108402	-1.241	0.107312	0.500258	False
chr11	chr17	0.108410	-1.235	0.108352	0.500258	False
chr03	chr15	0.108417	-1.230	0.109348	0.500258	False
chr08	chr17	0.108424	-1.225	0.110351	0.500258	False
chr06	chr11	0.108487	-1.179	0.119153	0.506299	False
chr08	chr15	0.108498	-1.171	0.12086	0.506299	False
chr03	chr16	0.108512	-1.161	0.122852	0.506299	False
chr09	chr11	0.108603	-1.094	0.136953	0.547811	False
chr01	chr03	0.108661	-1.052	0.146324	0.568575	False
chr06	chr08	0.108703	-1.021	0.153565	0.578142	False
chr11	chr12	0.108725	-1.006	0.157289	0.578142	False
chr08	chr16	0.108781	-0.964	0.167484	0.599418	False
chr02	chr08	0.108881	-0.891	0.186334	0.630043	False
chr04	chr06	0.108933	-0.853	0.196719	0.630043	False
chr03	chr14	0.108946	-0.844	0.19927	0.630043	False
chr05	chr06	0.108948	-0.842	0.199793	0.630043	False
chr11	chr14	0.108964	-0.831	0.203025	0.630043	False
chr04	chr17	0.108968	-0.828	0.203838	0.630043	False
chr02	chr11	0.109038	-0.777	0.218541	0.636074	False
chr08	chr09	0.109039	-0.776	0.21877	0.636074	False
chr03	chr12	0.109078	-0.747	0.227414	0.636074	False
chr04	chr16	0.109082	-0.745	0.228144	0.636074	False
chr08	chr14	0.109093	-0.737	0.230675	0.636074	False
chr10	chr15	0.109107	-0.726	0.233851	0.636074	False
chr05	chr09	0.109168	-0.682	0.247728	0.653329	False
chr05	chr15	0.109188	-0.668	0.252177	0.653329	False
chr02	chr05	0.109199	-0.659	0.25482	0.653329	False
chr09	chr10	0.109218	-0.645	0.25941	0.653329	False
chr02	chr06	0.109304	-0.583	0.279996	0.692353	False
chr04	chr15	0.109450	-0.476	0.316996	0.756453	False
chr03	chr13	0.109453	-0.474	0.317712	0.756453	False
chr03	chr17	0.109498	-0.441	0.329676	0.756453	False
chr10	chr16	0.109500	-0.440	0.330023	0.756453	False
chr02	chr04	0.109538	-0.412	0.340127	0.756453	False
chr02	chr10	0.109538	-0.412	0.340211	0.756453	False
chr04	chr09	0.109555	-0.399	0.344854	0.756453	False
chr10	chr14	0.109630	-0.345	0.365024	0.787988	False
chr03	chr07	0.109671	-0.315	0.376536	0.79073	False
chr01	chr08	0.109676	-0.311	0.377923	0.79073	False
chr15	chr16	0.109713	-0.284	0.388037	0.791243	False
chr06	chr10	0.109719	-0.280	0.389803	0.791243	False
chr09	chr15	0.109890	-0.155	0.438346	0.844645	False
chr08	chr12	0.109892	-0.154	0.438993	0.844645	False
chr14	chr16	0.109897	-0.150	0.440432	0.844645	False
chr11	chr13	0.109899	-0.149	0.440954	0.844645	False
chr09	chr14	0.110078	-0.018	0.492838	0.8904	False
chr15	chr17	0.110080	-0.017	0.493347	0.8904	False
chr12	chr15	0.110093	-0.007	0.497333	0.8904	False
chr05	chr16	0.110114	0.009	0.503411	0.8904	False
chr05	chr14	0.110125	0.016	0.506577	0.8904	False
chr01	chr04	0.110126	0.018	0.506995	0.8904	False
chr06	chr15	0.110161	0.043	0.517163	0.8904	False
chr04	chr14	0.110162	0.043	0.517217	0.8904	False
chr09	chr16	0.110195	0.067	0.526793	0.895548	False
chr16	chr17	0.110230	0.093	0.536987	0.898969	False
chr05	chr12	0.110248	0.106	0.542293	0.898969	False
chr14	chr15	0.110297	0.142	0.556324	0.898969	False
chr07	chr11	0.110375	0.199	0.578902	0.898969	False
chr08	chr13	0.110388	0.209	0.58268	0.898969	False
chr02	chr09	0.110394	0.212	0.584122	0.898969	False
chr05	chr17	0.110421	0.232	0.59188	0.898969	False
chr04	chr07	0.110424	0.235	0.592712	0.898969	False
chr10	chr17	0.110428	0.238	0.594004	0.898969	False
chr01	chr05	0.110432	0.240	0.594906	0.898969	False
chr06	chr16	0.110490	0.283	0.611243	0.913169	False
chr02	chr16	0.110515	0.301	0.618271	0.913169	False
chr04	chr12	0.110626	0.382	0.648906	0.913169	False
chr09	chr12	0.110647	0.397	0.654471	0.913169	False
chr12	chr16	0.110686	0.426	0.66502	0.913169	False
chr10	chr12	0.110690	0.429	0.666116	0.913169	False
chr01	chr11	0.110700	0.436	0.668668	0.913169	False
chr06	chr12	0.110724	0.454	0.674965	0.913169	False
chr02	chr15	0.110754	0.475	0.682773	0.913169	False
chr09	chr13	0.110762	0.481	0.68477	0.913169	False
chr07	chr08	0.110779	0.494	0.689294	0.913169	False
chr06	chr14	0.110789	0.501	0.691947	0.913169	False
chr01	chr02	0.110791	0.503	0.692365	0.913169	False
chr14	chr17	0.110814	0.520	0.698305	0.913169	False
chr06	chr17	0.110977	0.638	0.738262	0.953158	False
chr01	chr10	0.110996	0.652	0.742902	0.953158	False
chr10	chr13	0.111040	0.684	0.75312	0.957237	False
chr02	chr12	0.111114	0.738	0.769821	0.96091	False
chr06	chr13	0.111127	0.748	0.77279	0.96091	False
chr05	chr13	0.111154	0.768	0.778689	0.96091	False
chr12	chr14	0.111180	0.787	0.784272	0.96091	False
chr07	chr10	0.111253	0.840	0.799566	0.970902	False
chr04	chr13	0.111325	0.892	0.813823	0.97347	False
chr02	chr13	0.111378	0.931	0.824057	0.97347	False
chr01	chr09	0.111466	0.995	0.840216	0.97347	False
chr01	chr17	0.111488	1.012	0.844121	0.97347	False
chr12	chr17	0.111517	1.033	0.849097	0.97347	False
chr02	chr14	0.111551	1.057	0.854832	0.97347	False
chr13	chr14	0.111588	1.084	0.860793	0.97347	False
chr05	chr07	0.111594	1.089	0.861882	0.97347	False
chr13	chr17	0.111621	1.108	0.866102	0.97347	False
chr07	chr16	0.111809	1.246	0.89356	0.974861	False
chr07	chr15	0.111890	1.305	0.903973	0.974861	False
chr06	chr07	0.111920	1.326	0.907643	0.974861	False
chr01	chr15	0.111931	1.335	0.909032	0.974861	False
chr07	chr09	0.111941	1.342	0.910176	0.974861	False
chr02	chr17	0.112089	1.450	0.926438	0.974861	False
chr02	chr07	0.112126	1.477	0.930101	0.974861	False
chr12	chr13	0.112142	1.489	0.931732	0.974861	False
chr07	chr14	0.112144	1.490	0.931852	0.974861	False
chr07	chr17	0.112348	1.639	0.949387	0.982355	False
chr01	chr16	0.112403	1.679	0.953463	0.982355	False
chr07	chr13	0.113048	2.150	0.984228	0.996901	False
chr01	chr12	0.113135	2.213	0.986562	0.996901	False
chr01	chr13	0.113608	2.558	0.99474	0.996901	False
chr01	chr07	0.113853	2.737	0.996901	0.996901	False
