unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b
HAP1_chr01	HAP2_chr01	chr01	2070	1304	15091	14350
HAP1_chr01	HAP3_chr01	chr01	2858	1248	15091	13484
HAP1_chr01	HAP4_chr01	chr01	2022	1040	15091	14112
HAP2_chr01	HAP3_chr01	chr01	2151	1286	14350	13484
HAP2_chr01	HAP4_chr01	chr01	1392	1160	14350	14112
HAP3_chr01	HAP4_chr01	chr01	1231	1859	13484	14112
HAP1_chr02	HAP2_chr02	chr02	977	1873	12769	13665
HAP1_chr02	HAP3_chr02	chr02	1459	1217	12769	12525
HAP1_chr02	HAP4_chr02	chr02	975	1618	12769	13412
HAP2_chr02	HAP3_chr02	chr02	2146	1006	13665	12525
HAP2_chr02	HAP4_chr02	chr02	1500	1247	13665	13412
HAP3_chr02	HAP4_chr02	chr02	949	1850	12525	13412
HAP1_chr03	HAP2_chr03	chr03	1325	869	10350	9877
HAP1_chr03	HAP3_chr03	chr03	2235	547	10350	8662
HAP1_chr03	HAP4_chr03	chr03	1660	599	10350	9289
HAP2_chr03	HAP3_chr03	chr03	1894	648	9877	8662
HAP2_chr03	HAP4_chr03	chr03	1360	771	9877	9289
HAP3_chr03	HAP4_chr03	chr03	955	1583	8662	9289
HAP1_chr04	HAP2_chr04	chr04	627	1321	8490	9184
HAP1_chr04	HAP3_chr04	chr04	1006	604	8490	8088
HAP1_chr04	HAP4_chr04	chr04	598	1159	8490	9051
HAP2_chr04	HAP3_chr04	chr04	1608	512	9184	8088
HAP2_chr04	HAP4_chr04	chr04	937	804	9184	9051
HAP3_chr04	HAP4_chr04	chr04	561	1520	8088	9051
HAP1_chr05	HAP2_chr05	chr05	639	992	7832	8180
HAP1_chr05	HAP3_chr05	chr05	558	1400	7832	8666
HAP1_chr05	HAP4_chr05	chr05	739	904	7832	7988
HAP2_chr05	HAP3_chr05	chr05	721	1203	8180	8666
HAP2_chr05	HAP4_chr05	chr05	943	745	8180	7988
HAP3_chr05	HAP4_chr05	chr05	1348	673	8666	7988
HAP1_chr06	HAP2_chr06	chr06	1828	862	8965	7990
HAP1_chr06	HAP3_chr06	chr06	2104	341	8965	7236
HAP1_chr06	HAP4_chr06	chr06	1410	1479	8965	9077
HAP2_chr06	HAP3_chr06	chr06	1503	714	7990	7236
HAP2_chr06	HAP4_chr06	chr06	640	1718	7990	9077
HAP3_chr06	HAP4_chr06	chr06	352	2193	7236	9077
HAP1_chr07	HAP2_chr07	chr07	1251	543	8073	7366
HAP1_chr07	HAP3_chr07	chr07	842	1022	8073	8258
HAP1_chr07	HAP4_chr07	chr07	1210	868	8073	7660
HAP2_chr07	HAP3_chr07	chr07	419	1311	7366	8258
HAP2_chr07	HAP4_chr07	chr07	688	1012	7366	7660
HAP3_chr07	HAP4_chr07	chr07	1313	773	8258	7660
HAP1_chr08	HAP2_chr08	chr08	1263	639	8268	7644
HAP1_chr08	HAP3_chr08	chr08	681	1187	8268	8774
HAP1_chr08	HAP4_chr08	chr08	1900	212	8268	6588
HAP2_chr08	HAP3_chr08	chr08	505	1635	7644	8774
HAP2_chr08	HAP4_chr08	chr08	1371	310	7644	6588
HAP3_chr08	HAP4_chr08	chr08	2338	151	8774	6588
HAP1_chr09	HAP2_chr09	chr09	1481	524	7914	6983
HAP1_chr09	HAP3_chr09	chr09	1186	1588	7914	8347
HAP1_chr09	HAP4_chr09	chr09	1185	833	7914	7606
HAP2_chr09	HAP3_chr09	chr09	509	1870	6983	8347
HAP2_chr09	HAP4_chr09	chr09	475	1099	6983	7606
HAP3_chr09	HAP4_chr09	chr09	1527	756	8347	7606
HAP1_chr10	HAP2_chr10	chr10	1979	290	6895	5211
HAP1_chr10	HAP3_chr10	chr10	1352	527	6895	6065
HAP1_chr10	HAP4_chr10	chr10	1757	564	6895	5662
HAP2_chr10	HAP3_chr10	chr10	473	1351	5211	6065
HAP2_chr10	HAP4_chr10	chr10	495	1012	5211	5662
HAP3_chr10	HAP4_chr10	chr10	1010	654	6065	5662
HAP1_chr11	HAP2_chr11	chr11	895	699	6130	5933
HAP1_chr11	HAP3_chr11	chr11	954	388	6130	5565
HAP1_chr11	HAP4_chr11	chr11	792	1226	6130	6586
HAP2_chr11	HAP3_chr11	chr11	953	585	5933	5565
HAP2_chr11	HAP4_chr11	chr11	892	1544	5933	6586
HAP3_chr11	HAP4_chr11	chr11	463	1483	5565	6586
