unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	2070	1304	15091	14350	0.114602	0.092074
HAP1_chr01	HAP3_chr01	chr01	2858	1248	15091	13484	0.143692	0.034848
HAP1_chr01	HAP4_chr01	chr01	2022	1040	15091	14112	0.104852	0.191804
HAP2_chr01	HAP3_chr01	chr01	2151	1286	14350	13484	0.123482	0.157670
HAP2_chr01	HAP4_chr01	chr01	1392	1160	14350	14112	0.089663	0.108233
HAP3_chr01	HAP4_chr01	chr01	1231	1859	13484	14112	0.111973	0.041676
HAP1_chr02	HAP2_chr02	chr02	977	1873	12769	13665	0.107816	0.052748
HAP1_chr02	HAP3_chr02	chr02	1459	1217	12769	12525	0.105796	0.129736
HAP1_chr02	HAP4_chr02	chr02	975	1618	12769	13412	0.099041	0.110872
HAP2_chr02	HAP3_chr02	chr02	2146	1006	13665	12525	0.120351	0.121119
HAP2_chr02	HAP4_chr02	chr02	1500	1247	13665	13412	0.101451	0.094919
HAP3_chr02	HAP4_chr02	chr02	949	1850	12525	13412	0.107915	0.151353
HAP1_chr03	HAP2_chr03	chr03	1325	869	10350	9877	0.108469	0.057898
HAP1_chr03	HAP3_chr03	chr03	2235	547	10350	8662	0.146329	0.062286
HAP1_chr03	HAP4_chr03	chr03	1660	599	10350	9289	0.115026	0.081389
HAP2_chr03	HAP3_chr03	chr03	1894	648	9877	8662	0.137116	0.069550
HAP2_chr03	HAP4_chr03	chr03	1360	771	9877	9289	0.111186	0.100123
HAP3_chr03	HAP4_chr03	chr03	955	1583	8662	9289	0.141385	0.114358
HAP1_chr04	HAP2_chr04	chr04	627	1321	8490	9184	0.110218	0.150756
HAP1_chr04	HAP3_chr04	chr04	1006	604	8490	8088	0.097117	0.153725
HAP1_chr04	HAP4_chr04	chr04	598	1159	8490	9051	0.100165	0.099269
HAP2_chr04	HAP3_chr04	chr04	1608	512	9184	8088	0.122742	0.132887
HAP2_chr04	HAP4_chr04	chr04	937	804	9184	9051	0.095476	0.210915
HAP3_chr04	HAP4_chr04	chr04	561	1520	8088	9051	0.121419	0.069962
HAP1_chr05	HAP2_chr05	chr05	639	992	7832	8180	0.101861	0.073963
HAP1_chr05	HAP3_chr05	chr05	558	1400	7832	8666	0.118681	0.107472
HAP1_chr05	HAP4_chr05	chr05	739	904	7832	7988	0.103856	0.176687
HAP2_chr05	HAP3_chr05	chr05	721	1203	8180	8666	0.114211	0.113101
HAP2_chr05	HAP4_chr05	chr05	943	745	8180	7988	0.104404	0.134901
HAP3_chr05	HAP4_chr05	chr05	1348	673	8666	7988	0.121352	0.130262
HAP1_chr06	HAP2_chr06	chr06	1828	862	8965	7990	0.158655	0.143381
HAP1_chr06	HAP3_chr06	chr06	2104	341	8965	7236	0.150917	0.136462
HAP1_chr06	HAP4_chr06	chr06	1410	1479	8965	9077	0.160126	0.047834
HAP2_chr06	HAP3_chr06	chr06	1503	714	7990	7236	0.145606	0.121775
HAP2_chr06	HAP4_chr06	chr06	640	1718	7990	9077	0.138161	0.057081
HAP3_chr06	HAP4_chr06	chr06	352	2193	7236	9077	0.156011	0.048866
HAP1_chr07	HAP2_chr07	chr07	1251	543	8073	7366	0.116199	0.090399
HAP1_chr07	HAP3_chr07	chr07	842	1022	8073	8258	0.114139	0.081088
HAP1_chr07	HAP4_chr07	chr07	1210	868	8073	7660	0.132079	0.203249
HAP2_chr07	HAP3_chr07	chr07	419	1311	7366	8258	0.110727	0.097619
HAP2_chr07	HAP4_chr07	chr07	688	1012	7366	7660	0.113137	0.143556
HAP3_chr07	HAP4_chr07	chr07	1313	773	8258	7660	0.131047	0.063517
HAP1_chr08	HAP2_chr08	chr08	1263	639	8268	7644	0.119532	0.166759
HAP1_chr08	HAP3_chr08	chr08	681	1187	8268	8774	0.109612	0.149323
HAP1_chr08	HAP4_chr08	chr08	1900	212	8268	6588	0.142165	0.124707
HAP2_chr08	HAP3_chr08	chr08	505	1635	7644	8774	0.130345	0.177375
HAP2_chr08	HAP4_chr08	chr08	1371	310	7644	6588	0.118114	0.113283
HAP3_chr08	HAP4_chr08	chr08	2338	151	8774	6588	0.162023	0.118730
HAP1_chr09	HAP2_chr09	chr09	1481	524	7914	6983	0.134591	0.082105
HAP1_chr09	HAP3_chr09	chr09	1186	1588	7914	8347	0.170592	0.134766
HAP1_chr09	HAP4_chr09	chr09	1185	833	7914	7606	0.130026	0.107086
HAP2_chr09	HAP3_chr09	chr09	509	1870	6983	8347	0.155186	0.094393
HAP2_chr09	HAP4_chr09	chr09	475	1099	6983	7606	0.107890	0.098326
HAP3_chr09	HAP4_chr09	chr09	1527	756	8347	7606	0.143108	0.120879
HAP1_chr10	HAP2_chr10	chr10	1979	290	6895	5211	0.187428	0.060033
HAP1_chr10	HAP3_chr10	chr10	1352	527	6895	6065	0.144985	0.091805
HAP1_chr10	HAP4_chr10	chr10	1757	564	6895	5662	0.184837	0.054087
HAP2_chr10	HAP3_chr10	chr10	473	1351	5211	6065	0.161759	0.092270
HAP2_chr10	HAP4_chr10	chr10	495	1012	5211	5662	0.138600	0.181425
HAP3_chr10	HAP4_chr10	chr10	1010	654	6065	5662	0.141895	0.086143
HAP1_chr11	HAP2_chr11	chr11	895	699	6130	5933	0.132140	0.162016
HAP1_chr11	HAP3_chr11	chr11	954	388	6130	5565	0.114750	0.025366
HAP1_chr11	HAP4_chr11	chr11	792	1226	6130	6586	0.158698	0.058550
HAP2_chr11	HAP3_chr11	chr11	953	585	5933	5565	0.133762	0.053936
HAP2_chr11	HAP4_chr11	chr11	892	1544	5933	6586	0.194584	0.106219
HAP3_chr11	HAP4_chr11	chr11	463	1483	5565	6586	0.160151	0.083247
