unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	2848	1515	15646	14300	0.145696	0.031346
HAP1_chr01	HAP3_chr01	chr01	2546	1651	15646	14741	0.138118	0.022223
HAP1_chr01	HAP4_chr01	chr01	1443	18433	15646	28479	0.450448	0.007483
HAP2_chr01	HAP3_chr01	chr01	396	837	14300	14741	0.042457	0.630703
HAP2_chr01	HAP4_chr01	chr01	1763	21286	14300	28479	0.538792	0.190060
HAP3_chr01	HAP4_chr01	chr01	1902	21095	14741	28479	0.532092	0.242980
HAP1_chr02	HAP2_chr02	chr02	6947	459	13961	7651	0.342680	0.173233
HAP1_chr02	HAP3_chr02	chr02	1653	508	13961	12816	0.080704	0.133891
HAP1_chr02	HAP4_chr02	chr02	8391	231	13961	6193	0.427806	0.123205
HAP2_chr02	HAP3_chr02	chr02	503	5746	7651	12816	0.305321	0.052186
HAP2_chr02	HAP4_chr02	chr02	1462	4	7651	6193	0.105894	0.308123
HAP3_chr02	HAP4_chr02	chr02	7050	262	12816	6193	0.384660	0.045313
HAP1_chr03	HAP2_chr03	chr03	812	3439	14937	17554	0.130836	0.188967
HAP1_chr03	HAP3_chr03	chr03	407	993	14937	15523	0.045962	0.308752
HAP1_chr03	HAP4_chr03	chr03	758	2705	14937	16893	0.108797	0.242072
HAP2_chr03	HAP3_chr03	chr03	3002	964	17554	15523	0.119902	0.267885
HAP2_chr03	HAP4_chr03	chr03	1991	1330	17554	16893	0.096409	0.134697
HAP3_chr03	HAP4_chr03	chr03	775	2145	15523	16893	0.090079	0.312413
HAP1_chr04	HAP2_chr04	chr04	2422	4789	14526	16827	0.229994	0.022510
HAP1_chr04	HAP3_chr04	chr04	2550	4929	14526	16794	0.238793	0.019472
HAP1_chr04	HAP4_chr04	chr04	3813	14451	14526	24285	0.470588	0.019139
HAP2_chr04	HAP3_chr04	chr04	912	879	16827	16794	0.053270	0.443061
HAP2_chr04	HAP4_chr04	chr04	3508	11545	16827	24285	0.366146	0.019551
HAP3_chr04	HAP4_chr04	chr04	3496	11497	16794	24285	0.364980	0.020576
HAP1_chr05	HAP2_chr05	chr05	4067	756	12055	8751	0.231808	0.088673
HAP1_chr05	HAP3_chr05	chr05	4165	749	12055	8700	0.236762	0.119191
HAP1_chr05	HAP4_chr05	chr05	479	2521	12055	14097	0.114714	0.173841
HAP2_chr05	HAP3_chr05	chr05	976	925	8751	8700	0.108934	0.154125
HAP2_chr05	HAP4_chr05	chr05	564	5990	8751	14097	0.286852	0.259366
HAP3_chr05	HAP4_chr05	chr05	492	6021	8700	14097	0.285695	0.112751
HAP1_chr06	HAP2_chr06	chr06	8719	706	15954	10031	0.362709	0.043882
HAP1_chr06	HAP3_chr06	chr06	4668	500	15954	12060	0.184479	0.132660
HAP1_chr06	HAP4_chr06	chr06	2540	807	15954	14195	0.111015	0.046983
HAP2_chr06	HAP3_chr06	chr06	740	2768	10031	12060	0.158798	0.044129
HAP2_chr06	HAP4_chr06	chr06	1260	7029	10031	14195	0.342153	0.128872
HAP3_chr06	HAP4_chr06	chr06	1048	3304	12060	14195	0.165759	0.046386
HAP1_chr07	HAP2_chr07	chr07	6091	4437	12613	10994	0.445969	0.025780
HAP1_chr07	HAP3_chr07	chr07	8150	813	12613	5668	0.490290	0.033870
HAP1_chr07	HAP4_chr07	chr07	6713	2439	12613	8607	0.431291	0.053460
HAP2_chr07	HAP3_chr07	chr07	5874	470	10994	5668	0.380747	0.067412
HAP2_chr07	HAP4_chr07	chr07	3075	692	10994	8607	0.192184	0.066740
HAP3_chr07	HAP4_chr07	chr07	205	3144	5668	8607	0.234606	0.137261
HAP1_chr08	HAP2_chr08	chr08	1117	1104	12417	12395	0.089513	0.020466
HAP1_chr08	HAP3_chr08	chr08	735	823	12417	12498	0.062533	0.035797
HAP1_chr08	HAP4_chr08	chr08	1242	1019	12417	12187	0.091896	0.026916
HAP2_chr08	HAP3_chr08	chr08	1152	1252	12395	12498	0.096573	0.255227
HAP2_chr08	HAP4_chr08	chr08	1060	852	12395	12187	0.077780	0.289176
HAP3_chr08	HAP4_chr08	chr08	1190	879	12498	12187	0.083816	0.362890
HAP1_chr09	HAP2_chr09	chr09	951	1602	8790	9441	0.140036	0.210804
HAP1_chr09	HAP3_chr09	chr09	703	1218	8790	9306	0.106156	0.184786
HAP1_chr09	HAP4_chr09	chr09	1173	752	8790	8369	0.112186	0.107530
HAP2_chr09	HAP3_chr09	chr09	818	683	9441	9306	0.080066	0.404889
HAP2_chr09	HAP4_chr09	chr09	1687	615	9441	8369	0.129253	0.086199
HAP3_chr09	HAP4_chr09	chr09	1418	481	9306	8369	0.107440	0.089971
HAP1_chr10	HAP2_chr10	chr10	385	700	8055	8367	0.066070	0.208563
HAP1_chr10	HAP3_chr10	chr10	597	2135	8055	9584	0.154884	0.233002
HAP1_chr10	HAP4_chr10	chr10	1142	704	8055	7614	0.117812	0.314329
HAP2_chr10	HAP3_chr10	chr10	712	1929	8367	9584	0.147123	0.259778
HAP2_chr10	HAP4_chr10	chr10	1401	648	8367	7614	0.128215	0.161804
HAP3_chr10	HAP4_chr10	chr10	2481	511	9584	7614	0.173974	0.235643
HAP1_chr11	HAP2_chr11	chr11	1277	642	12777	12149	0.076988	0.120386
HAP1_chr11	HAP3_chr11	chr11	1187	592	12777	12182	0.071277	0.064519
HAP1_chr11	HAP4_chr11	chr11	1169	1088	12777	12697	0.088600	0.061746
HAP2_chr11	HAP3_chr11	chr11	791	831	12149	12182	0.066664	0.168679
HAP2_chr11	HAP4_chr11	chr11	953	1507	12149	12697	0.099010	0.045978
HAP3_chr11	HAP4_chr11	chr11	1135	1649	12182	12697	0.111902	0.037040
HAP1_chr12	HAP2_chr12	chr12	517	6184	6295	11144	0.384254	0.035554
HAP1_chr12	HAP3_chr12	chr12	1311	1165	6295	6153	0.198907	0.030545
HAP1_chr12	HAP4_chr12	chr12	683	185	6295	5797	0.071783	0.020873
HAP2_chr12	HAP3_chr12	chr12	5303	305	11144	6153	0.324218	0.258749
HAP2_chr12	HAP4_chr12	chr12	6479	335	11144	5797	0.402219	0.247848
HAP3_chr12	HAP4_chr12	chr12	1258	899	6153	5797	0.180502	0.237659
HAP1_chr13	HAP2_chr13	chr13	935	1054	6516	6635	0.151243	0.008940
HAP1_chr13	HAP3_chr13	chr13	287	2101	6516	8330	0.160851	0.007877
HAP1_chr13	HAP4_chr13	chr13	3777	95	6516	2924	0.410169	0.008403
HAP2_chr13	HAP3_chr13	chr13	754	2449	6635	8330	0.214033	0.192758
HAP2_chr13	HAP4_chr13	chr13	3923	136	6635	2924	0.424626	0.150869
HAP3_chr13	HAP4_chr13	chr13	6182	61	8330	2924	0.554736	0.204372
HAP1_chr14	HAP2_chr14	chr14	1096	959	7149	6839	0.146912	0.049722
HAP1_chr14	HAP3_chr14	chr14	1589	517	7149	5999	0.160176	0.052600
HAP1_chr14	HAP4_chr14	chr14	1612	324	7149	5867	0.148740	0.008368
HAP2_chr14	HAP3_chr14	chr14	1178	349	6839	5999	0.118944	0.287126
HAP2_chr14	HAP4_chr14	chr14	1368	369	6839	5867	0.136707	0.116686
HAP3_chr14	HAP4_chr14	chr14	760	608	5999	5867	0.115287	0.098236
HAP1_chr15	HAP2_chr15	chr15	828	829	7505	7506	0.110386	0.014246
HAP1_chr15	HAP3_chr15	chr15	1217	1319	7505	7607	0.167814	0.015048
HAP1_chr15	HAP4_chr15	chr15	3498	193	7505	4332	0.311819	0.032603
HAP2_chr15	HAP3_chr15	chr15	965	1066	7506	7607	0.134388	0.113906
HAP2_chr15	HAP4_chr15	chr15	3578	245	7506	4332	0.322943	0.069770
HAP3_chr15	HAP4_chr15	chr15	3664	165	7607	4332	0.320714	0.358683
HAP1_chr16	HAP2_chr16	chr16	3472	379	8848	5755	0.263713	0.119385
HAP1_chr16	HAP3_chr16	chr16	583	3489	8848	11753	0.197660	0.118292
HAP1_chr16	HAP4_chr16	chr16	3238	416	8848	6025	0.245680	0.114817
HAP2_chr16	HAP3_chr16	chr16	331	6996	5755	11753	0.418494	0.145910
HAP2_chr16	HAP4_chr16	chr16	130	393	5755	6025	0.044397	0.129550
HAP3_chr16	HAP4_chr16	chr16	6616	378	11753	6025	0.393408	0.120582
HAP1_chr17	HAP2_chr17	chr17	254	3409	10217	13352	0.155416	0.008257
HAP1_chr17	HAP3_chr17	chr17	1566	1312	10217	9982	0.142482	0.004748
HAP1_chr17	HAP4_chr17	chr17	6571	39	10217	3707	0.474720	0.014371
HAP2_chr17	HAP3_chr17	chr17	3761	256	13352	9982	0.172152	0.168125
HAP2_chr17	HAP4_chr17	chr17	11004	57	13352	3707	0.648397	0.278653
HAP3_chr17	HAP4_chr17	chr17	6747	68	9982	3707	0.497845	0.214098
