unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b
HAP1_chr01	HAP2_chr01	chr01	2848	1515	15646	14300
HAP1_chr01	HAP3_chr01	chr01	2546	1651	15646	14741
HAP1_chr01	HAP4_chr01	chr01	1443	18433	15646	28479
HAP2_chr01	HAP3_chr01	chr01	396	837	14300	14741
HAP2_chr01	HAP4_chr01	chr01	1763	21286	14300	28479
HAP3_chr01	HAP4_chr01	chr01	1902	21095	14741	28479
HAP1_chr02	HAP2_chr02	chr02	6947	459	13961	7651
HAP1_chr02	HAP3_chr02	chr02	1653	508	13961	12816
HAP1_chr02	HAP4_chr02	chr02	8391	231	13961	6193
HAP2_chr02	HAP3_chr02	chr02	503	5746	7651	12816
HAP2_chr02	HAP4_chr02	chr02	1462	4	7651	6193
HAP3_chr02	HAP4_chr02	chr02	7050	262	12816	6193
HAP1_chr03	HAP2_chr03	chr03	812	3439	14937	17554
HAP1_chr03	HAP3_chr03	chr03	407	993	14937	15523
HAP1_chr03	HAP4_chr03	chr03	758	2705	14937	16893
HAP2_chr03	HAP3_chr03	chr03	3002	964	17554	15523
HAP2_chr03	HAP4_chr03	chr03	1991	1330	17554	16893
HAP3_chr03	HAP4_chr03	chr03	775	2145	15523	16893
HAP1_chr04	HAP2_chr04	chr04	2422	4789	14526	16827
HAP1_chr04	HAP3_chr04	chr04	2550	4929	14526	16794
HAP1_chr04	HAP4_chr04	chr04	3813	14451	14526	24285
HAP2_chr04	HAP3_chr04	chr04	912	879	16827	16794
HAP2_chr04	HAP4_chr04	chr04	3508	11545	16827	24285
HAP3_chr04	HAP4_chr04	chr04	3496	11497	16794	24285
HAP1_chr05	HAP2_chr05	chr05	4067	756	12055	8751
HAP1_chr05	HAP3_chr05	chr05	4165	749	12055	8700
HAP1_chr05	HAP4_chr05	chr05	479	2521	12055	14097
HAP2_chr05	HAP3_chr05	chr05	976	925	8751	8700
HAP2_chr05	HAP4_chr05	chr05	564	5990	8751	14097
HAP3_chr05	HAP4_chr05	chr05	492	6021	8700	14097
HAP1_chr06	HAP2_chr06	chr06	8719	706	15954	10031
HAP1_chr06	HAP3_chr06	chr06	4668	500	15954	12060
HAP1_chr06	HAP4_chr06	chr06	2540	807	15954	14195
HAP2_chr06	HAP3_chr06	chr06	740	2768	10031	12060
HAP2_chr06	HAP4_chr06	chr06	1260	7029	10031	14195
HAP3_chr06	HAP4_chr06	chr06	1048	3304	12060	14195
HAP1_chr07	HAP2_chr07	chr07	6091	4437	12613	10994
HAP1_chr07	HAP3_chr07	chr07	8150	813	12613	5668
HAP1_chr07	HAP4_chr07	chr07	6713	2439	12613	8607
HAP2_chr07	HAP3_chr07	chr07	5874	470	10994	5668
HAP2_chr07	HAP4_chr07	chr07	3075	692	10994	8607
HAP3_chr07	HAP4_chr07	chr07	205	3144	5668	8607
HAP1_chr08	HAP2_chr08	chr08	1117	1104	12417	12395
HAP1_chr08	HAP3_chr08	chr08	735	823	12417	12498
HAP1_chr08	HAP4_chr08	chr08	1242	1019	12417	12187
HAP2_chr08	HAP3_chr08	chr08	1152	1252	12395	12498
HAP2_chr08	HAP4_chr08	chr08	1060	852	12395	12187
HAP3_chr08	HAP4_chr08	chr08	1190	879	12498	12187
HAP1_chr09	HAP2_chr09	chr09	951	1602	8790	9441
HAP1_chr09	HAP3_chr09	chr09	703	1218	8790	9306
HAP1_chr09	HAP4_chr09	chr09	1173	752	8790	8369
HAP2_chr09	HAP3_chr09	chr09	818	683	9441	9306
HAP2_chr09	HAP4_chr09	chr09	1687	615	9441	8369
HAP3_chr09	HAP4_chr09	chr09	1418	481	9306	8369
HAP1_chr10	HAP2_chr10	chr10	385	700	8055	8367
HAP1_chr10	HAP3_chr10	chr10	597	2135	8055	9584
HAP1_chr10	HAP4_chr10	chr10	1142	704	8055	7614
HAP2_chr10	HAP3_chr10	chr10	712	1929	8367	9584
HAP2_chr10	HAP4_chr10	chr10	1401	648	8367	7614
HAP3_chr10	HAP4_chr10	chr10	2481	511	9584	7614
HAP1_chr11	HAP2_chr11	chr11	1277	642	12777	12149
HAP1_chr11	HAP3_chr11	chr11	1187	592	12777	12182
HAP1_chr11	HAP4_chr11	chr11	1169	1088	12777	12697
HAP2_chr11	HAP3_chr11	chr11	791	831	12149	12182
