chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr01	chr02	0.096888	-3.551	0.000191775	0.0105476	True
chr03	chr08	0.097275	-3.075	0.00105235	0.0270216	True
chr01	chr03	0.097358	-2.973	0.0014739	0.0270216	False
chr01	chr08	0.097531	-2.759	0.00289503	0.0398066	False
chr02	chr03	0.097869	-2.343	0.00955502	0.105105	False
chr02	chr08	0.098239	-1.887	0.0295505	0.249823	False
chr08	chr11	0.098265	-1.855	0.0317957	0.249823	False
chr03	chr06	0.098427	-1.656	0.0488171	0.314318	False
chr08	chr10	0.098447	-1.631	0.0514339	0.314318	False
chr06	chr08	0.098745	-1.264	0.103032	0.541377	False
chr03	chr11	0.098768	-1.236	0.108275	0.541377	False
chr08	chr09	0.098916	-1.054	0.145975	0.645155	False
chr03	chr09	0.098956	-1.004	0.157659	0.645155	False
chr10	chr11	0.099031	-0.912	0.180909	0.645155	False
chr03	chr07	0.099151	-0.765	0.222148	0.645155	False
chr01	chr05	0.099165	-0.747	0.227455	0.645155	False
chr05	chr08	0.099168	-0.743	0.228665	0.645155	False
chr01	chr10	0.099168	-0.743	0.228688	0.645155	False
chr01	chr06	0.099176	-0.733	0.231634	0.645155	False
chr01	chr11	0.099184	-0.724	0.234602	0.645155	False
chr07	chr08	0.099245	-0.648	0.258383	0.676718	False
chr03	chr10	0.099327	-0.548	0.291807	0.729517	False
chr06	chr10	0.099446	-0.401	0.344291	0.782913	False
chr03	chr05	0.099496	-0.340	0.366912	0.782913	False
chr02	chr06	0.099498	-0.337	0.36813	0.782913	False
chr02	chr05	0.099502	-0.332	0.370105	0.782913	False
chr09	chr11	0.099571	-0.247	0.402373	0.795939	False
chr01	chr04	0.099577	-0.240	0.405205	0.795939	False
chr01	chr09	0.099619	-0.188	0.425523	0.807027	False
chr06	chr11	0.099665	-0.131	0.447715	0.820811	False
chr01	chr07	0.099712	-0.073	0.470807	0.83264	False
chr02	chr11	0.099748	-0.029	0.488471	0.83264	False
chr02	chr07	0.099798	0.033	0.513004	0.83264	False
chr03	chr04	0.099802	0.037	0.514723	0.83264	False
chr02	chr09	0.099893	0.150	0.559433	0.879109	False
chr02	chr04	0.100008	0.292	0.614716	0.914248	False
chr06	chr07	0.100009	0.292	0.615039	0.914248	False
chr02	chr10	0.100045	0.337	0.631757	0.914384	False
chr09	chr10	0.100170	0.491	0.688342	0.946642	False
chr07	chr11	0.100223	0.556	0.710937	0.946642	False
chr06	chr09	0.100229	0.563	0.713379	0.946642	False
chr05	chr06	0.100285	0.633	0.736541	0.946642	False
chr04	chr08	0.100318	0.673	0.749495	0.946642	False
chr05	chr10	0.100338	0.698	0.757313	0.946642	False
chr07	chr10	0.100408	0.784	0.783519	0.953032	False
chr05	chr11	0.100446	0.831	0.797082	0.953032	False
chr04	chr06	0.100611	1.033	0.849252	0.972205	False
chr05	chr09	0.100636	1.064	0.856445	0.972205	False
chr05	chr07	0.100950	1.451	0.926672	0.972205	False
chr07	chr09	0.100978	1.486	0.931423	0.972205	False
chr04	chr07	0.101127	1.670	0.952524	0.972205	False
chr04	chr05	0.101247	1.817	0.965428	0.972205	False
chr04	chr09	0.101251	1.822	0.965768	0.972205	False
chr04	chr10	0.101267	1.842	0.96727	0.972205	False
chr04	chr11	0.101326	1.914	0.972205	0.972205	False
