chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.006104	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.026533	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.008828	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.014965	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.007688	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.006213	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.019288	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.010291	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.014937	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.008142	False
chr11	HAP1_chr11	HAP2_chr11	HAP1	HAP2	0.006981	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.007495	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.003825	False
chr14	HAP1_chr14	HAP2_chr14	HAP1	HAP2	0.017913	False
chr15	HAP1_chr15	HAP2_chr15	HAP1	HAP2	0.021399	False
chr16	HAP1_chr16	HAP2_chr16	HAP1	HAP2	0.020157	False
chr17	HAP1_chr17	HAP2_chr17	HAP1	HAP2	0.009698	False
chr18	HAP1_chr18	HAP2_chr18	HAP1	HAP2	0.005524	False
chr19	HAP1_chr19	HAP2_chr19	HAP1	HAP2	0.008953	False
chr20	HAP1_chr20	HAP2_chr20	HAP1	HAP2	0.008630	False
chr21	HAP1_chr21	HAP2_chr21	HAP1	HAP2	0.014185	False
chr22	HAP1_chr22	HAP2_chr22	HAP1	HAP2	0.020421	False
chr23	HAP1_chr23	HAP2_chr23	HAP1	HAP2	0.005268	False
chr24	HAP1_chr24	HAP2_chr24	HAP1	HAP2	0.014974	False
chr25	HAP1_chr25	HAP2_chr25	HAP1	HAP2	0.015734	False
chr26	HAP1_chr26	HAP2_chr26	HAP1	HAP2	0.008663	False
chr27	HAP1_chr27	HAP2_chr27	HAP1	HAP2	0.021481	False
chr28	HAP1_chr28	HAP2_chr28	HAP1	HAP2	0.010656	False
chr29	HAP1_chr29	HAP2_chr29	HAP1	HAP2	0.009449	False
chr30	HAP1_chr30	HAP2_chr30	HAP1	HAP2	0.011799	False
chr31	HAP1_chr31	HAP2_chr31	HAP1	HAP2	0.020905	False
chr32	HAP1_chr32	HAP2_chr32	HAP1	HAP2	0.019091	False
chr33	HAP1_chr33	HAP2_chr33	HAP1	HAP2	0.012656	False
chr34	HAP1_chr34	HAP2_chr34	HAP1	HAP2	0.013404	False
