chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
7	1	250000	HAP1_chr07	HAP2_chr07	HAP1	HAP2	203781	227776	58888	372669	0.841983
7	1	250000	HAP1_chr07	HAP3_chr07	HAP1	HAP3	203781	226610	128945	301446	0.572245
7	1	250000	HAP1_chr07	HAP4_chr07	HAP1	HAP4	203781	232877	153359	283299	0.458667
7	1	250000	HAP2_chr07	HAP3_chr07	HAP2	HAP3	227776	226610	79958	374428	0.786453
7	1	250000	HAP2_chr07	HAP4_chr07	HAP2	HAP4	227776	232877	83922	376731	0.777236
7	1	250000	HAP3_chr07	HAP4_chr07	HAP3	HAP4	226610	232877	173249	286238	0.394738
7	250001	500000	HAP1_chr07	HAP2_chr07	HAP1	HAP2	238254	238387	105404	371237	0.716074
7	250001	500000	HAP1_chr07	HAP3_chr07	HAP1	HAP3	238254	216967	89393	365828	0.755642
7	250001	500000	HAP1_chr07	HAP4_chr07	HAP1	HAP4	238254	237304	92721	382837	0.757806
7	250001	500000	HAP2_chr07	HAP3_chr07	HAP2	HAP3	238387	216967	140982	314372	0.551544
7	250001	500000	HAP2_chr07	HAP4_chr07	HAP2	HAP4	238387	237304	149389	326302	0.542176
7	250001	500000	HAP3_chr07	HAP4_chr07	HAP3	HAP4	216967	237304	162686	291585	0.442063
7	500001	750000	HAP1_chr07	HAP2_chr07	HAP1	HAP2	209306	235955	87003	358258	0.757150
7	500001	750000	HAP1_chr07	HAP3_chr07	HAP1	HAP3	209306	237445	115430	331321	0.651607
7	500001	750000	HAP1_chr07	HAP4_chr07	HAP1	HAP4	209306	227232	108363	328175	0.669801
7	500001	750000	HAP2_chr07	HAP3_chr07	HAP2	HAP3	235955	237445	85095	388305	0.780855
7	500001	750000	HAP2_chr07	HAP4_chr07	HAP2	HAP4	235955	227232	92466	370721	0.750578
7	500001	750000	HAP3_chr07	HAP4_chr07	HAP3	HAP4	237445	227232	131900	332777	0.603638
7	750001	1000000	HAP1_chr07	HAP2_chr07	HAP1	HAP2	235868	234015	108978	360905	0.698042
7	750001	1000000	HAP1_chr07	HAP3_chr07	HAP1	HAP3	235868	234806	151407	319267	0.525767
7	750001	1000000	HAP1_chr07	HAP4_chr07	HAP1	HAP4	235868	231472	140046	327294	0.572109
7	750001	1000000	HAP2_chr07	HAP3_chr07	HAP2	HAP3	234015	234806	110503	358318	0.691606
7	750001	1000000	HAP2_chr07	HAP4_chr07	HAP2	HAP4	234015	231472	95210	370277	0.742868
7	750001	1000000	HAP3_chr07	HAP4_chr07	HAP3	HAP4	234806	231472	129251	337027	0.616497
7	1000001	1250000	HAP1_chr07	HAP2_chr07	HAP1	HAP2	232691	237601	80063	390229	0.794831
7	1000001	1250000	HAP1_chr07	HAP3_chr07	HAP1	HAP3	232691	237233	141111	328813	0.570847
7	1000001	1250000	HAP1_chr07	HAP4_chr07	HAP1	HAP4	232691	240711	131404	341998	0.615776
7	1000001	1250000	HAP2_chr07	HAP3_chr07	HAP2	HAP3	237601	237233	82906	391928	0.788466
7	1000001	1250000	HAP2_chr07	HAP4_chr07	HAP2	HAP4	237601	240711	96916	381396	0.745891
7	1000001	1250000	HAP3_chr07	HAP4_chr07	HAP3	HAP4	237233	240711	145478	332466	0.562427
7	1250001	1500000	HAP1_chr07	HAP2_chr07	HAP1	HAP2	228987	232629	54602	407014	0.865847
7	1250001	1500000	HAP1_chr07	HAP3_chr07	HAP1	HAP3	228987	236575	115447	350115	0.670260
7	1250001	1500000	HAP1_chr07	HAP4_chr07	HAP1	HAP4	228987	236760	98971	366776	0.730160
7	1250001	1500000	HAP2_chr07	HAP3_chr07	HAP2	HAP3	232629	236575	87324	381880	0.771331
7	1250001	1500000	HAP2_chr07	HAP4_chr07	HAP2	HAP4	232629	236760	99238	370151	0.731899
7	1250001	1500000	HAP3_chr07	HAP4_chr07	HAP3	HAP4	236575	236760	128708	344627	0.626530
