unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	1987871	2035982	2035272	0.954155	0.976710	0.002158	False	8.5113
HAP1_chr01	HAP1_chr02	13	8921475	14063049	14030656	0.465333	0.635856	0.034918	False	1254.0706
HAP1_chr01	HAP1_chr02	15	7639546	27565199	27501444	0.161080	0.277787	0.085471	False	5240.7185
HAP1_chr01	HAP1_chr02	17	4884054	32595221	32470395	0.081155	0.150416	0.111545	False	13563.0693
HAP1_chr01	HAP1_chr02	19	4055376	34531347	34323208	0.062584	0.118153	0.112569	False	43577.3534
HAP1_chr01	HAP1_chr02	23	3550292	36743578	36377291	0.051032	0.097596	0.101389	False	576007.8866
HAP1_chr01	HAP1_chr03	11	1960531	2035982	2003690	0.942952	0.978460	0.002709	False	10.9591
HAP1_chr01	HAP1_chr03	13	8167857	14063049	12443610	0.445387	0.656390	0.037234	False	1292.9036
HAP1_chr01	HAP1_chr03	15	6780363	27565199	22909299	0.155178	0.295966	0.087619	False	5167.1924
HAP1_chr01	HAP1_chr03	17	4403550	32595221	26710288	0.080208	0.164863	0.112185	False	13513.5306
HAP1_chr01	HAP1_chr03	19	3690235	34531347	28260536	0.062439	0.130579	0.112684	False	43709.4710
HAP1_chr01	HAP1_chr03	23	3237261	36743578	30115513	0.050883	0.107495	0.101509	False	577248.1416
HAP1_chr01	HAP1_chr04	11	1965983	2035982	2010008	0.945181	0.978097	0.002599	False	10.4539
HAP1_chr01	HAP1_chr04	13	8248385	14063049	12669230	0.446247	0.651057	0.037131	False	1275.2501
HAP1_chr01	HAP1_chr04	15	6752465	27565199	23334159	0.152954	0.289381	0.088453	False	5074.5180
HAP1_chr01	HAP1_chr04	17	4322381	32595221	27096825	0.078064	0.159516	0.113661	False	13159.0916
HAP1_chr01	HAP1_chr04	19	3603882	34531347	28562822	0.060579	0.126174	0.114183	False	42457.3123
HAP1_chr01	HAP1_chr04	23	3150913	36743578	30263936	0.049344	0.104114	0.102781	False	560471.4967
HAP1_chr01	HAP1_chr05	11	1958550	2035982	2001409	0.942136	0.978586	0.002750	False	11.1328
HAP1_chr01	HAP1_chr05	13	8042688	14063049	12248785	0.440233	0.656611	0.037854	False	1283.9394
HAP1_chr01	HAP1_chr05	15	6546582	27565199	22141165	0.151682	0.295675	0.088936	False	5073.7877
HAP1_chr01	HAP1_chr05	17	4228218	32595221	25602875	0.078344	0.165146	0.113466	False	13253.6563
HAP1_chr01	HAP1_chr05	19	3538923	34531347	26994500	0.061030	0.131098	0.113815	False	42889.2555
HAP1_chr01	HAP1_chr05	23	3091318	36743578	28659994	0.049610	0.107862	0.102558	False	565048.3492
HAP1_chr01	HAP1_chr06	11	1943695	2035982	1984295	0.936007	0.979539	0.003056	False	12.4487
HAP1_chr01	HAP1_chr06	13	7767628	14063049	11687771	0.431938	0.664594	0.038873	False	1296.3503
HAP1_chr01	HAP1_chr06	15	6258069	27565199	20793894	0.148644	0.300957	0.090109	False	5023.3016
HAP1_chr01	HAP1_chr06	17	4011806	32595221	23948817	0.076368	0.167516	0.114861	False	13006.6377
HAP1_chr01	HAP1_chr06	19	3342187	34531347	25186660	0.059284	0.132697	0.115256	False	41934.4104
