chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
10	1	250000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	152831	181679	93787	240723	0.610395
10	1	250000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	152831	200481	93501	259811	0.640119
10	1	250000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	152831	178452	111146	220137	0.495105
10	1	250000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	181679	200481	165100	217060	0.239381
10	1	250000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	181679	178452	141131	219000	0.355566
10	1	250000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	200481	178452	140868	238065	0.408279
10	250001	500000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	242905	240028	142600	340333	0.580999
10	250001	500000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	242905	239787	129718	352974	0.632500
10	250001	500000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	242905	230252	138120	335037	0.587747
10	250001	500000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	240028	239787	165929	313886	0.471372
10	250001	500000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	240028	230252	162505	307775	0.472001
10	250001	500000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	239787	230252	149697	320342	0.532696
10	500001	750000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	239110	241899	122072	358937	0.659907
10	500001	750000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	239110	242098	132703	348505	0.619222
10	500001	750000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	239110	241190	149157	331143	0.549569
10	500001	750000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	241899	242098	165591	318406	0.479938
10	500001	750000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	241899	241190	136595	346494	0.605780
10	500001	750000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	242098	241190	148132	335156	0.558021
10	750001	1000000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	231776	236712	91058	377430	0.758742
10	750001	1000000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	231776	206059	87696	350139	0.749539
10	750001	1000000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	231776	230105	118421	343460	0.655212
10	750001	1000000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	236712	206059	119838	322933	0.628908
10	750001	1000000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	236712	230105	110271	356546	0.690724
10	750001	1000000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	206059	230105	105465	330699	0.681085
10	1000001	1250000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	224609	230812	40663	414758	0.901960
10	1000001	1250000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	224609	237876	100859	361626	0.721096
10	1000001	1250000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	224609	240330	66577	398362	0.832873
10	1000001	1250000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	230812	237876	100249	368439	0.727909
10	1000001	1250000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	230812	240330	93542	377600	0.752272
10	1000001	1250000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	237876	240330	109956	368250	0.701409
10	1250001	1500000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	232728	224290	32420	424598	0.923645
10	1250001	1500000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	232728	229332	82005	380055	0.784229
10	1250001	1500000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	232728	220832	92286	361274	0.744554
10	1250001	1500000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	224290	229332	84660	368962	0.770545
10	1250001	1500000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	224290	220832	80482	364640	0.779284
10	1250001	1500000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	229332	220832	135071	315093	0.571330
10	1500001	1750000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	235247	219670	37045	417872	0.911348
10	1500001	1750000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	235247	229764	86960	378051	0.769978
10	1500001	1750000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	235247	229189	92052	372384	0.752804
10	1500001	1750000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	219670	229764	92692	356742	0.740171
10	1500001	1750000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	219670	229189	89919	358940	0.749487
10	1500001	1750000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	229764	229189	129195	329758	0.608213
10	1750001	2000000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	224972	237285	71881	390376	0.815867
10	1750001	2000000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	224972	213696	96778	341890	0.716932
10	1750001	2000000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	224972	229893	95164	359701	0.735436
10	1750001	2000000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	237285	213696	102513	348468	0.705818
10	1750001	2000000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	237285	229893	107260	359918	0.701988
10	1750001	2000000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	213696	229893	103682	339907	0.694970
10	2000001	2250000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	241755	238634	89740	390649	0.770280
10	2000001	2250000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	241755	243239	127855	357139	0.642002
10	2000001	2250000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	241755	242339	130012	354082	0.632820
10	2000001	2250000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	238634	243239	135952	345921	0.606985
10	2000001	2250000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	238634	242339	120122	360851	0.667115
10	2000001	2250000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	243239	242339	172977	312601	0.446652
10	2250001	2500000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	235629	221183	90079	366733	0.754374
10	2250001	2500000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	235629	235838	136385	335082	0.592980
10	2250001	2500000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	235629	235427	147142	323914	0.545737
10	2250001	2500000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	221183	235838	119649	337372	0.645350
10	2250001	2500000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	221183	235427	123485	333125	0.629313
10	2250001	2500000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	235838	235427	150192	321073	0.532219
10	2500001	2750000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	208625	201022	77177	332470	0.767868
10	2500001	2750000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	208625	198296	89564	317357	0.717782
10	2500001	2750000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	208625	233959	82445	360139	0.771075
10	2500001	2750000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	201022	198296	100493	298825	0.663706
10	2500001	2750000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	201022	233959	110428	324553	0.659754
10	2500001	2750000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	198296	233959	99513	332742	0.700930
10	2750001	3000000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	235310	236716	118829	353197	0.663562
10	2750001	3000000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	235310	236333	144541	327102	0.558116
10	2750001	3000000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	235310	228938	97102	367146	0.735522
10	2750001	3000000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	236716	236333	132813	340236	0.609644
10	2750001	3000000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	236716	228938	117495	348159	0.662525
10	2750001	3000000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	236333	228938	116873	348398	0.664542
10	3000001	3250000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	216165	216077	114613	317629	0.639161
