daBudDavi1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/daBudDavi1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	
daEupConf1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/daEupConf1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	
daGalBore1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/daGalBore1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	
daGleHede1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/daGleHede1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	
daInuConz1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/daInuConz1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	
daLatSqua1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/daLatSqua1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	
daSonOler1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/daSonOler1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	
dcCerAlpi1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/dcCerAlpi1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	
dcHonPepl1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/dcHonPepl1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	
ddEmpNigr1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/ddEmpNigr1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	(?:SUPER_\d+_)?HAP(\d+)(?:_SUPER)?
ddHypMacu1	/lustre/scratch122/tol/teams/blaxter/users/mb39/ploidyspec/manifests/ddHypMacu1.tsv	chromosome:?\s*(\d+)\b|SUPER[_-](\d+)_HAP\d+\b|SUPER[_-](\d+)\b(?!_)	(?:SUPER_\d+_)?HAP(\d+)(?:_SUPER)?
