chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr18	chr28	0.063914	-7.038	9.74776e-13	7.37847e-10	True
chr25	chr26	0.064413	-6.964	1.65346e-12	7.37847e-10	True
chr10	chr17	0.064546	-6.944	1.90192e-12	7.37847e-10	True
chr30	chr35	0.064733	-6.916	2.31482e-12	7.37847e-10	True
chr02	chr05	0.065486	-6.805	5.06173e-12	1.11196e-09	True
chr01	chr03	0.065519	-6.800	5.23276e-12	1.11196e-09	True
chr08	chr09	0.066252	-6.691	1.10815e-11	2.01842e-09	True
chr07	chr14	0.066968	-6.585	2.27716e-11	3.62922e-09	True
chr21	chr32	0.067223	-6.547	2.93496e-11	4.15786e-09	True
chr19	chr31	0.068065	-6.422	6.72268e-11	8.57142e-09	True
chr22	chr39	0.068737	-6.322	1.2887e-10	1.49314e-08	True
chr27	chr37	0.068827	-6.309	1.40531e-10	1.49314e-08	True
chr24	chr42	0.069073	-6.272	1.77712e-10	1.74294e-08	True
chr41	chr50	0.069154	-6.260	1.91922e-10	1.74786e-08	True
chr11	chr16	0.070341	-6.084	5.85312e-10	4.97515e-08	True
chr06	chr15	0.071343	-5.936	1.46439e-09	1.16694e-07	True
chr13	chr23	0.071415	-5.925	1.56251e-09	1.17188e-07	True
chr40	chr45	0.071533	-5.907	1.73875e-09	1.23161e-07	True
chr38	chr46	0.071796	-5.868	2.2018e-09	1.47753e-07	True
chr29	chr36	0.072378	-5.782	3.69403e-09	2.35494e-07	True
chr04	chr12	0.072921	-5.701	5.946e-09	3.61007e-07	True
chr34	chr47	0.073766	-5.576	1.23105e-08	7.13451e-07	True
chr33	chr43	0.074354	-5.489	2.0258e-08	1.123e-06	True
chr20	chr44	0.077762	-4.983	3.13434e-07	1.66512e-05	True
chr20	chr48	0.086842	-3.635	0.000138876	0.00708268	False
chr02	chr04	0.091428	-2.955	0.00156567	0.0767781	False
chr21	chr36	0.092675	-2.770	0.00280708	0.132557	False
chr02	chr11	0.092809	-2.750	0.00298258	0.135814	False
chr13	chr34	0.093109	-2.705	0.00341504	0.145366	False
chr22	chr38	0.093113	-2.704	0.00342038	0.145366	False
chr33	chr34	0.093418	-2.659	0.00391509	0.161024	False
chr18	chr27	0.093693	-2.618	0.0044179	0.176026	False
chr07	chr08	0.093816	-2.600	0.00465999	0.180045	False
chr01	chr07	0.093999	-2.573	0.00504211	0.186312	False
chr13	chr33	0.094033	-2.568	0.00511446	0.186312	False
chr18	chr41	0.094157	-2.550	0.00539249	0.190984	False
chr04	chr11	0.094264	-2.534	0.00564312	0.194459	False
chr01	chr08	0.094432	-2.509	0.0060588	0.203289	False
chr27	chr41	0.094722	-2.466	0.00683663	0.221716	False
