unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	166536561	149656167	27942345	288250383	0.096938	0.186710	0.075350	0.070367	False	0.071290
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	166536561	97618123	21518338	242636346	0.088686	0.220434	0.078891	0.063631	False	0.072179
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	166536561	104629152	22548219	248617494	0.090694	0.215506	0.077997	0.064551	False	0.071826
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	166536561	103190508	22354857	247372212	0.090369	0.216637	0.078140	0.064338	False	0.071682
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	166536561	99537825	22197281	243877105	0.091018	0.223003	0.077855	0.063159	False	0.071258
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	166536561	105460287	9947659	262049189	0.037961	0.094326	0.113709	0.097559	False	0.104576
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	166536561	98375673	9930453	254981781	0.038946	0.100944	0.112637	0.094895	False	0.102924
HAP1_chr01	HAP1_chr09	11,13,15,17,19,23	23	166536561	91230537	20957556	236809542	0.088500	0.229721	0.078974	0.061950	False	0.071622
HAP1_chr01	HAP1_chr10	11,13,15,17,19,23	23	166536561	103171003	12143251	257564313	0.047146	0.117700	0.104670	0.088831	False	0.094243
HAP1_chr01	HAP1_chr11	11,13,15,17,19,23	23	166536561	90248744	9471901	247313404	0.038299	0.104953	0.113338	0.093361	False	0.102741
HAP1_chr01	HAP1_chr12	11,13,15,17,19,23	23	166536561	94594953	13517734	247613780	0.054592	0.142901	0.098603	0.081112	False	0.086576
HAP1_chr01	HAP1_chr13	11,13,15,17,19,23	23	166536561	90717453	9369126	247884888	0.037796	0.103278	0.113891	0.093995	False	0.103316
HAP1_chr01	HAP1_chr14	11,13,15,17,19,23	23	166536561	86789359	9154229	244171691	0.037491	0.105476	0.114231	0.093165	False	0.103301
HAP1_chr01	HAP1_chr15	11,13,15,17,19,23	23	166536561	78776988	17966121	227347428	0.079025	0.228063	0.083517	0.062245	False	0.075096
HAP1_chr01	HAP1_chr16	11,13,15,17,19,23	23	166536561	70959960	7861052	229635469	0.034233	0.110782	0.118047	0.091228	False	0.105788
HAP1_chr01	HAP2_chr01	11,13,15,17,19,23	23	166536561	165897372	164835500	167598433	0.983515	0.993599	0.000363	0.000279	False	0.000272
HAP1_chr01	HAP2_chr02	11,13,15,17,19,23	23	166536561	149737863	27959471	288314953	0.096975	0.186723	0.075335	0.070364	False	0.071277
HAP1_chr01	HAP2_chr03	11,13,15,17,19,23	23	166536561	96377813	21378662	241535712	0.088511	0.221821	0.078969	0.063376	False	0.072155
HAP1_chr01	HAP2_chr04	11,13,15,17,19,23	23	166536561	104304276	22502725	248338112	0.090613	0.215741	0.078033	0.064507	False	0.071837
HAP1_chr01	HAP2_chr05	11,13,15,17,19,23	23	166536561	103428188	22381115	247583634	0.090398	0.216393	0.078127	0.064384	False	0.071698
HAP1_chr01	HAP2_chr06	11,13,15,17,19,23	23	166536561	99183050	22117785	243601826	0.090795	0.223000	0.077953	0.063160	False	0.071334
HAP1_chr01	HAP2_chr07	11,13,15,17,19,23	23	166536561	106540355	9998566	263078350	0.038006	0.093848	0.113659	0.097759	False	0.104615
HAP1_chr01	HAP2_chr08	11,13,15,17,19,23	23	166536561	97030057	9892299	253674319	0.038996	0.101951	0.112583	0.094504	False	0.102794
HAP1_chr01	HAP2_chr09	11,13,15,17,19,23	23	166536561	89501574	20688190	235349945	0.087904	0.231149	0.079244	0.061697	False	0.071714
HAP1_chr01	HAP2_chr10	11,13,15,17,19,23	23	166536561	103395510	12238688	257693383	0.047493	0.118368	0.104366	0.088607	False	0.093864
HAP1_chr01	HAP2_chr11	11,13,15,17,19,23	23	166536561	91098382	9521154	248113789	0.038374	0.104515	0.113256	0.093525	False	0.102724
HAP1_chr01	HAP2_chr12	11,13,15,17,19,23	23	166536561	93861319	13461236	246936644	0.054513	0.143416	0.098663	0.080969	False	0.086582
HAP1_chr01	HAP2_chr13	11,13,15,17,19,23	23	166536561	89838007	9322186	247052382	0.037734	0.103767	0.113961	0.093809	False	0.103315
HAP1_chr01	HAP2_chr14	11,13,15,17,19,23	23	166536561	86318748	9150745	243704564	0.037549	0.106011	0.114167	0.092965	False	0.103195
HAP1_chr01	HAP2_chr15	11,13,15,17,19,23	23	166536561	79166845	18041400	227662006	0.079246	0.227891	0.083405	0.062276	False	0.075035
HAP1_chr01	HAP2_chr16	11,13,15,17,19,23	23	166536561	71048314	7863066	229721809	0.034229	0.110672	0.118052	0.091267	False	0.105806
HAP1_chr02	HAP1_chr03	11,13,15,17,19,23	23	149656167	97618123	20570649	226703641	0.090738	0.210726	0.077978	0.065463	False	0.071010
HAP1_chr02	HAP1_chr04	11,13,15,17,19,23	23	149656167	104629152	21494272	232791047	0.092333	0.205433	0.077284	0.066496	False	0.070769
HAP1_chr02	HAP1_chr05	11,13,15,17,19,23	23	149656167	103190508	21268226	231578449	0.091840	0.206106	0.077497	0.066363	False	0.070724
HAP1_chr02	HAP1_chr06	11,13,15,17,19,23	23	149656167	99537825	21292516	227901476	0.093429	0.213914	0.076814	0.064853	False	0.069904
HAP1_chr02	HAP1_chr07	11,13,15,17,19,23	23	149656167	105460287	14871590	240244864	0.061902	0.141016	0.093440	0.081643	False	0.081614
HAP1_chr02	HAP1_chr08	11,13,15,17,19,23	23	149656167	98375673	9499797	238532043	0.039826	0.096567	0.111702	0.096638	False	0.101768
HAP1_chr02	HAP1_chr09	11,13,15,17,19,23	23	149656167	91230537	20244870	220641834	0.091754	0.221909	0.077534	0.063360	False	0.069955
HAP1_chr02	HAP1_chr10	11,13,15,17,19,23	23	149656167	103171003	9406370	243420800	0.038642	0.091173	0.112964	0.098892	False	0.103627
HAP1_chr02	HAP1_chr11	11,13,15,17,19,23	23	149656167	90248744	9220026	230684885	0.039968	0.102162	0.111553	0.094422	False	0.100841
HAP1_chr02	HAP1_chr12	11,13,15,17,19,23	23	149656167	94594953	9198098	235053022	0.039132	0.097237	0.112437	0.096366	False	0.102304
HAP1_chr02	HAP1_chr13	11,13,15,17,19,23	23	149656167	90717453	9030012	231343608	0.039033	0.099540	0.112543	0.095446	False	0.101759
HAP1_chr02	HAP1_chr14	11,13,15,17,19,23	23	149656167	86789359	8732875	227712651	0.038350	0.100621	0.113282	0.095021	False	0.102187
HAP1_chr02	HAP1_chr15	11,13,15,17,19,23	23	149656167	78776988	17315512	211117643	0.082018	0.219804	0.082021	0.063748	False	0.073461
HAP1_chr02	HAP1_chr16	11,13,15,17,19,23	23	149656167	70959960	7577923	213038204	0.035571	0.106792	0.116436	0.092676	False	0.104156
HAP1_chr02	HAP2_chr01	11,13,15,17,19,23	23	149656167	165897372	27890690	287662849	0.096956	0.186365	0.075343	0.070442	False	0.071269
HAP1_chr02	HAP2_chr02	11,13,15,17,19,23	23	149656167	149737863	147592822	151801208	0.972277	0.986213	0.000615	0.000603	False	0.000440
HAP1_chr02	HAP2_chr03	11,13,15,17,19,23	23	149656167	96377813	20427955	225606025	0.090547	0.211957	0.078062	0.065226	False	0.071000
HAP1_chr02	HAP2_chr04	11,13,15,17,19,23	23	149656167	104304276	21450460	232509983	0.092256	0.205653	0.077317	0.066453	False	0.070782
HAP1_chr02	HAP2_chr05	11,13,15,17,19,23	23	149656167	103428188	21294900	231789455	0.091872	0.205891	0.077483	0.066406	False	0.070737
HAP1_chr02	HAP2_chr06	11,13,15,17,19,23	23	149656167	99183050	21200101	227639116	0.093130	0.213747	0.076941	0.064885	False	0.070016
HAP1_chr02	HAP2_chr07	11,13,15,17,19,23	23	149656167	106540355	15048646	241147876	0.062404	0.141248	0.093109	0.081577	False	0.081344
HAP1_chr02	HAP2_chr08	11,13,15,17,19,23	23	149656167	97030057	9506429	237179795	0.040081	0.097974	0.111435	0.096069	False	0.101455
HAP1_chr02	HAP2_chr09	11,13,15,17,19,23	23	149656167	89501574	19986568	219171173	0.091192	0.223310	0.077779	0.063103	False	0.070025
HAP1_chr02	HAP2_chr10	11,13,15,17,19,23	23	149656167	103395510	9396953	243654724	0.038567	0.090884	0.113046	0.099017	False	0.103702
HAP1_chr02	HAP2_chr11	11,13,15,17,19,23	23	149656167	91098382	9281679	231472870	0.040098	0.101886	0.111417	0.094529	False	0.100773
HAP1_chr02	HAP2_chr12	11,13,15,17,19,23	23	149656167	93861319	9134327	234383159	0.038972	0.097317	0.112609	0.096333	False	0.102422
HAP1_chr02	HAP2_chr13	11,13,15,17,19,23	23	149656167	89838007	8990062	230504112	0.039002	0.100070	0.112577	0.095237	False	0.101725
HAP1_chr02	HAP2_chr14	11,13,15,17,19,23	23	149656167	86318748	8721126	227253789	0.038376	0.101034	0.113253	0.094860	False	0.102124
HAP1_chr02	HAP2_chr15	11,13,15,17,19,23	23	149656167	79166845	17387149	211435863	0.082234	0.219627	0.081916	0.063781	False	0.073411
HAP1_chr02	HAP2_chr16	11,13,15,17,19,23	23	149656167	71048314	7581809	213122672	0.035575	0.106713	0.116432	0.092705	False	0.104163
HAP1_chr03	HAP1_chr04	11,13,15,17,19,23	23	97618123	104629152	17433161	184814114	0.094328	0.178585	0.076433	0.072163	False	0.068130
HAP1_chr03	HAP1_chr05	11,13,15,17,19,23	23	97618123	103190508	17181728	183626903	0.093569	0.176010	0.076755	0.072749	False	0.068238
HAP1_chr03	HAP1_chr06	11,13,15,17,19,23	23	97618123	99537825	16966099	180189849	0.094157	0.173801	0.076506	0.073258	False	0.067911
HAP1_chr03	HAP1_chr07	11,13,15,17,19,23	23	97618123	105460287	7952026	195126384	0.040753	0.081461	0.110740	0.103294	False	0.100197
HAP1_chr03	HAP1_chr08	11,13,15,17,19,23	23	97618123	98375673	8018784	187975012	0.042659	0.082144	0.108833	0.102968	False	0.097627
HAP1_chr03	HAP1_chr09	11,13,15,17,19,23	23	97618123	91230537	16111160	172737500	0.093270	0.176598	0.076882	0.072615	False	0.067699
HAP1_chr03	HAP1_chr10	11,13,15,17,19,23	23	97618123	103171003	7784291	193004835	0.040332	0.079742	0.111174	0.104125	False	0.100666
HAP1_chr03	HAP1_chr11	11,13,15,17,19,23	23	97618123	90248744	7667313	180199554	0.042549	0.084958	0.108940	0.101654	False	0.097046
HAP1_chr03	HAP1_chr12	11,13,15,17,19,23	23	97618123	94594953	7705839	184507237	0.041764	0.081461	0.109716	0.103294	False	0.098481
HAP1_chr03	HAP1_chr13	11,13,15,17,19,23	23	97618123	90717453	7578845	180756731	0.041928	0.083543	0.109553	0.102310	False	0.097689
HAP1_chr03	HAP1_chr14	11,13,15,17,19,23	23	97618123	86789359	7382614	177024868	0.041704	0.085064	0.109777	0.101605	False	0.097737
HAP1_chr03	HAP1_chr15	11,13,15,17,19,23	23	97618123	78776988	14143637	162251474	0.087171	0.179540	0.079579	0.071948	False	0.069874
HAP1_chr03	HAP1_chr16	11,13,15,17,19,23	23	97618123	70959960	9665846	158912237	0.060825	0.136215	0.094159	0.083025	False	0.078731
HAP1_chr03	HAP2_chr01	11,13,15,17,19,23	23	97618123	165897372	21469253	242046242	0.088699	0.219931	0.078884	0.063724	False	0.072173
HAP1_chr03	HAP2_chr02	11,13,15,17,19,23	23	97618123	149737863	20570694	226785292	0.090706	0.210726	0.077992	0.065463	False	0.071026
HAP1_chr03	HAP2_chr03	11,13,15,17,19,23	23	97618123	96377813	95310303	98685633	0.965797	0.988924	0.000763	0.000484	False	0.000922
HAP1_chr03	HAP2_chr04	11,13,15,17,19,23	23	97618123	104304276	17400196	184522203	0.094299	0.178248	0.076446	0.072240	False	0.068128
HAP1_chr03	HAP2_chr05	11,13,15,17,19,23	23	97618123	103428188	17230731	183815580	0.093739	0.176512	0.076682	0.072634	False	0.068187
HAP1_chr03	HAP2_chr06	11,13,15,17,19,23	23	97618123	99183050	16908083	179893090	0.093990	0.173206	0.076576	0.073396	False	0.067965
HAP1_chr03	HAP2_chr07	11,13,15,17,19,23	23	97618123	106540355	7997260	196161218	0.040769	0.081924	0.110724	0.103073	False	0.100268
HAP1_chr03	HAP2_chr08	11,13,15,17,19,23	23	97618123	97030057	8011735	186636445	0.042927	0.082570	0.108571	0.102767	False	0.097326
HAP1_chr03	HAP2_chr09	11,13,15,17,19,23	23	97618123	89501574	15945475	171174222	0.093153	0.178159	0.076932	0.072260	False	0.067631
HAP1_chr03	HAP2_chr10	11,13,15,17,19,23	23	97618123	103395510	7762725	193250908	0.040169	0.079521	0.111343	0.104233	False	0.100835
HAP1_chr03	HAP2_chr11	11,13,15,17,19,23	23	97618123	91098382	7716592	180999913	0.042633	0.084706	0.108858	0.101770	False	0.097010
HAP1_chr03	HAP2_chr12	11,13,15,17,19,23	23	97618123	93861319	7673662	183805780	0.041749	0.081755	0.109732	0.103154	False	0.098469
HAP1_chr03	HAP2_chr13	11,13,15,17,19,23	23	97618123	89838007	7548059	179908071	0.041955	0.084019	0.109526	0.102088	False	0.097606
HAP1_chr03	HAP2_chr14	11,13,15,17,19,23	23	97618123	86318748	7363779	176573092	0.041704	0.085309	0.109777	0.101493	False	0.097716
HAP1_chr03	HAP2_chr15	11,13,15,17,19,23	23	97618123	79166845	14192195	162592773	0.087287	0.179269	0.079526	0.072009	False	0.069861
