chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
1	1	250000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	241098	239894	74310	406682	0.817277
1	1	250000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	241098	173441	108193	306346	0.646827
1	1	250000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	241098	230537	156917	314718	0.501404
1	1	250000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	239894	173441	7474	405861	0.981585
1	1	250000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	239894	230537	64164	406267	0.842064
1	1	250000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	173441	230537	107222	296756	0.638686
1	250001	500000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	174626	149379	103418	220587	0.531169
1	250001	500000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	174626	234845	14636	394835	0.962931
1	250001	500000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	174626	231879	32597	373908	0.912821
1	250001	500000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	149379	234845	3228	380996	0.991527
1	250001	500000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	149379	231879	4758	376500	0.987363
1	250001	500000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	234845	231879	33313	433411	0.923138
1	500001	750000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	191466	181655	161312	211809	0.238408
1	500001	750000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	191466	216818	67175	341109	0.803069
1	500001	750000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	191466	208215	44357	355324	0.875165
1	500001	750000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	181655	216818	42653	355820	0.880128
1	500001	750000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	181655	208215	28429	361441	0.921345
1	500001	750000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	216818	208215	57873	367160	0.842377
1	750001	1000000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	228339	238087	134415	332011	0.595149
1	750001	1000000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	228339	167314	48551	347102	0.860125
1	750001	1000000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	228339	228590	94371	362558	0.739708
1	750001	1000000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	238087	167314	31175	374226	0.916695
1	750001	1000000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	238087	228590	129570	337107	0.615641
1	750001	1000000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	167314	228590	14719	381185	0.961386
1	1000001	1250000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	236804	231503	97838	370469	0.735908
1	1000001	1250000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	236804	236204	3702	469306	0.992112
1	1000001	1250000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	236804	229825	107529	359100	0.700560
1	1000001	1250000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	231503	236204	11462	456245	0.974878
1	1000001	1250000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	231503	229825	104929	356399	0.705586
1	1000001	1250000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	236204	229825	4059	461970	0.991214
1	1250001	1500000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	220579	232420	101471	351528	0.711343
1	1250001	1500000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	220579	232685	3260	450004	0.992756
1	1250001	1500000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	220579	231613	134022	318170	0.578772
1	1250001	1500000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	232420	232685	3787	461318	0.991791
1	1250001	1500000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	232420	231613	119695	344338	0.652391
1	1250001	1500000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	232685	231613	4061	460237	0.991176
1	1500001	1750000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	235943	238439	107159	367223	0.708191
1	1500001	1750000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	235943	235033	9785	461191	0.978783
1	1500001	1750000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	235943	239763	120356	355350	0.661303
1	1500001	1750000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	238439	235033	6571	466901	0.985926
1	1500001	1750000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	238439	239763	115295	362907	0.682302
1	1500001	1750000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	235033	239763	5036	469760	0.989280
1	1750001	2000000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	213493	189578	73655	329416	0.776407
1	1750001	2000000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	213493	222723	2824	433392	0.993484
1	1750001	2000000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	213493	214803	70114	358182	0.804250
1	1750001	2000000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	189578	222723	3899	408402	0.990453
1	1750001	2000000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	189578	214803	76190	328191	0.767849
1	1750001	2000000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	222723	214803	2835	434691	0.993478
1	2000001	2250000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	241742	238749	119179	361312	0.670149
1	2000001	2250000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	241742	219691	4095	457338	0.991046
1	2000001	2250000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	241742	237707	118975	360474	0.669948
1	2000001	2250000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	238749	219691	3094	455346	0.993205
1	2000001	2250000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	238749	237707	152296	324160	0.530183
1	2000001	2250000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	219691	237707	3722	453676	0.991796
1	2250001	2500000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	216711	219365	64507	371569	0.826393
1	2250001	2500000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	216711	204484	6242	414953	0.984957
1	2250001	2500000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	216711	219174	93092	342793	0.728431
1	2250001	2500000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	219365	204484	3059	420790	0.992730
1	2250001	2500000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	219365	219174	98953	339586	0.708607
1	2250001	2500000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	204484	219174	5263	418395	0.987421
1	2500001	2750000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	229933	233135	145375	317693	0.542404
1	2500001	2750000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	229933	223197	3701	449429	0.991765
1	2500001	2750000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	229933	238590	131186	337337	0.611113
1	2500001	2750000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	233135	223197	3264	453068	0.992796
1	2500001	2750000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	233135	238590	156169	315556	0.505099
1	2500001	2750000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	223197	238590	3470	458317	0.992429
1	2750001	3000000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	238564	239346	78185	399725	0.804403
1	2750001	3000000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	238564	223006	4816	456754	0.989456
1	2750001	3000000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	238564	236496	65703	409357	0.839497
1	2750001	3000000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	239346	223006	3297	459055	0.992818
1	2750001	3000000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	239346	236496	102099	373743	0.726820
1	2750001	3000000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	223006	236496	3124	456378	0.993155
1	3000001	3250000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	228856	234998	54923	408931	0.865691
1	3000001	3250000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	228856	234489	5652	457693	0.987651
1	3000001	3250000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	228856	239323	88470	379709	0.767006
1	3000001	3250000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	234998	234489	3496	465991	0.992498
1	3000001	3250000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	234998	239323	95223	379098	0.748817
1	3000001	3250000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	234489	239323	5420	468392	0.988428
1	3250001	3500000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	222147	204848	37090	389905	0.904874
1	3250001	3500000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	222147	238383	3816	456714	0.991645
1	3250001	3500000	HAP1_chr01	HAP4_chr01	HAP1	HAP4	222147	235041	42129	415059	0.898499
1	3250001	3500000	HAP2_chr01	HAP3_chr01	HAP2	HAP3	204848	238383	3785	439446	0.991387
1	3250001	3500000	HAP2_chr01	HAP4_chr01	HAP2	HAP4	204848	235041	50274	389615	0.870965
1	3250001	3500000	HAP3_chr01	HAP4_chr01	HAP3	HAP4	238383	235041	3718	469706	0.992084
1	3500001	3750000	HAP1_chr01	HAP2_chr01	HAP1	HAP2	238321	239536	96417	381440	0.747229
1	3500001	3750000	HAP1_chr01	HAP3_chr01	HAP1	HAP3	238321	240640	4130	474831	0.991302
