chrom	win_start	win_end	unit_a	unit_b	hap_a	hap_b	kmers_a	kmers_b	shared	union	jaccard_distance
10	1	250000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	163677	217090	105920	274847	0.614622
10	1	250000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	163677	36243	30681	169239	0.818712
10	1	250000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	163677	192626	99010	257293	0.615186
10	1	250000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	217090	36243	29095	224238	0.870249
10	1	250000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	217090	192626	129414	280302	0.538305
10	1	250000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	36243	192626	29568	199301	0.851641
10	250001	500000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	240973	240972	72498	409447	0.822937
10	250001	500000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	240973	217029	70188	387814	0.819016
10	250001	500000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	240973	230802	85529	386246	0.778563
10	250001	500000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	240972	217029	22118	435883	0.949257
10	250001	500000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	240972	230802	77198	394576	0.804352
10	250001	500000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	217029	230802	35685	412146	0.913417
10	500001	750000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	201101	192785	2771	391115	0.992915
10	500001	750000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	201101	239361	20366	420096	0.951521
10	500001	750000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	201101	225214	19002	407313	0.953348
10	500001	750000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	192785	239361	11773	420373	0.971994
10	500001	750000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	192785	225214	60100	357899	0.832076
10	500001	750000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	239361	225214	70811	393764	0.820169
10	750001	1000000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	231872	226149	3504	454517	0.992291
10	750001	1000000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	231872	230031	2847	459056	0.993798
10	750001	1000000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	231872	226179	3842	454209	0.991541
10	750001	1000000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	226149	230031	66741	389439	0.828623
10	750001	1000000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	226149	226179	62291	390037	0.840295
10	750001	1000000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	230031	226179	96915	359295	0.730263
10	1000001	1250000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	242316	237982	6910	473388	0.985403
10	1000001	1250000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	242316	232180	3043	471453	0.993545
10	1000001	1250000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	242316	230687	3270	469733	0.993039
10	1000001	1250000	HAP2_chr10	HAP3_chr10	HAP2	HAP3	237982	232180	93532	376630	0.751661
10	1000001	1250000	HAP2_chr10	HAP4_chr10	HAP2	HAP4	237982	230687	62194	406475	0.846992
10	1000001	1250000	HAP3_chr10	HAP4_chr10	HAP3	HAP4	232180	230687	95304	367563	0.740714
10	1250001	1500000	HAP1_chr10	HAP2_chr10	HAP1	HAP2	224998	213069	3993	434074	0.990801
10	1250001	1500000	HAP1_chr10	HAP3_chr10	HAP1	HAP3	224998	238460	8668	454790	0.980941
10	1250001	1500000	HAP1_chr10	HAP4_chr10	HAP1	HAP4	224998	228358	8932	444424	0.979902
