unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	28415975	26512565	3587006	51341534	0.069866	0.135295	0.088503	0.083295	False	0.061524
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	28415975	25750011	3609642	50556344	0.071398	0.140180	0.087622	0.081880	False	0.060048
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	28415975	29231553	3331160	54316368	0.061329	0.117228	0.093821	0.088990	False	0.067985
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	28415975	22606148	3159735	47862388	0.066017	0.139773	0.090810	0.081996	False	0.104733
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	28415975	24198240	3239829	49374386	0.065618	0.133887	0.091057	0.083712	False	0.062624
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	28415975	25671551	2897829	51189697	0.056610	0.112881	0.097108	0.090486	False	0.069180
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	28415975	22851644	2598030	48669589	0.053381	0.113691	0.099529	0.090203	False	0.069921
HAP1_chr01	HAP1_chr09	11,13,15,17,19,23	23	28415975	21389444	2427712	47377707	0.051242	0.113500	0.101219	0.090269	False	0.115514
HAP1_chr01	HAP1_chr10	11,13,15,17,19,23	23	28415975	16692261	2379511	42728725	0.055689	0.142552	0.097784	0.081210	False	0.111456
HAP1_chr01	HAP1_chr11	11,13,15,17,19,23	23	28415975	18501368	1885381	45031962	0.041868	0.101905	0.109613	0.094522	False	0.123484
HAP1_chr01	HAP1_chr12	11,13,15,17,19,23	23	28415975	15843351	1815154	42444172	0.042766	0.114569	0.108728	0.089898	False	0.122515
HAP1_chr01	HAP1_chr13	11,13,15,17,19,23	23	28415975	15171031	1817722	41769284	0.043518	0.119815	0.108001	0.088125	False	0.120897
HAP1_chr02	HAP1_chr03	11,13,15,17,19,23	23	26512565	25750011	3373305	48889271	0.068999	0.131002	0.089010	0.084579	False	0.060567
HAP1_chr02	HAP1_chr04	11,13,15,17,19,23	23	26512565	29231553	3124197	52619921	0.059373	0.117838	0.095150	0.088784	False	0.068195
HAP1_chr02	HAP1_chr05	11,13,15,17,19,23	23	26512565	22606148	3014472	46104241	0.065384	0.133347	0.091203	0.083873	False	0.104653
HAP1_chr02	HAP1_chr06	11,13,15,17,19,23	23	26512565	24198240	3133043	47577762	0.065851	0.129474	0.090912	0.085046	False	0.104037
HAP1_chr02	HAP1_chr07	11,13,15,17,19,23	23	26512565	25671551	2737825	49446291	0.055370	0.106648	0.098020	0.092729	False	0.069097
HAP1_chr02	HAP1_chr08	11,13,15,17,19,23	23	26512565	22851644	2449464	46914745	0.052211	0.107190	0.100444	0.092529	False	0.114284
HAP1_chr02	HAP1_chr09	11,13,15,17,19,23	23	26512565	21389444	2282036	45619973	0.050023	0.106690	0.102215	0.092713	False	0.116274
HAP1_chr02	HAP1_chr10	11,13,15,17,19,23	23	26512565	16692261	2217635	40987191	0.054106	0.132854	0.098972	0.084020	False	0.112447
HAP1_chr02	HAP1_chr11	11,13,15,17,19,23	23	26512565	18501368	1798644	43215289	0.041621	0.097217	0.109861	0.096374	False	0.123461
HAP1_chr02	HAP1_chr12	11,13,15,17,19,23	23	26512565	15843351	1746429	40609487	0.043005	0.110231	0.108495	0.091424	False	0.121783
HAP1_chr02	HAP1_chr13	11,13,15,17,19,23	23	26512565	15171031	1749552	39934044	0.043811	0.115322	0.107722	0.089639	False	0.120172
HAP1_chr03	HAP1_chr04	11,13,15,17,19,23	23	25750011	29231553	3179296	51802268	0.061374	0.123468	0.093791	0.086934	False	0.066507
HAP1_chr03	HAP1_chr05	11,13,15,17,19,23	23	25750011	22606148	3019763	45336396	0.066608	0.133581	0.090446	0.083803	False	0.103936
HAP1_chr03	HAP1_chr06	11,13,15,17,19,23	23	25750011	24198240	3093403	46854848	0.066021	0.127836	0.090807	0.085552	False	0.104129
HAP1_chr03	HAP1_chr07	11,13,15,17,19,23	23	25750011	25671551	2708647	48712915	0.055604	0.105512	0.097846	0.093151	False	0.068467
HAP1_chr03	HAP1_chr08	11,13,15,17,19,23	23	25750011	22851644	2452115	46149540	0.053134	0.107306	0.099720	0.092486	False	0.113753
HAP1_chr03	HAP1_chr09	11,13,15,17,19,23	23	25750011	21389444	2258409	44881046	0.050320	0.105585	0.101970	0.093124	False	0.116158
HAP1_chr03	HAP1_chr10	11,13,15,17,19,23	23	25750011	16692261	2230897	40211375	0.055479	0.133649	0.097939	0.083783	False	0.111375
HAP1_chr03	HAP1_chr11	11,13,15,17,19,23	23	25750011	18501368	1770954	42480425	0.041689	0.095720	0.109792	0.096983	False	0.123748
HAP1_chr03	HAP1_chr12	11,13,15,17,19,23	23	25750011	15843351	1742361	39851001	0.043722	0.109974	0.107807	0.091517	False	0.121265
HAP1_chr03	HAP1_chr13	11,13,15,17,19,23	23	25750011	15171031	1742451	39178591	0.044475	0.114854	0.107096	0.089800	False	0.119649
HAP1_chr04	HAP1_chr05	11,13,15,17,19,23	23	29231553	22606148	2853343	48984358	0.058250	0.126220	0.095934	0.086058	False	0.110245
HAP1_chr04	HAP1_chr06	11,13,15,17,19,23	23	29231553	24198240	2936992	50492801	0.058167	0.121372	0.095993	0.087613	False	0.067957
HAP1_chr04	HAP1_chr07	11,13,15,17,19,23	23	29231553	25671551	2625841	52277263	0.050229	0.102286	0.102044	0.094375	False	0.074427
HAP1_chr04	HAP1_chr08	11,13,15,17,19,23	23	29231553	22851644	2493124	49590073	0.050275	0.109100	0.102007	0.091832	False	0.115832
HAP1_chr04	HAP1_chr09	11,13,15,17,19,23	23	29231553	21389444	2246854	48374143	0.046447	0.105045	0.105291	0.093326	False	0.119417
HAP1_chr04	HAP1_chr10	11,13,15,17,19,23	23	29231553	16692261	2169077	43754737	0.049574	0.129945	0.102588	0.084902	False	0.116584
HAP1_chr04	HAP1_chr11	11,13,15,17,19,23	23	29231553	18501368	1816923	45915998	0.039571	0.098205	0.111971	0.095977	False	0.125582
HAP1_chr04	HAP1_chr12	11,13,15,17,19,23	23	29231553	15843351	1754814	43320090	0.040508	0.110760	0.110992	0.091235	False	0.124554
HAP1_chr04	HAP1_chr13	11,13,15,17,19,23	23	29231553	15171031	1762070	42640514	0.041324	0.116147	0.110159	0.089357	False	0.123146
HAP1_chr05	HAP1_chr06	11,13,15,17,19,23	23	22606148	24198240	2821353	43983035	0.064146	0.124805	0.091983	0.086506	False	0.105133
HAP1_chr05	HAP1_chr07	11,13,15,17,19,23	23	22606148	25671551	2533574	45744125	0.055386	0.112075	0.098008	0.090769	False	0.111678
HAP1_chr05	HAP1_chr08	11,13,15,17,19,23	23	22606148	22851644	2380441	43077351	0.055260	0.105301	0.098102	0.093230	False	0.111788
HAP1_chr05	HAP1_chr09	11,13,15,17,19,23	23	22606148	21389444	2187725	41807867	0.052328	0.102281	0.100351	0.094377	False	0.114213
HAP1_chr05	HAP1_chr10	11,13,15,17,19,23	23	22606148	16692261	2060319	37238090	0.055328	0.123430	0.098051	0.086946	False	0.111198
HAP1_chr05	HAP1_chr11	11,13,15,17,19,23	23	22606148	18501368	1755990	39351526	0.044623	0.094911	0.106957	0.097316	False	0.120417
HAP1_chr05	HAP1_chr12	11,13,15,17,19,23	23	22606148	15843351	1714618	36734881	0.046675	0.108223	0.105087	0.092150	False	0.118184
HAP1_chr05	HAP1_chr13	11,13,15,17,19,23	23	22606148	15171031	1652924	36124255	0.045757	0.108953	0.105914	0.091885	False	0.118233
HAP1_chr06	HAP1_chr07	11,13,15,17,19,23	23	24198240	25671551	2613166	47256625	0.055297	0.107990	0.098074	0.092236	False	0.111571
HAP1_chr06	HAP1_chr08	11,13,15,17,19,23	23	24198240	22851644	2452782	44597102	0.054999	0.107335	0.098297	0.092476	False	0.111893
HAP1_chr06	HAP1_chr09	11,13,15,17,19,23	23	24198240	21389444	2212902	43374782	0.051018	0.103458	0.101399	0.093926	False	0.115130
HAP1_chr06	HAP1_chr10	11,13,15,17,19,23	23	24198240	16692261	2102769	38787732	0.054212	0.125973	0.098891	0.086136	False	0.112084
HAP1_chr06	HAP1_chr11	11,13,15,17,19,23	23	24198240	18501368	1777528	40922080	0.043437	0.096075	0.108079	0.096838	False	0.121525
HAP1_chr06	HAP1_chr12	11,13,15,17,19,23	23	24198240	15843351	1703503	38338088	0.044434	0.107522	0.107134	0.092407	False	0.120417
HAP1_chr06	HAP1_chr13	11,13,15,17,19,23	23	24198240	15171031	1727242	37642029	0.045886	0.113851	0.105796	0.090147	False	0.118201
HAP1_chr07	HAP1_chr08	11,13,15,17,19,23	23	25671551	22851644	2279403	46243792	0.049291	0.099748	0.102825	0.095364	False	0.116634
HAP1_chr07	HAP1_chr09	11,13,15,17,19,23	23	25671551	21389444	2044968	45016027	0.045428	0.095606	0.106214	0.097030	False	0.120063
HAP1_chr07	HAP1_chr10	11,13,15,17,19,23	23	25671551	16692261	1976558	40387254	0.048940	0.118412	0.103121	0.088592	False	0.116821
HAP1_chr07	HAP1_chr11	11,13,15,17,19,23	23	25671551	18501368	1703076	42469843	0.040101	0.092051	0.111414	0.098516	False	0.125043
HAP1_chr07	HAP1_chr12	11,13,15,17,19,23	23	25671551	15843351	1641441	39873461	0.041166	0.103604	0.110319	0.093870	False	0.123849
HAP1_chr07	HAP1_chr13	11,13,15,17,19,23	23	25671551	15171031	1628971	39213611	0.041541	0.107374	0.109940	0.092461	False	0.122720
HAP1_chr08	HAP1_chr09	11,13,15,17,19,23	23	22851644	21389444	2019994	42221094	0.047843	0.094439	0.104061	0.097512	False	0.117938
HAP1_chr08	HAP1_chr10	11,13,15,17,19,23	23	22851644	16692261	1862043	37681862	0.049415	0.111551	0.102721	0.090954	False	0.116343
HAP1_chr08	HAP1_chr11	11,13,15,17,19,23	23	22851644	18501368	1749356	39603656	0.044172	0.094553	0.107380	0.097465	False	0.120932
HAP1_chr08	HAP1_chr12	11,13,15,17,19,23	23	22851644	15843351	1612819	37082176	0.043493	0.101798	0.108025	0.094563	False	0.121478
HAP1_chr08	HAP1_chr13	11,13,15,17,19,23	23	22851644	15171031	1637142	36385533	0.044994	0.107912	0.106612	0.092264	False	0.119289
HAP1_chr09	HAP1_chr10	11,13,15,17,19,23	23	21389444	16692261	1744438	36337267	0.048007	0.104506	0.103920	0.093529	False	0.117525
HAP1_chr09	HAP1_chr11	11,13,15,17,19,23	23	21389444	18501368	1548018	38342794	0.040373	0.083670	0.111131	0.102250	False	0.124665
HAP1_chr09	HAP1_chr12	11,13,15,17,19,23	23	21389444	15843351	1462778	35770017	0.040894	0.092328	0.110596	0.098399	False	0.124125
HAP1_chr09	HAP1_chr13	11,13,15,17,19,23	23	21389444	15171031	1448803	35111672	0.041263	0.095498	0.110221	0.097074	False	0.122977
HAP1_chr10	HAP1_chr11	11,13,15,17,19,23	23	16692261	18501368	1459987	33733642	0.043280	0.087465	0.108230	0.100517	False	0.121572
HAP1_chr10	HAP1_chr12	11,13,15,17,19,23	23	16692261	15843351	1376349	31159263	0.044171	0.086872	0.107381	0.100783	False	0.120316
HAP1_chr10	HAP1_chr13	11,13,15,17,19,23	23	16692261	15171031	1382919	30480373	0.045371	0.091155	0.106266	0.098900	False	0.118373
HAP1_chr11	HAP1_chr12	11,13,15,17,19,23	23	18501368	15843351	1269680	33075039	0.038388	0.080140	0.113241	0.103932	False	0.126557
HAP1_chr11	HAP1_chr13	11,13,15,17,19,23	23	18501368	15171031	1306109	32366290	0.040354	0.086092	0.111151	0.101136	False	0.123699
HAP1_chr12	HAP1_chr13	11,13,15,17,19,23	23	15843351	15171031	1224898	29789484	0.041118	0.080739	0.110367	0.103641	False	0.122687
