chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.017623	False
chr01	HAP1_chr01	HAP3_chr01	HAP1	HAP3	0.018483	False
chr01	HAP1_chr01	HAP4_chr01	HAP1	HAP4	0.018503	False
chr01	HAP2_chr01	HAP3_chr01	HAP2	HAP3	0.018941	False
chr01	HAP2_chr01	HAP4_chr01	HAP2	HAP4	0.018461	False
chr01	HAP3_chr01	HAP4_chr01	HAP3	HAP4	0.017677	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.017577	False
chr02	HAP1_chr02	HAP3_chr02	HAP1	HAP3	0.017437	False
chr02	HAP1_chr02	HAP4_chr02	HAP1	HAP4	0.017819	False
chr02	HAP2_chr02	HAP3_chr02	HAP2	HAP3	0.016701	False
chr02	HAP2_chr02	HAP4_chr02	HAP2	HAP4	0.016714	False
chr02	HAP3_chr02	HAP4_chr02	HAP3	HAP4	0.016983	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.018262	False
chr03	HAP1_chr03	HAP3_chr03	HAP1	HAP3	0.016999	False
chr03	HAP1_chr03	HAP4_chr03	HAP1	HAP4	0.018599	False
chr03	HAP2_chr03	HAP3_chr03	HAP2	HAP3	0.018731	False
chr03	HAP2_chr03	HAP4_chr03	HAP2	HAP4	0.019271	False
chr03	HAP3_chr03	HAP4_chr03	HAP3	HAP4	0.018443	False
chr04	HAP1_chr04	HAP3_chr04	HAP1	HAP3	0.010849	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.016273	False
chr05	HAP1_chr05	HAP3_chr05	HAP1	HAP3	0.016148	False
chr05	HAP1_chr05	HAP4_chr05	HAP1	HAP4	0.016126	False
chr05	HAP2_chr05	HAP3_chr05	HAP2	HAP3	0.015631	False
chr05	HAP2_chr05	HAP4_chr05	HAP2	HAP4	0.015531	False
chr05	HAP3_chr05	HAP4_chr05	HAP3	HAP4	0.015214	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.015354	False
chr06	HAP1_chr06	HAP3_chr06	HAP1	HAP3	0.015294	False
chr06	HAP1_chr06	HAP4_chr06	HAP1	HAP4	0.015758	False
chr06	HAP2_chr06	HAP3_chr06	HAP2	HAP3	0.015667	False
chr06	HAP2_chr06	HAP4_chr06	HAP2	HAP4	0.016134	False
chr06	HAP3_chr06	HAP4_chr06	HAP3	HAP4	0.015661	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.015993	False
chr07	HAP1_chr07	HAP3_chr07	HAP1	HAP3	0.015799	False
chr07	HAP1_chr07	HAP4_chr07	HAP1	HAP4	0.015983	False
chr07	HAP2_chr07	HAP3_chr07	HAP2	HAP3	0.016014	False
chr07	HAP2_chr07	HAP4_chr07	HAP2	HAP4	0.016334	False
chr07	HAP3_chr07	HAP4_chr07	HAP3	HAP4	0.015901	False
chr08	HAP1_chr08	HAP3_chr08	HAP1	HAP3	0.010091	False
chr09	HAP1_chr09	HAP2_chr09	HAP1	HAP2	0.017107	False
chr09	HAP1_chr09	HAP3_chr09	HAP1	HAP3	0.016637	False
chr09	HAP1_chr09	HAP4_chr09	HAP1	HAP4	0.016467	False
chr09	HAP2_chr09	HAP3_chr09	HAP2	HAP3	0.017225	False
chr09	HAP2_chr09	HAP4_chr09	HAP2	HAP4	0.017003	False
chr09	HAP3_chr09	HAP4_chr09	HAP3	HAP4	0.016082	False
chr10	HAP1_chr10	HAP2_chr10	HAP1	HAP2	0.015675	False
chr10	HAP1_chr10	HAP3_chr10	HAP1	HAP3	0.016407	False
chr10	HAP1_chr10	HAP4_chr10	HAP1	HAP4	0.016748	False
chr10	HAP2_chr10	HAP3_chr10	HAP2	HAP3	0.016750	False
chr10	HAP2_chr10	HAP4_chr10	HAP2	HAP4	0.016765	False
chr10	HAP3_chr10	HAP4_chr10	HAP3	HAP4	0.016719	False
chr11	HAP1_chr11	HAP3_chr11	HAP1	HAP3	0.015034	False
chr12	HAP1_chr12	HAP2_chr12	HAP1	HAP2	0.016485	False
chr12	HAP1_chr12	HAP3_chr12	HAP1	HAP3	0.017241	False
chr12	HAP1_chr12	HAP4_chr12	HAP1	HAP4	0.016839	False
chr12	HAP2_chr12	HAP3_chr12	HAP2	HAP3	0.017287	False
chr12	HAP2_chr12	HAP4_chr12	HAP2	HAP4	0.016552	False
chr12	HAP3_chr12	HAP4_chr12	HAP3	HAP4	0.017038	False
chr13	HAP1_chr13	HAP2_chr13	HAP1	HAP2	0.014567	False
chr13	HAP1_chr13	HAP3_chr13	HAP1	HAP3	0.014697	False
chr13	HAP1_chr13	HAP4_chr13	HAP1	HAP4	0.014716	False
chr13	HAP2_chr13	HAP3_chr13	HAP2	HAP3	0.015043	False
chr13	HAP2_chr13	HAP4_chr13	HAP2	HAP4	0.014877	False
chr13	HAP3_chr13	HAP4_chr13	HAP3	HAP4	0.014650	False
chr14	HAP1_chr14	HAP3_chr14	HAP1	HAP3	0.015466	False
chr15	HAP1_chr15	HAP3_chr15	HAP1	HAP3	0.012658	False
chr16	HAP1_chr16	HAP3_chr16	HAP1	HAP3	0.010444	False
chr17	HAP1_chr17	HAP2_chr17	HAP1	HAP2	0.017705	False
chr17	HAP1_chr17	HAP3_chr17	HAP1	HAP3	0.017728	False
chr17	HAP1_chr17	HAP4_chr17	HAP1	HAP4	0.014736	False
chr17	HAP2_chr17	HAP3_chr17	HAP2	HAP3	0.016119	False
chr17	HAP2_chr17	HAP4_chr17	HAP2	HAP4	0.018213	False
chr17	HAP3_chr17	HAP4_chr17	HAP3	HAP4	0.017246	False
chr18	HAP1_chr18	HAP2_chr18	HAP1	HAP2	0.018607	False
chr18	HAP1_chr18	HAP3_chr18	HAP1	HAP3	0.018211	False
chr18	HAP1_chr18	HAP4_chr18	HAP1	HAP4	0.018358	False
chr18	HAP2_chr18	HAP3_chr18	HAP2	HAP3	0.018979	False
chr18	HAP2_chr18	HAP4_chr18	HAP2	HAP4	0.017878	False
chr18	HAP3_chr18	HAP4_chr18	HAP3	HAP4	0.017631	False
chr19	HAP1_chr19	HAP3_chr19	HAP1	HAP3	0.011207	False
chr20	HAP1_chr20	HAP3_chr20	HAP1	HAP3	0.010465	False
chr21	HAP1_chr21	HAP2_chr21	HAP1	HAP2	0.018018	False
chr21	HAP1_chr21	HAP3_chr21	HAP1	HAP3	0.018834	False
chr21	HAP1_chr21	HAP4_chr21	HAP1	HAP4	0.018476	False
chr21	HAP2_chr21	HAP3_chr21	HAP2	HAP3	0.018707	False
chr21	HAP2_chr21	HAP4_chr21	HAP2	HAP4	0.017632	False
chr21	HAP3_chr21	HAP4_chr21	HAP3	HAP4	0.018487	False
chr22	HAP1_chr22	HAP3_chr22	HAP1	HAP3	0.015031	False
chr23	HAP1_chr23	HAP3_chr23	HAP1	HAP3	0.011064	False
chr24	HAP1_chr24	HAP2_chr24	HAP1	HAP2	0.016926	False
chr24	HAP1_chr24	HAP3_chr24	HAP1	HAP3	0.017072	False
chr24	HAP1_chr24	HAP4_chr24	HAP1	HAP4	0.017344	False
chr24	HAP2_chr24	HAP3_chr24	HAP2	HAP3	0.017103	False
chr24	HAP2_chr24	HAP4_chr24	HAP2	HAP4	0.017428	False
chr24	HAP3_chr24	HAP4_chr24	HAP3	HAP4	0.017389	False
chr25	HAP1_chr25	HAP2_chr25	HAP1	HAP2	0.017260	False
chr25	HAP1_chr25	HAP3_chr25	HAP1	HAP3	0.016765	False
chr25	HAP1_chr25	HAP4_chr25	HAP1	HAP4	0.017590	False
chr25	HAP2_chr25	HAP3_chr25	HAP2	HAP3	0.017405	False
chr25	HAP2_chr25	HAP4_chr25	HAP2	HAP4	0.017040	False
chr25	HAP3_chr25	HAP4_chr25	HAP3	HAP4	0.017365	False
