unit_a	unit_b	k_sweep	chosen_k	kmers_a	kmers_b	shared	union	jaccard_at_chosen_k	containment_at_chosen_k	distance	containment_p	resolution_limited	k_consistency_spread
HAP1_chr01	HAP1_chr02	11,13,15,17,19,23	23	33239135	28667516	1495130	60411521	0.024749	0.052154	0.131751	0.120512	False	0.143988
HAP1_chr01	HAP1_chr03	11,13,15,17,19,23	23	33239135	33374994	1824388	64789741	0.028159	0.054887	0.126284	0.118557	False	0.138776
HAP1_chr01	HAP1_chr04	11,13,15,17,19,23	23	33239135	23290461	1471742	55057854	0.026731	0.063191	0.128486	0.113141	False	0.141084
HAP1_chr01	HAP1_chr05	11,13,15,17,19,23	23	33239135	36649393	1812646	68075882	0.026627	0.054533	0.128651	0.118804	False	0.140923
HAP1_chr01	HAP1_chr06	11,13,15,17,19,23	23	33239135	30362275	1517362	62084048	0.024440	0.049975	0.132283	0.122142	False	0.144722
HAP1_chr01	HAP1_chr07	11,13,15,17,19,23	23	33239135	40799385	1903304	72135216	0.026385	0.057261	0.129037	0.116933	False	0.141633
HAP1_chr01	HAP1_chr08	11,13,15,17,19,23	23	33239135	27644190	1457370	59425955	0.024524	0.052719	0.132138	0.120100	False	0.144209
HAP1_chr01	HAP1_chr09	11,13,15,17,19,23	23	33239135	30588169	1601032	62226272	0.025729	0.052342	0.130104	0.120375	False	0.142308
HAP1_chr01	HAP1_chr10	11,13,15,17,19,23	23	33239135	22126808	1160136	54205807	0.021402	0.052431	0.137925	0.120309	False	0.149690
HAP1_chr01	HAP1_chr11	11,13,15,17,19,23	23	33239135	23834739	1269856	55804018	0.022756	0.053278	0.135317	0.119697	False	0.147162
HAP1_chr01	HAP1_chr12	11,13,15,17,19,23	23	33239135	24737566	1323685	56653016	0.023365	0.053509	0.134195	0.119531	False	0.145998
HAP1_chr01	HAP1_chr13	11,13,15,17,19,23	23	33239135	27517861	1318180	59438816	0.022177	0.047903	0.136412	0.123757	False	0.148676
HAP1_chr01	HAP1_chr14	11,13,15,17,19,23	23	33239135	26619130	1347061	58511204	0.023022	0.050605	0.134822	0.121664	False	0.147280
HAP1_chr01	HAP1_chr15	11,13,15,17,19,23	23	33239135	25003117	1413146	56829106	0.024867	0.056519	0.131550	0.117433	False	0.143522
HAP1_chr01	HAP1_chr16	11,13,15,17,19,23	23	33239135	29217962	1563632	60893465	0.025678	0.053516	0.130188	0.119526	False	0.142291
HAP1_chr01	HAP1_chr17	11,13,15,17,19,23	23	33239135	27604936	1436868	59407203	0.024187	0.052051	0.132726	0.120588	False	0.144958
HAP1_chr01	HAP1_chr18	11,13,15,17,19,23	23	33239135	28886043	1632817	60492361	0.026992	0.056526	0.128074	0.117428	False	0.140122
HAP1_chr01	HAP1_chr19	11,13,15,17,19,23	23	33239135	29193381	1673870	60758646	0.027549	0.057337	0.127209	0.116881	False	0.138962
HAP1_chr01	HAP1_chr20	11,13,15,17,19,23	23	33239135	28274766	1482422	60031479	0.024694	0.052429	0.131845	0.120311	False	0.143807
HAP1_chr01	HAP1_chr21	11,13,15,17,19,23	23	33239135	23053395	1218609	55073921	0.022127	0.052860	0.136509	0.119998	False	0.148166
HAP1_chr01	HAP1_chr22	11,13,15,17,19,23	23	33239135	25213281	1659027	56793389	0.029212	0.065800	0.124732	0.111580	False	0.136593
HAP1_chr01	HAP1_chr23	11,13,15,17,19,23	23	33239135	25058100	1367784	56929451	0.024026	0.054585	0.133009	0.118769	False	0.144999
HAP1_chr01	HAP1_chr24	11,13,15,17,19,23	23	33239135	22316081	1199800	54355416	0.022073	0.053764	0.136612	0.119349	False	0.148248
