unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	1409	938	21034	20558	0.056429	0.473172
HAP1_chr02	HAP2_chr02	chr02	461	1728	12421	13415	0.084727	0.136487
HAP1_chr03	HAP2_chr03	chr03	1341	5778	12550	15421	0.254514	0.016135
HAP1_chr04	HAP2_chr04	chr04	1444	916	11293	11068	0.105541	0.437433
HAP1_chr05	HAP2_chr05	chr05	2747	252	10283	7886	0.165061	0.412413
HAP1_chr06	HAP2_chr06	chr06	746	4004	14433	17414	0.149151	0.053348
HAP1_chr07	HAP2_chr07	chr07	461	2401	9459	11238	0.138281	0.390031
HAP1_chr08	HAP2_chr08	chr08	1165	1457	10481	10650	0.124083	0.409477
HAP1_chr09	HAP2_chr09	chr09	216	1909	8268	9802	0.117598	0.265881
HAP1_chr10	HAP2_chr10	chr10	370	1881	7564	8579	0.139441	0.448624
HAP1_chr11	HAP2_chr11	chr11	312	490	7386	7564	0.053645	0.333981
HAP1_chr12	HAP2_chr12	chr12	1056	2126	7480	8873	0.194582	0.367013
HAP1_chr13	HAP2_chr13	chr13	318	1856	6091	7206	0.163496	0.239640
HAP1_chr14	HAP2_chr14	chr14	835	284	6285	5917	0.091706	0.539621
HAP1_chr15	HAP2_chr15	chr15	253	299	5809	5856	0.047321	0.246267
HAP1_chr16	HAP2_chr16	chr16	250	1093	5713	6506	0.109911	0.614085
HAP1_chr17	HAP2_chr17	chr17	608	1595	6383	7440	0.159372	0.618483
HAP1_chr18	HAP2_chr18	chr18	572	1945	6039	7401	0.187277	0.453474
HAP1_chr19	HAP2_chr19	chr19	193	2296	4893	7014	0.209037	0.503608
HAP1_chr20	HAP2_chr20	chr20	336	129	1566	1350	0.159465	0.422974
HAP1_chr21	HAP2_chr21	chr21	67	335	1607	1839	0.116657	0.430305
