unit	win_start	win_end	a_hits	b_hits	a_frac	b_frac	assigned
HAPA_chr06	1	250000	24832	6195	0.0717	0.0111	a
HAPA_chr06	250001	500000	17529	3182	0.0506	0.0057	a
HAPA_chr06	500001	750000	6570	2268	0.0190	0.0041	a
HAPA_chr06	750001	1000000	4023	1860	0.0116	0.0033	a
HAPA_chr06	1000001	1250000	8438	2664	0.0244	0.0048	a
HAPA_chr06	1250001	1500000	12929	3652	0.0373	0.0065	a
HAPA_chr06	1500001	1750000	15262	12839	0.0440	0.0229	ambiguous
HAPA_chr06	1750001	2000000	15902	9634	0.0459	0.0172	a
HAPA_chr06	2000001	2250000	694	459	0.0020	0.0008	a
HAPA_chr06	2250001	2500000	2357	2154	0.0068	0.0038	ambiguous
HAPA_chr06	2500001	2750000	12578	13578	0.0363	0.0243	ambiguous
HAPA_chr06	2750001	3000000	14501	14517	0.0419	0.0259	ambiguous
HAPA_chr06	3000001	3250000	25122	16164	0.0725	0.0289	a
HAPA_chr06	3250001	3500000	17867	9126	0.0516	0.0163	a
HAPA_chr06	3500001	3750000	18394	10584	0.0531	0.0189	a
HAPA_chr06	3750001	4000000	15590	10965	0.0450	0.0196	a
HAPA_chr06	4000001	4250000	23618	13408	0.0682	0.0240	a
HAPA_chr06	4250001	4500000	15448	9787	0.0446	0.0175	a
HAPA_chr06	4500001	4750000	12040	9375	0.0348	0.0168	a
HAPA_chr06	4750001	5000000	20979	9690	0.0606	0.0173	a
HAPA_chr06	5000001	5250000	10504	14232	0.0303	0.0254	ambiguous
HAPA_chr06	5250001	5500000	21229	11368	0.0613	0.0203	a
HAPA_chr06	5500001	5750000	20970	13070	0.0605	0.0234	a
HAPA_chr06	5750001	6000000	22352	13541	0.0645	0.0242	a
HAPA_chr06	6000001	6250000	10473	10676	0.0302	0.0191	ambiguous
HAPA_chr06	6250001	6500000	4740	4418	0.0137	0.0079	ambiguous
HAPA_chr06	6500001	6750000	15814	10470	0.0456	0.0187	a
HAPA_chr06	6750001	7000000	21273	14947	0.0614	0.0267	a
HAPA_chr06	7000001	7250000	10564	11906	0.0305	0.0213	ambiguous
HAPA_chr06	7250001	7500000	27228	11280	0.0786	0.0202	a
HAPA_chr06	7500001	7750000	18262	7803	0.0527	0.0139	a
HAPA_chr06	7750001	8000000	4971	9646	0.0143	0.0172	ambiguous
HAPA_chr06	8000001	8250000	12174	13795	0.0351	0.0247	ambiguous
HAPA_chr06	8250001	8500000	21651	11915	0.0625	0.0213	a
HAPA_chr06	8500001	8750000	10704	9684	0.0309	0.0173	ambiguous
HAPA_chr06	8750001	9000000	21091	12239	0.0609	0.0219	a
HAPA_chr06	9000001	9250000	20274	13724	0.0585	0.0245	a
HAPA_chr06	9250001	9500000	16659	7674	0.0481	0.0137	a
HAPA_chr06	9500001	9750000	17728	11382	0.0512	0.0203	a
HAPA_chr06	9750001	10000000	10684	10498	0.0308	0.0188	ambiguous
HAPA_chr06	10000001	10250000	18083	8380	0.0522	0.0150	a
HAPA_chr06	10250001	10500000	14811	8189	0.0427	0.0146	a
HAPA_chr06	10500001	10750000	12921	12996	0.0373	0.0232	ambiguous
HAPA_chr06	10750001	11000000	30303	10852	0.0875	0.0194	a
HAPA_chr06	11000001	11250000	30878	11551	0.0891	0.0206	a
HAPA_chr06	11250001	11500000	18925	8791	0.0546	0.0157	a
HAPA_chr06	11500001	11750000	19284	9953	0.0557	0.0178	a
HAPA_chr06	11750001	12000000	14944	19855	0.0431	0.0355	ambiguous
HAPA_chr06	12000001	12250000	20697	10391	0.0597	0.0186	a
HAPA_chr06	12250001	12500000	20890	15432	0.0603	0.0276	a
HAPA_chr06	12500001	12750000	19187	12073	0.0554	0.0216	a
HAPA_chr06	12750001	13000000	22483	9423	0.0649	0.0168	a
HAPA_chr06	13000001	13250000	20573	7648	0.0594	0.0137	a
HAPA_chr06	13250001	13500000	15824	9139	0.0457	0.0163	a
HAPA_chr06	13500001	13750000	14936	20589	0.0431	0.0368	ambiguous
HAPA_chr06	13750001	14000000	14153	15719	0.0408	0.0281	ambiguous
HAPA_chr06	14000001	14250000	14359	19229	0.0414	0.0344	ambiguous
HAPA_chr06	14250001	14500000	8999	14184	0.0260	0.0253	ambiguous
HAPA_chr06	14500001	14750000	7417	4382	0.0214	0.0078	a
HAPA_chr06	14750001	15000000	18214	6641	0.0526	0.0119	a
HAPA_chr06	15000001	15250000	13453	9543	0.0388	0.0171	a
HAPA_chr06	15250001	15500000	13027	13189	0.0376	0.0236	ambiguous
HAPA_chr06	15500001	15750000	18851	12710	0.0544	0.0227	a
HAPA_chr06	15750001	16000000	13962	12532	0.0403	0.0224	ambiguous
HAPA_chr06	16000001	16250000	19924	14518	0.0575	0.0259	a
HAPA_chr06	16250001	16500000	22965	11234	0.0663	0.0201	a
HAPA_chr06	16500001	16750000	16934	14517	0.0489	0.0259	ambiguous
HAPA_chr06	16750001	17000000	13927	15263	0.0402	0.0273	ambiguous
HAPA_chr06	17000001	17250000	18597	16173	0.0537	0.0289	ambiguous
HAPA_chr06	17250001	17500000	25640	8961	0.0740	0.0160	a
HAPA_chr06	17500001	17750000	23567	10548	0.0680	0.0188	a
HAPA_chr06	17750001	18000000	20968	13751	0.0605	0.0246	a
HAPA_chr06	18000001	18250000	21763	10679	0.0628	0.0191	a
HAPA_chr06	18250001	18500000	22479	9802	0.0649	0.0175	a
HAPA_chr06	18500001	18750000	16770	10132	0.0484	0.0181	a
HAPA_chr06	18750001	19000000	22073	16222	0.0637	0.0290	a
HAPA_chr06	19000001	19250000	12478	13056	0.0360	0.0233	ambiguous
HAPA_chr06	19250001	19500000	16513	10155	0.0477	0.0181	a
HAPA_chr06	19500001	19750000	19032	5747	0.0549	0.0103	a
HAPA_chr06	19750001	20000000	8057	10146	0.0233	0.0181	ambiguous
HAPA_chr06	20000001	20250000	27505	15616	0.0794	0.0279	a
