unit_id	hap	chrom	seq_id	length	source	desc
HAP1_chr01	HAP1	1	OZ242052.1	46272106	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 1
HAP1_chr02	HAP1	2	OZ242053.1	31337864	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 2
HAP1_chr03	HAP1	3	OZ242054.1	31292927	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 3
HAP1_chr04	HAP1	4	OZ242055.1	31250091	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 4
HAP1_chr05	HAP1	5	OZ242056.1	30076663	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 5
HAP1_chr06	HAP1	6	OZ242057.1	27173934	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 6
HAP1_chr07	HAP1	7	OZ242058.1	25825948	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 7
HAP1_chr08	HAP1	8	OZ242059.1	25130984	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 8
HAP1_chr09	HAP1	9	OZ242060.1	24846831	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 9
HAP1_chr10	HAP1	10	OZ242061.1	23381886	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 10
HAP1_chr11	HAP1	11	OZ242062.1	23198322	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 11
HAP1_chr12	HAP1	12	OZ242063.1	22609851	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 12
HAP1_chr13	HAP1	13	OZ242064.1	22351093	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 13
HAP1_chr14	HAP1	14	OZ242065.1	21515215	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 14
HAP1_chr15	HAP1	15	OZ242066.1	20201891	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 15
HAP1_chr16	HAP1	16	OZ242067.1	19730538	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 16
HAP1_chr17	HAP1	17	OZ242068.1	17759199	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 17
HAP1_chr18	HAP1	18	OZ242069.1	17379971	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 18
HAP1_chr19	HAP1	19	OZ242070.1	17341217	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 19
HAP1_chr20	HAP1	20	OZ242071.1	16045136	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 20
HAP1_chr21	HAP1	21	OZ242072.1	15461689	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 21
HAP1_chr22	HAP1	22	OZ242073.1	15399164	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 22
HAP1_chr23	HAP1	23	OZ242074.1	15138459	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 23
HAP1_chr24	HAP1	24	OZ242075.1	13746385	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 24
HAP1_chr25	HAP1	25	OZ242076.1	12469347	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	Potamogeton natans genome assembly, chromosome: 25
HAP2_chr01	HAP2	1	CBDBGL020000001.1	46555995	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_1, whole genome shotgun sequence
HAP2_chr02	HAP2	2	CBDBGL020000002.1	31582788	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_2, whole genome shotgun sequence
HAP2_chr03	HAP2	3	CBDBGL020000003.1	31857061	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_3, whole genome shotgun sequence
HAP2_chr04	HAP2	4	CBDBGL020000004.1	30738122	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_4, whole genome shotgun sequence
HAP2_chr05	HAP2	5	CBDBGL020000005.1	26700213	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_5, whole genome shotgun sequence
HAP2_chr06	HAP2	6	CBDBGL020000006.1	25883264	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_6, whole genome shotgun sequence
HAP2_chr07	HAP2	7	CBDBGL020000007.1	26413723	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_7, whole genome shotgun sequence
HAP2_chr08	HAP2	8	CBDBGL020000008.1	21032169	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_8, whole genome shotgun sequence
HAP2_chr09	HAP2	9	CBDBGL020000009.1	25101215	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_9, whole genome shotgun sequence
HAP2_chr10	HAP2	10	CBDBGL020000010.1	21977302	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_10, whole genome shotgun sequence
HAP2_chr11	HAP2	11	CBDBGL020000011.1	22622685	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_11, whole genome shotgun sequence
HAP2_chr12	HAP2	12	CBDBGL020000012.1	21454008	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_12, whole genome shotgun sequence
HAP2_chr13	HAP2	13	CBDBGL020000013.1	8830777	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_13, whole genome shotgun sequence
HAP2_chr14	HAP2	14	CBDBGL020000014.1	20060272	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_14, whole genome shotgun sequence
HAP2_chr15	HAP2	15	CBDBGL020000015.1	18442144	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_15, whole genome shotgun sequence
HAP2_chr16	HAP2	16	CBDBGL020000016.1	19366367	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_16, whole genome shotgun sequence
HAP2_chr17	HAP2	17	CBDBGL020000017.1	16096664	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_17, whole genome shotgun sequence
HAP2_chr18	HAP2	18	CBDBGL020000018.1	16369150	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_18, whole genome shotgun sequence
HAP2_chr19	HAP2	19	CBDBGL020000019.1	15227688	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap2.2/insdc/GCA_965205115.2.fa.gz	Potamogeton natans genome assembly, contig: SUPER_19, whole genome shotgun sequence
