seq_id	source	length	reason
CBDBGG020000001.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	117324	below-min-len
CBDBGG020000002.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	8488000	no-chrom-match
CBDBGG020000003.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	5659000	no-chrom-match
CBDBGG020000004.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	5497000	no-chrom-match
CBDBGG020000005.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	5391204	no-chrom-match
CBDBGG020000006.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	5313680	no-chrom-match
CBDBGG020000007.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	4481258	no-chrom-match
CBDBGG020000008.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	4227000	no-chrom-match
CBDBGG020000009.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	3713927	no-chrom-match
CBDBGG020000010.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	3665524	no-chrom-match
CBDBGG020000011.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	3601000	no-chrom-match
CBDBGG020000012.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	3289000	no-chrom-match
CBDBGG020000013.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	3129000	no-chrom-match
CBDBGG020000014.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	2903668	no-chrom-match
CBDBGG020000015.1	/lustre/scratch122/tol/data/2/e/e/4/4/a/Potamogeton_natans/assembly/release/laPotNata1.hap1.2/insdc/GCA_965203715.2.fa.gz	2613000	no-chrom-match
