chrom	unit_a	unit_b	hap_a	hap_b	distance	resolution_limited
chr01	HAP1_chr01	HAP2_chr01	HAP1	HAP2	0.058137	False
chr01	HAP1_chr01	HAP3_chr01	HAP1	HAP3	0.058603	False
chr01	HAP1_chr01	HAP4_chr01	HAP1	HAP4	0.058030	False
chr01	HAP2_chr01	HAP3_chr01	HAP2	HAP3	0.010910	False
chr01	HAP2_chr01	HAP4_chr01	HAP2	HAP4	0.009137	False
chr01	HAP3_chr01	HAP4_chr01	HAP3	HAP4	0.008243	False
chr02	HAP1_chr02	HAP2_chr02	HAP1	HAP2	0.057316	False
chr02	HAP1_chr02	HAP3_chr02	HAP1	HAP3	0.062122	False
chr02	HAP1_chr02	HAP4_chr02	HAP1	HAP4	0.057151	False
chr02	HAP2_chr02	HAP3_chr02	HAP2	HAP3	0.046061	False
chr02	HAP2_chr02	HAP4_chr02	HAP2	HAP4	0.006995	False
chr02	HAP3_chr02	HAP4_chr02	HAP3	HAP4	0.045920	False
chr03	HAP1_chr03	HAP2_chr03	HAP1	HAP2	0.059373	False
chr03	HAP1_chr03	HAP3_chr03	HAP1	HAP3	0.056389	False
chr03	HAP1_chr03	HAP4_chr03	HAP1	HAP4	0.057779	False
chr03	HAP2_chr03	HAP3_chr03	HAP2	HAP3	0.017238	False
chr03	HAP2_chr03	HAP4_chr03	HAP2	HAP4	0.012546	False
chr03	HAP3_chr03	HAP4_chr03	HAP3	HAP4	0.016287	False
chr04	HAP1_chr04	HAP2_chr04	HAP1	HAP2	0.046842	False
chr04	HAP1_chr04	HAP3_chr04	HAP1	HAP3	0.044214	False
chr04	HAP1_chr04	HAP4_chr04	HAP1	HAP4	0.045473	False
chr04	HAP2_chr04	HAP3_chr04	HAP2	HAP3	0.034063	False
chr04	HAP2_chr04	HAP4_chr04	HAP2	HAP4	0.036278	False
chr04	HAP3_chr04	HAP4_chr04	HAP3	HAP4	0.009983	False
chr05	HAP1_chr05	HAP2_chr05	HAP1	HAP2	0.047632	False
chr05	HAP1_chr05	HAP3_chr05	HAP1	HAP3	0.049138	False
chr05	HAP1_chr05	HAP4_chr05	HAP1	HAP4	0.050192	False
chr05	HAP2_chr05	HAP3_chr05	HAP2	HAP3	0.011358	False
chr05	HAP2_chr05	HAP4_chr05	HAP2	HAP4	0.015447	False
chr05	HAP3_chr05	HAP4_chr05	HAP3	HAP4	0.019435	False
chr06	HAP1_chr06	HAP2_chr06	HAP1	HAP2	0.048724	False
chr06	HAP1_chr06	HAP3_chr06	HAP1	HAP3	0.048614	False
chr06	HAP1_chr06	HAP4_chr06	HAP1	HAP4	0.039280	False
chr06	HAP2_chr06	HAP3_chr06	HAP2	HAP3	0.012663	False
chr06	HAP2_chr06	HAP4_chr06	HAP2	HAP4	0.016437	False
chr06	HAP3_chr06	HAP4_chr06	HAP3	HAP4	0.016038	False
chr07	HAP1_chr07	HAP2_chr07	HAP1	HAP2	0.047468	False
chr07	HAP1_chr07	HAP3_chr07	HAP1	HAP3	0.047927	False
chr07	HAP1_chr07	HAP4_chr07	HAP1	HAP4	0.059242	False
chr07	HAP2_chr07	HAP3_chr07	HAP2	HAP3	0.009907	False
chr07	HAP2_chr07	HAP4_chr07	HAP2	HAP4	0.021038	False
chr07	HAP3_chr07	HAP4_chr07	HAP3	HAP4	0.020661	False
chr08	HAP1_chr08	HAP2_chr08	HAP1	HAP2	0.040312	False
chr08	HAP1_chr08	HAP3_chr08	HAP1	HAP3	0.045363	False
chr08	HAP1_chr08	HAP4_chr08	HAP1	HAP4	0.049704	False
chr08	HAP2_chr08	HAP3_chr08	HAP2	HAP3	0.014259	False
chr08	HAP2_chr08	HAP4_chr08	HAP2	HAP4	0.018777	False
chr08	HAP3_chr08	HAP4_chr08	HAP3	HAP4	0.012874	False
