chrom_a	chrom_b	distance	z_score	p_value	q_value	accepted
chr02	chr04	0.051016	-7.948	9.4369e-16	8.58758e-14	True
chr05	chr09	0.053020	-7.667	8.82627e-15	4.01595e-13	True
chr06	chr10	0.053747	-7.565	1.93734e-14	4.58425e-13	True
chr01	chr03	0.053782	-7.560	2.01505e-14	4.58425e-13	True
chr07	chr12	0.055090	-7.377	8.11018e-14	1.23257e-12	True
chr08	chr11	0.055092	-7.376	8.12683e-14	1.23257e-12	True
chr13	chr14	0.056184	-7.223	2.5363e-13	3.2972e-12	True
chr01	chr02	0.094838	-1.805	0.0355023	0.361194	False
chr01	chr05	0.095282	-1.743	0.040645	0.361194	False
chr01	chr07	0.095561	-1.704	0.044187	0.361194	False
chr01	chr08	0.095689	-1.686	0.0458785	0.361194	False
chr01	chr06	0.096335	-1.596	0.0552987	0.361194	False
chr07	chr08	0.096730	-1.540	0.0617493	0.361194	False
chr05	chr08	0.097033	-1.498	0.067104	0.361194	False
chr01	chr13	0.097394	-1.447	0.0739376	0.361194	False
chr05	chr07	0.097544	-1.426	0.0769215	0.361194	False
chr06	chr08	0.097809	-1.389	0.082409	0.361194	False
chr02	chr05	0.097832	-1.386	0.0829002	0.361194	False
chr06	chr07	0.097873	-1.380	0.0837813	0.361194	False
chr02	chr08	0.097915	-1.374	0.0847021	0.361194	False
chr05	chr06	0.098028	-1.358	0.0871927	0.361194	False
chr02	chr07	0.098066	-1.353	0.0880349	0.361194	False
chr08	chr13	0.098352	-1.313	0.0946078	0.361194	False
chr07	chr13	0.098381	-1.309	0.0952946	0.361194	False
chr02	chr06	0.098544	-1.286	0.0992292	0.361194	False
chr05	chr13	0.099601	-1.138	0.127609	0.430214	False
chr06	chr13	0.099602	-1.138	0.127646	0.430214	False
chr02	chr13	0.100499	-1.012	0.155802	0.506358	False
chr03	chr11	0.102278	-0.763	0.22288	0.699381	False
chr03	chr09	0.103096	-0.648	0.258508	0.78414	False
chr03	chr12	0.103448	-0.599	0.274715	0.785848	False
chr03	chr04	0.103483	-0.594	0.276342	0.785848	False
chr03	chr10	0.103736	-0.558	0.28835	0.795148	False
chr09	chr11	0.104032	-0.517	0.302675	0.810102	False
chr10	chr11	0.104462	-0.456	0.324033	0.822194	False
chr11	chr12	0.104530	-0.447	0.32748	0.822194	False
chr04	chr11	0.104784	-0.411	0.340395	0.822194	False
chr11	chr14	0.105091	-0.368	0.356304	0.822194	False
chr09	chr12	0.105210	-0.352	0.36258	0.822194	False
chr09	chr10	0.105300	-0.339	0.367282	0.822194	False
chr03	chr14	0.105376	-0.328	0.371328	0.822194	False
chr10	chr12	0.105848	-0.262	0.396592	0.822194	False
chr04	chr09	0.105911	-0.253	0.400013	0.822194	False
chr12	chr14	0.106024	-0.237	0.406158	0.822194	False
chr04	chr10	0.106032	-0.236	0.406579	0.822194	False
chr09	chr14	0.106630	-0.153	0.439383	0.855887	False
chr10	chr14	0.106678	-0.146	0.442051	0.855887	False
chr04	chr12	0.106908	-0.114	0.454763	0.862154	False
chr04	chr14	0.108105	0.054	0.521617	0.927133	False
chr01	chr11	0.110536	0.395	0.653563	0.927133	False
chr03	chr05	0.110629	0.408	0.658361	0.927133	False
chr03	chr07	0.110702	0.418	0.662083	0.927133	False
chr02	chr03	0.110874	0.442	0.670863	0.927133	False
chr03	chr08	0.111074	0.470	0.680941	0.927133	False
chr07	chr11	0.111844	0.578	0.718456	0.927133	False
chr03	chr06	0.112286	0.640	0.738983	0.927133	False
chr01	chr04	0.112325	0.646	0.740746	0.927133	False
chr05	chr11	0.112326	0.646	0.740814	0.927133	False
chr02	chr11	0.112443	0.662	0.746074	0.927133	False
chr11	chr13	0.112579	0.681	0.752165	0.927133	False
chr01	chr09	0.112718	0.701	0.758275	0.927133	False
chr03	chr13	0.112753	0.706	0.759782	0.927133	False
chr08	chr09	0.112884	0.724	0.765488	0.927133	False
chr06	chr11	0.113248	0.775	0.780826	0.927133	False
chr01	chr10	0.113384	0.794	0.786447	0.927133	False
chr01	chr12	0.113560	0.819	0.793556	0.927133	False
chr04	chr05	0.113891	0.865	0.806511	0.927133	False
chr04	chr08	0.114036	0.886	0.812077	0.927133	False
chr07	chr09	0.114115	0.897	0.815028	0.927133	False
chr05	chr10	0.114265	0.918	0.820596	0.927133	False
chr08	chr10	0.114299	0.922	0.821832	0.927133	False
chr04	chr07	0.114389	0.935	0.825111	0.927133	False
chr07	chr10	0.114413	0.938	0.825976	0.927133	False
chr02	chr09	0.114432	0.941	0.826669	0.927133	False
chr05	chr12	0.114640	0.970	0.834001	0.927133	False
chr09	chr13	0.114720	0.981	0.836806	0.927133	False
chr06	chr09	0.114778	0.990	0.838802	0.927133	False
chr02	chr10	0.114848	0.999	0.841163	0.927133	False
chr08	chr12	0.114988	1.019	0.845869	0.927133	False
chr10	chr13	0.115314	1.065	0.85648	0.927133	False
chr04	chr06	0.115337	1.068	0.857209	0.927133	False
chr12	chr13	0.115603	1.105	0.865467	0.927133	False
chr06	chr12	0.115823	1.136	0.872018	0.927133	False
chr02	chr12	0.116109	1.176	0.88021	0.927133	False
chr08	chr14	0.116320	1.206	0.88603	0.927133	False
chr01	chr14	0.116507	1.232	0.891012	0.927133	False
chr04	chr13	0.116600	1.245	0.893427	0.927133	False
chr07	chr14	0.116724	1.262	0.896569	0.927133	False
chr05	chr14	0.117630	1.389	0.917629	0.93529	False
chr06	chr14	0.117989	1.440	0.925012	0.93529	False
chr02	chr14	0.118545	1.518	0.935436	0.935436	False
