unit_a	unit_b	chrom	n_markers_a	n_markers_b	n_highcopy_a	n_highcopy_b	te_marker_fraction	windowed_distance_cv
HAP1_chr01	HAP2_chr01	chr01	13039	2392	37532	30146	0.228006	0.221052
HAP1_chr02	HAP2_chr02	chr02	2810	526	28296	27064	0.060260	0.405095
HAP1_chr03	HAP2_chr03	chr03	25282	646	34511	18345	0.490540	0.305476
HAP1_chr04	HAP2_chr04	chr04	13189	98	29797	20083	0.266379	0.184204
HAP1_chr05	HAP2_chr05	chr05	1362	1359	22104	22162	0.061469	0.127114
HAP1_chr06	HAP2_chr06	chr06	4328	187	27608	24441	0.086745	0.228802
HAP1_chr07	HAP2_chr07	chr07	10358	3310	33073	25609	0.232916	0.288837
HAP1_chr08	HAP2_chr08	chr08	14863	581	23030	12495	0.434736	0.347959
HAP1_chr09	HAP2_chr09	chr09	2191	1022	18940	17835	0.087369	0.329689
HAP1_chr10	HAP2_chr10	chr10	16366	16	20834	9797	0.534818	0.305072
HAP1_chr11	HAP2_chr11	chr11	9611	172	29788	20503	0.194528	0.084361
HAP1_chr12	HAP2_chr12	chr12	10704	35	16425	7899	0.441498	0.577654
HAP1_chr13	HAP2_chr13	chr13	3644	1332	18132	17042	0.141468	0.305361
HAP1_chr14	HAP2_chr14	chr14	4723	432	20706	17252	0.135808	0.392385
HAP1_chr15	HAP2_chr15	chr15	9738	10	19535	11779	0.311298	0.402568
HAP1_chr16	HAP2_chr16	chr16	4149	213	15935	12695	0.152358	0.620052
HAP1_chr17	HAP2_chr17	chr17	10468	28	15277	7562	0.459565	0.449444
HAP1_chr18	HAP2_chr18	chr18	7695	30	14010	7809	0.354049	0.535536
HAP1_chr19	HAP2_chr19	chr19	8716	41	12038	5065	0.512015	0.350733
HAP1_chr20	HAP2_chr20	chr20	564	20	9702	9158	0.030965	0.651775
HAP1_chr21	HAP2_chr21	chr21	192	1019	5295	6122	0.106070	0.779828
