unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	1882662	1972715	1960735	0.918019	0.960182	0.003971	False	28.1791
HAP1_chr01	HAP1_chr02	13	7019875	12215508	11784169	0.413425	0.595704	0.041242	False	1317.9753
HAP1_chr01	HAP1_chr02	15	4592619	21565001	20388702	0.122925	0.225253	0.101265	False	4169.9097
HAP1_chr01	HAP1_chr02	17	2695736	24396482	22916362	0.060419	0.117634	0.127763	False	10311.4959
HAP1_chr01	HAP1_chr02	19	2218662	25447448	23840102	0.047136	0.093064	0.126717	False	33327.6727
HAP1_chr01	HAP1_chr02	23	1892766	26658561	24901298	0.038109	0.076011	0.113546	False	435750.7619
HAP1_chr01	HAP1_chr03	11	1890080	1972715	1971300	0.920224	0.958799	0.003858	False	26.2528
HAP1_chr01	HAP1_chr03	13	7135392	12215508	12120407	0.414836	0.588709	0.041057	False	1296.2851
HAP1_chr01	HAP1_chr03	15	4574029	21565001	21126128	0.119999	0.216511	0.102697	False	4044.1507
HAP1_chr01	HAP1_chr03	17	2598093	24396482	23639276	0.057179	0.109906	0.130825	False	9767.8410
HAP1_chr01	HAP1_chr03	19	2115767	25447448	24470464	0.044261	0.086462	0.129885	False	31365.2331
HAP1_chr01	HAP1_chr03	23	1800775	26658561	25367675	0.035854	0.070987	0.116104	False	410743.8180
HAP1_chr01	HAP1_chr04	11	1865193	1972715	1939329	0.911250	0.961772	0.004323	False	30.3086
HAP1_chr01	HAP1_chr04	13	6662032	12215508	11024898	0.401851	0.604272	0.042794	False	1321.9575
HAP1_chr01	HAP1_chr04	15	4255486	21565001	18459294	0.118972	0.230534	0.103209	False	4080.9019
HAP1_chr01	HAP1_chr04	17	2507572	24396482	20595301	0.059024	0.121755	0.129060	False	10126.2818
HAP1_chr01	HAP1_chr04	19	2070852	25447448	21396370	0.046252	0.096785	0.127669	False	32838.2642
HAP1_chr01	HAP1_chr04	23	1768629	26658561	22336607	0.037450	0.079181	0.114277	False	429912.9580
HAP1_chr01	HAP1_chr05	11	1867502	1972715	1941828	0.912293	0.961724	0.004268	False	30.2583
HAP1_chr01	HAP1_chr05	13	6719175	12215508	11130783	0.404109	0.603657	0.042487	False	1324.8924
HAP1_chr01	HAP1_chr05	15	4315949	21565001	18760291	0.119856	0.230058	0.102768	False	4103.7554
HAP1_chr01	HAP1_chr05	17	2542003	24396482	20999990	0.059317	0.121048	0.128784	False	10164.5140
HAP1_chr01	HAP1_chr05	19	2099722	25447448	21854780	0.046451	0.096076	0.127453	False	32944.5528
HAP1_chr01	HAP1_chr05	23	1800090	26658561	22869383	0.037716	0.078712	0.113981	False	432433.5349
HAP1_chr01	HAP1_chr06	11	1840499	1972715	1906323	0.902852	0.965471	0.004764	False	35.3145
HAP1_chr01	HAP1_chr06	13	6445634	12215508	10099551	0.406167	0.638210	0.042209	False	1444.0207
HAP1_chr01	HAP1_chr06	15	4667481	21565001	16431841	0.140041	0.284051	0.093582	False	4932.7028
HAP1_chr01	HAP1_chr06	17	3167220	24396482	18365986	0.079990	0.172450	0.112333	False	13639.2466
HAP1_chr01	HAP1_chr06	19	2700213	25447448	19203447	0.064366	0.140611	0.111179	False	45224.0008
HAP1_chr01	HAP1_chr06	23	2270783	26658561	20286985	0.050829	0.111933	0.101553	False	579189.2484
HAP1_chr01	HAP1_chr07	11	1875149	1972715	1951869	0.914959	0.960694	0.004130	False	28.8533
HAP1_chr01	HAP1_chr07	13	6829766	12215508	11426091	0.406248	0.597734	0.042198	False	1309.1715
HAP1_chr01	HAP1_chr07	15	4312102	21565001	19391245	0.117675	0.222374	0.103862	False	4003.3635
