unit_id	hap	chrom	seq_id	length	source	desc
HAP1_chr01	HAP1	1	OZ286336.1	34195321	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 1
HAP1_chr02	HAP1	2	OZ286337.1	31330000	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 2
HAP1_chr03	HAP1	3	OZ286338.1	30992632	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 3
HAP1_chr04	HAP1	4	OZ286339.1	29690800	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 4
HAP1_chr05	HAP1	5	OZ286340.1	29248609	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 5
HAP1_chr06	HAP1	6	OZ286341.1	28971678	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 6
HAP1_chr07	HAP1	7	OZ286342.1	27409549	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 7
HAP1_chr08	HAP1	8	OZ286343.1	27398763	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 8
HAP1_chr09	HAP1	9	OZ286344.1	26950621	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 9
HAP1_chr10	HAP1	10	OZ286345.1	24904645	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 10
HAP1_chr11	HAP1	11	OZ286346.1	24756298	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 11
HAP1_chr12	HAP1	12	OZ286347.1	23743336	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 12
HAP1_chr13	HAP1	13	OZ286348.1	22331671	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 13
HAP1_chr14	HAP1	14	OZ286349.1	22013276	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 14
HAP1_chr15	HAP1	15	OZ286350.1	20999912	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 15
HAP1_chr16	HAP1	16	OZ286351.1	19333511	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 16
HAP1_chr17	HAP1	17	OZ286352.1	17534100	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 17
HAP1_chr18	HAP1	18	OZ286353.1	16210634	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 18
HAP1_chr19	HAP1	19	OZ286354.1	15820325	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 19
HAP1_chr20	HAP1	20	OZ286355.1	15673254	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 20
HAP1_chr21	HAP1	21	OZ286356.1	15432159	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 21
HAP1_chr22	HAP1	22	OZ286357.1	14800686	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 22
HAP1_chr23	HAP1	23	OZ286358.1	14519028	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 23
HAP1_chr24	HAP1	24	OZ286359.1	14041065	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 24
HAP1_chr25	HAP1	25	OZ286360.1	13980163	/lustre/scratch122/tol/data/d/7/a/f/7/b/Potamogeton_lucens/assembly/release/laPotLuce1.hap1.1/insdc/GCA_965644075.1.fa.gz	Potamogeton lucens genome assembly, chromosome: 25
