unit_a	unit_b	k	shared	kmers_a	kmers_b	jaccard	containment	distance	resolution_limited	z
HAP1_chr01	HAP1_chr02	11	1859311	1957535	1946193	0.909458	0.955358	0.004416	False	31.6696
HAP1_chr01	HAP1_chr02	13	6512084	11640736	11244389	0.397732	0.579141	0.043360	False	1322.0622
HAP1_chr01	HAP1_chr02	15	4088472	20047961	19013563	0.116903	0.215029	0.104255	False	4009.4726
HAP1_chr01	HAP1_chr02	17	2376305	22549300	21311746	0.057281	0.111502	0.130725	False	9810.1179
HAP1_chr01	HAP1_chr02	19	1937461	23476635	22186511	0.044309	0.087326	0.129830	False	31410.5197
HAP1_chr01	HAP1_chr02	23	1625065	24549625	23215393	0.035220	0.069999	0.116852	False	403767.0352
HAP1_chr01	HAP1_chr03	11	1856107	1957535	1943738	0.907558	0.954916	0.004516	False	31.0122
HAP1_chr01	HAP1_chr03	13	6370203	11640736	10999145	0.391538	0.579154	0.044226	False	1307.6421
HAP1_chr01	HAP1_chr03	15	3880203	20047961	18329408	0.112479	0.211693	0.106562	False	3862.7563
HAP1_chr01	HAP1_chr03	17	2191062	22549300	20410376	0.053744	0.107350	0.134278	False	9234.3339
HAP1_chr01	HAP1_chr03	19	1767038	23476635	21163404	0.041216	0.083495	0.133483	False	29329.2346
HAP1_chr01	HAP1_chr03	23	1477556	24549625	22014490	0.032772	0.067117	0.119882	False	376996.7373
HAP1_chr01	HAP1_chr04	11	1848175	1957535	1932915	0.904959	0.956159	0.004653	False	32.7147
HAP1_chr01	HAP1_chr04	13	6276496	11640736	10773179	0.388941	0.582604	0.044594	False	1313.3630
HAP1_chr01	HAP1_chr04	15	3805320	20047961	17790903	0.111811	0.213891	0.106919	False	3853.5796
HAP1_chr01	HAP1_chr04	17	2158774	22549300	19778792	0.053742	0.109146	0.134280	False	9246.1887
HAP1_chr01	HAP1_chr04	19	1747127	23476635	20515672	0.041357	0.085161	0.133310	False	29454.1582
HAP1_chr01	HAP1_chr04	23	1463052	24549625	21366028	0.032913	0.068476	0.119701	False	378918.5890
HAP1_chr01	HAP1_chr05	11	1855589	1957535	1929544	0.913413	0.961672	0.004210	False	40.6123
HAP1_chr01	HAP1_chr05	13	7005376	11640736	10753558	0.455222	0.651447	0.036075	False	1695.4525
HAP1_chr01	HAP1_chr05	15	6045932	20047961	17707643	0.190665	0.341431	0.075907	False	6621.8613
HAP1_chr01	HAP1_chr05	17	4572336	22549300	19569396	0.121778	0.233647	0.089842	False	19946.6883
HAP1_chr01	HAP1_chr05	19	3932601	23476635	20182458	0.098992	0.194852	0.090209	False	66918.9267
HAP1_chr01	HAP1_chr05	23	3197323	24549625	20826870	0.075803	0.153519	0.085197	False	838735.4629
HAP1_chr01	HAP1_chr06	11	1790014	1957535	1862023	0.881978	0.961328	0.005888	False	39.4085
HAP1_chr01	HAP1_chr06	13	5447495	11640736	9019674	0.358084	0.603957	0.049224	False	1310.6119
HAP1_chr01	HAP1_chr06	15	3144980	20047961	13871743	0.102194	0.226718	0.112336	False	3649.9824
HAP1_chr01	HAP1_chr06	17	1796786	22549300	15203134	0.049972	0.118185	0.138347	False	8794.3363
HAP1_chr01	HAP1_chr06	19	1464497	23476635	15738727	0.038794	0.093051	0.136548	False	28193.0917
HAP1_chr01	HAP1_chr06	23	1230414	24549625	16408075	0.030972	0.074988	0.122263	False	363639.3543
HAP1_chr01	HAP1_chr07	11	1723958	1957535	1784793	0.854134	0.965915	0.007449	False	44.9258
HAP1_chr01	HAP1_chr07	13	4776572	11640736	7637316	0.329385	0.625425	0.054007	False	1306.7344
HAP1_chr01	HAP1_chr07	15	2777975	20047961	11192427	0.097602	0.248201	0.115123	False	3650.5160
HAP1_chr01	HAP1_chr07	17	1672230	22549300	12230946	0.050508	0.136721	0.137750	False	9153.2373
HAP1_chr01	HAP1_chr07	19	1379992	23476635	12703966	0.039654	0.108627	0.135437	False	29577.4304
HAP1_chr01	HAP1_chr07	23	1151299	24549625	13324187	0.031351	0.086407	0.121749	False	377586.7379
HAP1_chr01	HAP1_chr08	11	1787051	1957535	1858305	0.880846	0.961656	0.005950	False	39.8332
